trials,nct_id,nct_id2,models,row,col,r,outcome,outcome_method
34,NCT01106677,NCT01106677,rcs,age10' * arm_f=_2_uaa10577,arm_f=_2_uaa10577 * sex,-0.004,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10'' * arm_f=_2_uaa10577,arm_f=_2_uaa10577 * sex,0.01,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10 * arm_f=_2_uaa10578,arm_f=_2_uaa10577 * sex,0.019,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10' * arm_f=_2_uaa10578,arm_f=_2_uaa10577 * sex,-0.024,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10'' * arm_f=_2_uaa10578,arm_f=_2_uaa10577 * sex,0.032,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10 * arm_f=_2_uaa10580,arm_f=_2_uaa10577 * sex,0.019,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10' * arm_f=_2_uaa10580,arm_f=_2_uaa10577 * sex,-0.024,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10'' * arm_f=_2_uaa10580,arm_f=_2_uaa10577 * sex,0.031,hba1c,locf
34,NCT01106677,NCT01106677,rcs,Intercept,arm_f=_2_uaa10578 * sex,0.098,hba1c,locf
34,NCT01106677,NCT01106677,rcs,value_1,arm_f=_2_uaa10578 * sex,-0.045,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10,arm_f=_2_uaa10578 * sex,-0.025,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10',arm_f=_2_uaa10578 * sex,0.03,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10'',arm_f=_2_uaa10578 * sex,-0.038,hba1c,locf
34,NCT01106677,NCT01106677,rcs,arm_f=_2_uaa10577,arm_f=_2_uaa10578 * sex,-0.071,hba1c,locf
34,NCT01106677,NCT01106677,rcs,arm_f=_2_uaa10578,arm_f=_2_uaa10578 * sex,-0.106,hba1c,locf
34,NCT01106677,NCT01106677,rcs,arm_f=_2_uaa10580,arm_f=_2_uaa10578 * sex,-0.07,hba1c,locf
34,NCT01106677,NCT01106677,rcs,sex,arm_f=_2_uaa10578 * sex,-0.812,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10 * arm_f=_2_uaa10577,arm_f=_2_uaa10578 * sex,0.019,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10' * arm_f=_2_uaa10577,arm_f=_2_uaa10578 * sex,-0.024,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10'' * arm_f=_2_uaa10577,arm_f=_2_uaa10578 * sex,0.031,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10 * arm_f=_2_uaa10578,arm_f=_2_uaa10578 * sex,0.033,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10' * arm_f=_2_uaa10578,arm_f=_2_uaa10578 * sex,-0.03,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10'' * arm_f=_2_uaa10578,arm_f=_2_uaa10578 * sex,0.03,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10 * arm_f=_2_uaa10580,arm_f=_2_uaa10578 * sex,0.019,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10' * arm_f=_2_uaa10580,arm_f=_2_uaa10578 * sex,-0.024,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10'' * arm_f=_2_uaa10580,arm_f=_2_uaa10578 * sex,0.032,hba1c,locf
34,NCT01106677,NCT01106677,rcs,arm_f=_2_uaa10577 * sex,arm_f=_2_uaa10578 * sex,0.664,hba1c,locf
34,NCT01106677,NCT01106677,rcs,Intercept,arm_f=_2_uaa10580 * sex,0.088,hba1c,locf
34,NCT01106677,NCT01106677,rcs,value_1,arm_f=_2_uaa10580 * sex,-0.011,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10,arm_f=_2_uaa10580 * sex,-0.023,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10',arm_f=_2_uaa10580 * sex,0.029,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10'',arm_f=_2_uaa10580 * sex,-0.037,hba1c,locf
34,NCT01106677,NCT01106677,rcs,arm_f=_2_uaa10577,arm_f=_2_uaa10580 * sex,-0.071,hba1c,locf
34,NCT01106677,NCT01106677,rcs,arm_f=_2_uaa10578,arm_f=_2_uaa10580 * sex,-0.068,hba1c,locf
34,NCT01106677,NCT01106677,rcs,arm_f=_2_uaa10580,arm_f=_2_uaa10580 * sex,-0.087,hba1c,locf
34,NCT01106677,NCT01106677,rcs,sex,arm_f=_2_uaa10580 * sex,-0.814,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10 * arm_f=_2_uaa10577,arm_f=_2_uaa10580 * sex,0.019,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10' * arm_f=_2_uaa10577,arm_f=_2_uaa10580 * sex,-0.023,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10'' * arm_f=_2_uaa10577,arm_f=_2_uaa10580 * sex,0.03,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10 * arm_f=_2_uaa10578,arm_f=_2_uaa10580 * sex,0.018,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10' * arm_f=_2_uaa10578,arm_f=_2_uaa10580 * sex,-0.023,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10'' * arm_f=_2_uaa10578,arm_f=_2_uaa10580 * sex,0.03,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10 * arm_f=_2_uaa10580,arm_f=_2_uaa10580 * sex,0.013,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10' * arm_f=_2_uaa10580,arm_f=_2_uaa10580 * sex,-0.025,hba1c,locf
34,NCT01106677,NCT01106677,rcs,age10'' * arm_f=_2_uaa10580,arm_f=_2_uaa10580 * sex,0.035,hba1c,locf
34,NCT01106677,NCT01106677,rcs,arm_f=_2_uaa10577 * sex,arm_f=_2_uaa10580 * sex,0.664,hba1c,locf
34,NCT01106677,NCT01106677,rcs,arm_f=_2_uaa10578 * sex,arm_f=_2_uaa10580 * sex,0.662,hba1c,locf
34,NCT01106690,NCT01106690,rcs,Intercept,value_1,-0.154,hba1c,locf
34,NCT01106690,NCT01106690,rcs,Intercept,age10,-0.982,hba1c,locf
34,NCT01106690,NCT01106690,rcs,value_1,age10,-0.018,hba1c,locf
34,NCT01106690,NCT01106690,rcs,Intercept,age10',0.915,hba1c,locf
34,NCT01106690,NCT01106690,rcs,value_1,age10',0.048,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10,age10',-0.951,hba1c,locf
34,NCT01106690,NCT01106690,rcs,Intercept,age10'',-0.867,hba1c,locf
34,NCT01106690,NCT01106690,rcs,value_1,age10'',-0.051,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10,age10'',0.906,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10',age10'',-0.99,hba1c,locf
34,NCT01106690,NCT01106690,rcs,Intercept,arm_f=_2_uaa10582,-0.844,hba1c,locf
34,NCT01106690,NCT01106690,rcs,value_1,arm_f=_2_uaa10582,-0.035,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10,arm_f=_2_uaa10582,0.857,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10',arm_f=_2_uaa10582,-0.804,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10'',arm_f=_2_uaa10582,0.762,hba1c,locf
34,NCT01106690,NCT01106690,rcs,Intercept,arm_f=_2_uaa10583,-0.864,hba1c,locf
34,NCT01106690,NCT01106690,rcs,value_1,arm_f=_2_uaa10583,0.002,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10,arm_f=_2_uaa10583,0.871,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10',arm_f=_2_uaa10583,-0.816,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10'',arm_f=_2_uaa10583,0.774,hba1c,locf
34,NCT01106690,NCT01106690,rcs,arm_f=_2_uaa10582,arm_f=_2_uaa10583,0.751,hba1c,locf
34,NCT01106690,NCT01106690,rcs,Intercept,sex,-0.218,hba1c,locf
34,NCT01106690,NCT01106690,rcs,value_1,sex,-0.029,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10,sex,0.183,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10',sex,-0.198,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10'',sex,0.197,hba1c,locf
34,NCT01106690,NCT01106690,rcs,arm_f=_2_uaa10582,sex,0.194,hba1c,locf
34,NCT01106690,NCT01106690,rcs,arm_f=_2_uaa10583,sex,0.196,hba1c,locf
34,NCT01106690,NCT01106690,rcs,Intercept,age10 * arm_f=_2_uaa10582,0.83,hba1c,locf
34,NCT01106690,NCT01106690,rcs,value_1,age10 * arm_f=_2_uaa10582,0.041,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10,age10 * arm_f=_2_uaa10582,-0.849,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10',age10 * arm_f=_2_uaa10582,0.809,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10'',age10 * arm_f=_2_uaa10582,-0.77,hba1c,locf
34,NCT01106690,NCT01106690,rcs,arm_f=_2_uaa10582,age10 * arm_f=_2_uaa10582,-0.996,hba1c,locf
34,NCT01106690,NCT01106690,rcs,arm_f=_2_uaa10583,age10 * arm_f=_2_uaa10582,-0.74,hba1c,locf
34,NCT01106690,NCT01106690,rcs,sex,age10 * arm_f=_2_uaa10582,-0.156,hba1c,locf
34,NCT01106690,NCT01106690,rcs,Intercept,age10' * arm_f=_2_uaa10582,-0.727,hba1c,locf
34,NCT01106690,NCT01106690,rcs,value_1,age10' * arm_f=_2_uaa10582,-0.069,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10,age10' * arm_f=_2_uaa10582,0.761,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10',age10' * arm_f=_2_uaa10582,-0.801,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10'',age10' * arm_f=_2_uaa10582,0.794,hba1c,locf
34,NCT01106690,NCT01106690,rcs,arm_f=_2_uaa10582,age10' * arm_f=_2_uaa10582,0.909,hba1c,locf
34,NCT01106690,NCT01106690,rcs,arm_f=_2_uaa10583,age10' * arm_f=_2_uaa10582,0.653,hba1c,locf
34,NCT01106690,NCT01106690,rcs,sex,age10' * arm_f=_2_uaa10582,0.159,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10 * arm_f=_2_uaa10582,age10' * arm_f=_2_uaa10582,-0.932,hba1c,locf
34,NCT01106690,NCT01106690,rcs,Intercept,age10'' * arm_f=_2_uaa10582,0.665,hba1c,locf
34,NCT01106690,NCT01106690,rcs,value_1,age10'' * arm_f=_2_uaa10582,0.077,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10,age10'' * arm_f=_2_uaa10582,-0.702,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10',age10'' * arm_f=_2_uaa10582,0.769,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10'',age10'' * arm_f=_2_uaa10582,-0.776,hba1c,locf
34,NCT01106690,NCT01106690,rcs,arm_f=_2_uaa10582,age10'' * arm_f=_2_uaa10582,-0.845,hba1c,locf
34,NCT01106690,NCT01106690,rcs,arm_f=_2_uaa10583,age10'' * arm_f=_2_uaa10582,-0.599,hba1c,locf
34,NCT01106690,NCT01106690,rcs,sex,age10'' * arm_f=_2_uaa10582,-0.154,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10 * arm_f=_2_uaa10582,age10'' * arm_f=_2_uaa10582,0.872,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10' * arm_f=_2_uaa10582,age10'' * arm_f=_2_uaa10582,-0.987,hba1c,locf
34,NCT01106690,NCT01106690,rcs,Intercept,age10 * arm_f=_2_uaa10583,0.852,hba1c,locf
34,NCT01106690,NCT01106690,rcs,value_1,age10 * arm_f=_2_uaa10583,0.006,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10,age10 * arm_f=_2_uaa10583,-0.866,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10',age10 * arm_f=_2_uaa10583,0.823,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10'',age10 * arm_f=_2_uaa10583,-0.784,hba1c,locf
34,NCT01106690,NCT01106690,rcs,arm_f=_2_uaa10582,age10 * arm_f=_2_uaa10583,-0.742,hba1c,locf
34,NCT01106690,NCT01106690,rcs,arm_f=_2_uaa10583,age10 * arm_f=_2_uaa10583,-0.995,hba1c,locf
34,NCT01106690,NCT01106690,rcs,sex,age10 * arm_f=_2_uaa10583,-0.158,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10 * arm_f=_2_uaa10582,age10 * arm_f=_2_uaa10583,0.735,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10' * arm_f=_2_uaa10582,age10 * arm_f=_2_uaa10583,-0.658,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10'' * arm_f=_2_uaa10582,age10 * arm_f=_2_uaa10583,0.607,hba1c,locf
34,NCT01106690,NCT01106690,rcs,Intercept,age10' * arm_f=_2_uaa10583,-0.745,hba1c,locf
34,NCT01106690,NCT01106690,rcs,value_1,age10' * arm_f=_2_uaa10583,-0.034,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10,age10' * arm_f=_2_uaa10583,0.773,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10',age10' * arm_f=_2_uaa10583,-0.812,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10'',age10' * arm_f=_2_uaa10583,0.805,hba1c,locf
34,NCT01106690,NCT01106690,rcs,arm_f=_2_uaa10582,age10' * arm_f=_2_uaa10583,0.653,hba1c,locf
34,NCT01106690,NCT01106690,rcs,arm_f=_2_uaa10583,age10' * arm_f=_2_uaa10583,0.902,hba1c,locf
34,NCT01106690,NCT01106690,rcs,sex,age10' * arm_f=_2_uaa10583,0.161,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10 * arm_f=_2_uaa10582,age10' * arm_f=_2_uaa10583,-0.657,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10' * arm_f=_2_uaa10582,age10' * arm_f=_2_uaa10583,0.651,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10'' * arm_f=_2_uaa10582,age10' * arm_f=_2_uaa10583,-0.624,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10 * arm_f=_2_uaa10583,age10' * arm_f=_2_uaa10583,-0.927,hba1c,locf
34,NCT01106690,NCT01106690,rcs,Intercept,age10'' * arm_f=_2_uaa10583,0.68,hba1c,locf
34,NCT01106690,NCT01106690,rcs,value_1,age10'' * arm_f=_2_uaa10583,0.043,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10,age10'' * arm_f=_2_uaa10583,-0.711,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10',age10'' * arm_f=_2_uaa10583,0.778,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10'',age10'' * arm_f=_2_uaa10583,-0.785,hba1c,locf
34,NCT01106690,NCT01106690,rcs,arm_f=_2_uaa10582,age10'' * arm_f=_2_uaa10583,-0.599,hba1c,locf
34,NCT01106690,NCT01106690,rcs,arm_f=_2_uaa10583,age10'' * arm_f=_2_uaa10583,-0.836,hba1c,locf
34,NCT01106690,NCT01106690,rcs,sex,age10'' * arm_f=_2_uaa10583,-0.155,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10 * arm_f=_2_uaa10582,age10'' * arm_f=_2_uaa10583,0.605,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10' * arm_f=_2_uaa10582,age10'' * arm_f=_2_uaa10583,-0.623,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10'' * arm_f=_2_uaa10582,age10'' * arm_f=_2_uaa10583,0.61,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10 * arm_f=_2_uaa10583,age10'' * arm_f=_2_uaa10583,0.866,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10' * arm_f=_2_uaa10583,age10'' * arm_f=_2_uaa10583,-0.988,hba1c,locf
34,NCT01106690,NCT01106690,rcs,Intercept,arm_f=_2_uaa10582 * sex,0.151,hba1c,locf
34,NCT01106690,NCT01106690,rcs,value_1,arm_f=_2_uaa10582 * sex,0.044,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10,arm_f=_2_uaa10582 * sex,-0.131,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10',arm_f=_2_uaa10582 * sex,0.142,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10'',arm_f=_2_uaa10582 * sex,-0.141,hba1c,locf
34,NCT01106690,NCT01106690,rcs,arm_f=_2_uaa10582,arm_f=_2_uaa10582 * sex,-0.134,hba1c,locf
34,NCT01106690,NCT01106690,rcs,arm_f=_2_uaa10583,arm_f=_2_uaa10582 * sex,-0.14,hba1c,locf
34,NCT01106690,NCT01106690,rcs,sex,arm_f=_2_uaa10582 * sex,-0.711,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10 * arm_f=_2_uaa10582,arm_f=_2_uaa10582 * sex,0.092,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10' * arm_f=_2_uaa10582,arm_f=_2_uaa10582 * sex,-0.142,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10'' * arm_f=_2_uaa10582,arm_f=_2_uaa10582 * sex,0.149,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10 * arm_f=_2_uaa10583,arm_f=_2_uaa10582 * sex,0.113,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10' * arm_f=_2_uaa10583,arm_f=_2_uaa10582 * sex,-0.115,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10'' * arm_f=_2_uaa10583,arm_f=_2_uaa10582 * sex,0.111,hba1c,locf
34,NCT01106690,NCT01106690,rcs,Intercept,arm_f=_2_uaa10583 * sex,0.163,hba1c,locf
34,NCT01106690,NCT01106690,rcs,value_1,arm_f=_2_uaa10583 * sex,-0.059,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10,arm_f=_2_uaa10583 * sex,-0.126,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10',arm_f=_2_uaa10583 * sex,0.134,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10'',arm_f=_2_uaa10583 * sex,-0.133,hba1c,locf
34,NCT01106690,NCT01106690,rcs,arm_f=_2_uaa10582,arm_f=_2_uaa10583 * sex,-0.132,hba1c,locf
34,NCT01106690,NCT01106690,rcs,arm_f=_2_uaa10583,arm_f=_2_uaa10583 * sex,-0.133,hba1c,locf
34,NCT01106690,NCT01106690,rcs,sex,arm_f=_2_uaa10583 * sex,-0.693,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10 * arm_f=_2_uaa10582,arm_f=_2_uaa10583 * sex,0.106,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10' * arm_f=_2_uaa10582,arm_f=_2_uaa10583 * sex,-0.105,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10'' * arm_f=_2_uaa10582,arm_f=_2_uaa10583 * sex,0.101,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10 * arm_f=_2_uaa10583,arm_f=_2_uaa10583 * sex,0.078,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10' * arm_f=_2_uaa10583,arm_f=_2_uaa10583 * sex,-0.097,hba1c,locf
34,NCT01106690,NCT01106690,rcs,age10'' * arm_f=_2_uaa10583,arm_f=_2_uaa10583 * sex,0.093,hba1c,locf
34,NCT01106690,NCT01106690,rcs,arm_f=_2_uaa10582 * sex,arm_f=_2_uaa10583 * sex,0.491,hba1c,locf
34,NCT01137812,NCT01137812,rcs,Intercept,value_1,-0.292,hba1c,locf
34,NCT01137812,NCT01137812,rcs,Intercept,age10,-0.933,hba1c,locf
34,NCT01137812,NCT01137812,rcs,value_1,age10,-0.052,hba1c,locf
34,NCT01137812,NCT01137812,rcs,Intercept,age10',0.788,hba1c,locf
34,NCT01137812,NCT01137812,rcs,value_1,age10',0.072,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10,age10',-0.894,hba1c,locf
34,NCT01137812,NCT01137812,rcs,Intercept,age10'',-0.71,hba1c,locf
34,NCT01137812,NCT01137812,rcs,value_1,age10'',-0.063,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10,age10'',0.816,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10',age10'',-0.984,hba1c,locf
34,NCT01137812,NCT01137812,rcs,Intercept,arm_f=_2_uaa10614,-0.68,hba1c,locf
34,NCT01137812,NCT01137812,rcs,value_1,arm_f=_2_uaa10614,-0.025,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10,arm_f=_2_uaa10614,0.713,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10',arm_f=_2_uaa10614,-0.609,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10'',arm_f=_2_uaa10614,0.549,hba1c,locf
34,NCT01137812,NCT01137812,rcs,Intercept,sex,-0.069,hba1c,locf
34,NCT01137812,NCT01137812,rcs,value_1,sex,-0.03,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10,sex,0.015,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10',sex,0.003,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10'',sex,-0.008,hba1c,locf
34,NCT01137812,NCT01137812,rcs,arm_f=_2_uaa10614,sex,0.059,hba1c,locf
34,NCT01137812,NCT01137812,rcs,Intercept,age10 * arm_f=_2_uaa10614,0.671,hba1c,locf
34,NCT01137812,NCT01137812,rcs,value_1,age10 * arm_f=_2_uaa10614,0.026,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10,age10 * arm_f=_2_uaa10614,-0.716,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10',age10 * arm_f=_2_uaa10614,0.639,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10'',age10 * arm_f=_2_uaa10614,-0.584,hba1c,locf
34,NCT01137812,NCT01137812,rcs,arm_f=_2_uaa10614,age10 * arm_f=_2_uaa10614,-0.993,hba1c,locf
34,NCT01137812,NCT01137812,rcs,sex,age10 * arm_f=_2_uaa10614,-0.011,hba1c,locf
34,NCT01137812,NCT01137812,rcs,Intercept,age10' * arm_f=_2_uaa10614,-0.572,hba1c,locf
34,NCT01137812,NCT01137812,rcs,value_1,age10' * arm_f=_2_uaa10614,-0.02,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10,age10' * arm_f=_2_uaa10614,0.637,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10',age10' * arm_f=_2_uaa10614,-0.713,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10'',age10' * arm_f=_2_uaa10614,0.701,hba1c,locf
34,NCT01137812,NCT01137812,rcs,arm_f=_2_uaa10614,age10' * arm_f=_2_uaa10614,0.855,hba1c,locf
34,NCT01137812,NCT01137812,rcs,sex,age10' * arm_f=_2_uaa10614,-0.003,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10 * arm_f=_2_uaa10614,age10' * arm_f=_2_uaa10614,-0.897,hba1c,locf
34,NCT01137812,NCT01137812,rcs,Intercept,age10'' * arm_f=_2_uaa10614,0.517,hba1c,locf
34,NCT01137812,NCT01137812,rcs,value_1,age10'' * arm_f=_2_uaa10614,0.016,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10,age10'' * arm_f=_2_uaa10614,-0.583,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10',age10'' * arm_f=_2_uaa10614,0.703,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10'',age10'' * arm_f=_2_uaa10614,-0.715,hba1c,locf
34,NCT01137812,NCT01137812,rcs,arm_f=_2_uaa10614,age10'' * arm_f=_2_uaa10614,-0.773,hba1c,locf
34,NCT01137812,NCT01137812,rcs,sex,age10'' * arm_f=_2_uaa10614,0.007,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10 * arm_f=_2_uaa10614,age10'' * arm_f=_2_uaa10614,0.82,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10' * arm_f=_2_uaa10614,age10'' * arm_f=_2_uaa10614,-0.984,hba1c,locf
34,NCT01137812,NCT01137812,rcs,Intercept,arm_f=_2_uaa10614 * sex,0.063,hba1c,locf
34,NCT01137812,NCT01137812,rcs,value_1,arm_f=_2_uaa10614 * sex,-0.027,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10,arm_f=_2_uaa10614 * sex,-0.008,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10',arm_f=_2_uaa10614 * sex,-0.005,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10'',arm_f=_2_uaa10614 * sex,0.009,hba1c,locf
34,NCT01137812,NCT01137812,rcs,arm_f=_2_uaa10614,arm_f=_2_uaa10614 * sex,-0.071,hba1c,locf
34,NCT01137812,NCT01137812,rcs,sex,arm_f=_2_uaa10614 * sex,-0.71,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10 * arm_f=_2_uaa10614,arm_f=_2_uaa10614 * sex,0.009,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10' * arm_f=_2_uaa10614,arm_f=_2_uaa10614 * sex,-0.022,hba1c,locf
34,NCT01137812,NCT01137812,rcs,age10'' * arm_f=_2_uaa10614,arm_f=_2_uaa10614 * sex,0.029,hba1c,locf
34,NCT01809327,NCT01809327,rcs,Intercept,value_1,-0.276,hba1c,locf
34,NCT01809327,NCT01809327,rcs,Intercept,age10,-0.943,hba1c,locf
34,NCT01809327,NCT01809327,rcs,value_1,age10,-0.016,hba1c,locf
34,NCT01809327,NCT01809327,rcs,Intercept,age10',0.72,hba1c,locf
34,NCT01809327,NCT01809327,rcs,value_1,age10',0.054,hba1c,locf
34,NCT01809327,NCT01809327,rcs,age10,age10',-0.831,hba1c,locf
34,NCT01809327,NCT01809327,rcs,Intercept,age10'',-0.596,hba1c,locf
34,NCT01809327,NCT01809327,rcs,value_1,age10'',-0.059,hba1c,locf
34,NCT01809327,NCT01809327,rcs,age10,age10'',0.704,hba1c,locf
34,NCT01809327,NCT01809327,rcs,age10',age10'',-0.969,hba1c,locf
34,NCT01809327,NCT01809327,rcs,Intercept,arm_f=_2_uaa10933,-0.724,hba1c,locf
34,NCT01809327,NCT01809327,rcs,value_1,arm_f=_2_uaa10933,-0.033,hba1c,locf
34,NCT01809327,NCT01809327,rcs,age10,arm_f=_2_uaa10933,0.752,hba1c,locf
34,NCT01809327,NCT01809327,rcs,age10',arm_f=_2_uaa10933,-0.584,hba1c,locf
34,NCT01809327,NCT01809327,rcs,age10'',arm_f=_2_uaa10933,0.487,hba1c,locf
34,NCT01809327,NCT01809327,rcs,Intercept,arm_f=_2_uaa10934,-0.628,hba1c,locf
34,NCT01809327,NCT01809327,rcs,value_1,arm_f=_2_uaa10934,-0.023,hba1c,locf
34,NCT01809327,NCT01809327,rcs,age10,arm_f=_2_uaa10934,0.651,hba1c,locf
34,NCT01809327,NCT01809327,rcs,age10',arm_f=_2_uaa10934,-0.506,hba1c,locf
34,NCT01809327,NCT01809327,rcs,age10'',arm_f=_2_uaa10934,0.421,hba1c,locf
34,NCT01809327,NCT01809327,rcs,arm_f=_2_uaa10933,arm_f=_2_uaa10934,0.504,hba1c,locf
34,NCT01809327,NCT01809327,rcs,Intercept,arm_f=_2_uaa10935,-0.692,hba1c,locf
34,NCT01809327,NCT01809327,rcs,value_1,arm_f=_2_uaa10935,-0.03,hba1c,locf
34,NCT01809327,NCT01809327,rcs,age10,arm_f=_2_uaa10935,0.719,hba1c,locf
34,NCT01809327,NCT01809327,rcs,age10',arm_f=_2_uaa10935,-0.558,hba1c,locf
