round_review,cmpr,nct_id,arm_id_unq,drug_code,ltr,mono,dual,triple,drug_regime,drug_regime_simplify,data_type,n,drug_name,drug_dose,drug_unit,drug_freq,drug2_name,drug2_dose,drug2_unit,drug2_freq,mandatory_ancillary1,,
1,"B,BM,BM,M",NCT00327015,uaa10110,A10BA02_A10BH03,BM,,BM,,mono|dual,dual,agg,315,saxagliptin,10,milligram,od,metformin,500,milligram,od,NA,,
1,"B,BM,BM,M",NCT00327015,uaa10111,A10BA02_A10BH03,BM,,,,mono|dual,dual,agg,306,saxagliptin,5,milligram,od,metformin,500,milligram,od,NA,,
1,"B,BM,BM,M",NCT00327015,uaa10112,A10BH03,B,B,,,mono|dual,dual,agg,317,saxagliptin,10,milligram,od,NA,NA,NA,NA,NA,,
1,"B,BM,BM,M",NCT00382096,ab0045,A10BA02,M,M,M,,mono|dual,dual,agg,294,metformin,1000,mg,bd,NA,NA,NA,NA,NA,,
1,"B,BM,BM,M",NCT00382096,ab0046,A10BH02,B,B,,,mono|dual,dual,agg,300,vildagliptin,50,mg,bd,NA,NA,NA,NA,NA,,
1,"B,BM,BM,M",NCT00382096,ab0047,A10BA02_A10BH02,BM,,BM,,mono|dual,dual,agg,295,vildagliptin,50,mg,bd,metformin,1000,mg,bd,NA,,
1,"B,BM,BM,M",NCT00382096,ab0048,A10BA02_A10BH02,BM,,,,mono|dual,dual,agg,290,vildagliptin,50,mg,bd,metformin,500,mg,bd,NA,,
1,"B,BM,M,P",NCT01890122,uaa10957,A10BH04,B,B,,,mono|dual,dual,ipd,162,alogliptin,12.5,milligram,bd,NA,NA,NA,NA,NA,,
1,"B,BM,M,P",NCT01890122,uaa10958,A10BA02_A10BH04,BM,,BM,,mono|dual,dual,ipd,158,alogliptin,12.5,milligram,bd,metformin,500,milligram,bd,NA,,
1,"B,BM,M,P",NCT01890122,uaa10959,A10BA02,M,,M,,mono|dual,dual,ipd,160,metformin,500,milligram,bd,NA,NA,NA,NA,NA,,
1,"B,BM,M,P",NCT01890122,uaa10960,placebo,P,P,,,mono|dual,dual,ipd,162,placebo,NA,NA,NA,NA,NA,NA,NA,NA,,
1,"B,BM,M,P",NCT05480007,updab0105,A10BH01,B,B,,,mono|dual,dual,agg,17,sitagliptin,100,mg,od,NA,NA,NA,NA,NA,,
1,"B,BM,M,P",NCT05480007,updab0106,A10BA02,M,,M,,mono|dual,dual,agg,17,metformin,500,mg,tid,NA,NA,NA,NA,NA,,
1,"B,BM,M,P",NCT05480007,updab0107,A10BA02_A10BH01,BM,,BM,,mono|dual,dual,agg,20,sitagliptin,100,mg,od,metformin,500,mg,tid,NA,,
1,"B,BM,M,P",NCT05480007,updab0108,placebo,P,P,,,mono|dual,dual,agg,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1,"B,B,BM,BM,M,M,P",NCT01023581,uaa10491,A10BH04,B,,,,mono|dual,dual,ipd,110,alogliptin,12.5,milligram,od,NA,NA,NA,NA,NA,,
1,"B,B,BM,BM,M,M,P",NCT01023581,uaa10492,A10BH04,B,B,,,mono|dual,dual,ipd,109,alogliptin,25,milligram,od,NA,NA,NA,NA,NA,,
1,"B,B,BM,BM,M,M,P",NCT01023581,uaa10493,A10BA02_A10BH04,BM,,BM,,mono|dual,dual,ipd,109,alogliptin,12.5,milligram,od,metformin,1000,milligram,bd,NA,,
1,"B,B,BM,BM,M,M,P",NCT01023581,uaa10494,A10BA02_A10BH04,BM,,,,mono|dual,dual,ipd,108,alogliptin,12.5,milligram,od,metformin,500,milligram,bd,NA,,
1,"B,B,BM,BM,M,M,P",NCT01023581,uaa10495,A10BA02,M,,M,,mono|dual,dual,ipd,111,metformin,1000,milligram,bd,NA,NA,NA,NA,NA,,
1,"B,B,BM,BM,M,M,P",NCT01023581,uaa10496,A10BA02,M,,,,mono|dual,dual,ipd,113,metformin,500,milligram,bd,NA,NA,NA,NA,NA,,
1,"B,B,BM,BM,M,M,P",NCT01023581,uaa10497,placebo,P,P,,,mono|dual,dual,ipd,104,placebo,NA,NA,NA,NA,NA,NA,NA,NA,,
1,"AB,B,P",NCT00655863,uaa10268,A10BH04,B,B,B,,mono|dual,dual,agg,25,alogliptin,25,milligram,od,NA,NA,NA,NA,NA,,
1,"AB,B,P",NCT00655863,uaa10269,A10BG03_A10BH04,AB,,AB,,mono|dual,dual,agg,21,alogliptin,25,milligram,od,pioglitazone,30,milligram,od,NA,,
1,"AB,B,P",NCT00655863,uaa10270,placebo,P,P,,,mono|dual,dual,agg,24,placebo,NA,NA,NA,NA,NA,NA,NA,NA,,
1,"B,B,BM,BM,M",NCT01809327,uaa10933,A10BK02,B,,,,mono|dual,dual,agg,230,canagliflozin,100,milligram,od,NA,NA,NA,NA,NA,,
1,"B,B,BM,BM,M",NCT01809327,uaa10934,A10BK02,B,B,,,mono|dual,dual,agg,234,canagliflozin,300,milligram,od,NA,NA,NA,NA,NA,,
1,"B,B,BM,BM,M",NCT01809327,uaa10935,A10BA02_A10BK02,BM,,,,mono|dual,dual,agg,235,canagliflozin,100,milligram,od,metformin,500,milligram,od,NA,,
1,"B,B,BM,BM,M",NCT01809327,uaa10936,A10BA02_A10BK02,BM,,BM,,mono|dual,dual,agg,236,canagliflozin,300,milligram,od,metformin,500,milligram,od,NA,,
1,"B,B,BM,BM,M",NCT01809327,uaa10937,A10BA02,M,M,M,,mono|dual,dual,agg,230,metformin,500,milligram,od,NA,NA,NA,NA,NA,,
1,"B,BM,BM,M,M",NCT01708902,uaa10873,A10BH05,B,B,,,mono|dual,dual,ipd,143,linagliptin,5,milligram,od,NA,NA,NA,NA,NA,,
1,"B,BM,BM,M,M",NCT01708902,uaa10874,A10BA02_A10BH05,BM,,BM,,mono|dual,dual,ipd,140,linagliptin,2.5,milligram,bd,metformin,1000,milligram,bd,NA,,
1,"B,BM,BM,M,M",NCT01708902,uaa10875,A10BA02_A10BH05,BM,,,,mono|dual,dual,ipd,142,linagliptin,2.5,milligram,bd,metformin,500,milligram,bd,NA,,
1,"B,BM,BM,M,M",NCT01708902,uaa10876,A10BA02,M,M,,,mono|dual,dual,ipd,139,metformin,1000,milligram,bd,NA,NA,NA,NA,NA,,
1,"B,BM,BM,M,M",NCT01708902,uaa10877,A10BA02,M,,M,,mono|dual,dual,ipd,145,metformin,500,milligram,bd,NA,NA,NA,NA,NA,,
1,"BDM,C",UMIN000010871,ac0160,A10BA02_A10BF_A10BX,BDM,BDM,,,mono|dual,dual,agg,38,metformin|glinide|alpha glucosidase inh,missing,missing,missing,NA,NA,NA,NA,NA,,
1,"BDM,C",UMIN000010871,ac0161,A10BH01,C,C,,,mono|dual,dual,agg,42,sitagliptin,50,mg,od,NA,NA,NA,NA,NA,,
2,"A,AB",NCT03798080,updab0074,A10A,A,,A,,mono|dual,dual,agg,214,insulin_glargine,as per bm,units,od,NA,NA,NA,NA,NA,,
2,"A,AB",NCT03798080,updab0075,A10A_A10BJ03,AB,,AB,,mono|dual,dual,agg,212,lixisenatide,5,microgram,od,insulin_glargine,10,units,od,NA,,
1,"A,AB,B",NCT02455076,uaa11135,A10BJ01,B,,B,,mono|dual|triple+,triple,agg,46,exenatide,5,microgram,od,NA,NA,NA,NA,NA,,
1,"A,AB,B",NCT02455076,uaa11136,A10A,A,,A,A,mono|dual|triple+,triple,agg,52,insulin,as per bm,units,NA,NA,NA,NA,NA,NA,,
1,"A,AB,B",NCT02455076,uaa99999,A10A_A10BJ01,AB,,,AB,mono|dual|triple+,triple,agg,50,exenatide,5,milligram,bd,insulin,as per bms,units,od,NA,,
1,"AB,C",UMIN000012224,ac0162,A10BJ02,C,,C,,mono|dual|triple+,triple,agg,29,liraglutide,0.9,mg,od,NA,NA,NA,NA,NA,,
1,"AB,C",UMIN000012224,ac0163,A10A_A10BH01,AB,,AB,,mono|dual|triple+,triple,agg,26,sitagliptin,50,mg,od,insulin_glargine,as per bm,units,od,NA,,
2,"A,AB",NCT02501161,unq_updaa10020,A10A,A,,,A,mono|dual|triple+,triple,agg,506,insulin_glargine,as per bm,units,od,NA,NA,NA,NA,NA,,
2,"A,AB",NCT02501161,unq_updaa10021,A10A_A10BJ02,AB,,,AB,mono|dual|triple+,triple,agg,506,liraglutide,0.36,mg,od,insulin_degludec,10,units,id,NA,,
1,"B,BM,M",ChiCTR-IPR-17011120,ac0011,A10BA02,M,M,M,,need to change to mono|dual,dual,agg,21,metformin,1000,mg,bd,NA,NA,NA,NA,NA,,
1,"B,BM,M",ChiCTR-IPR-17011120,ac0012,A10BH03,B,B,,,need to change to mono|dual,dual,agg,21,saxagliptin,5,mg,od,NA,NA,NA,NA,NA,,
1,"B,BM,M",ChiCTR-IPR-17011120,ac0013,A10BA02_A10BH03,BM,,BM,,need to change to mono|dual,dual,agg,21,saxagliptin,5,mg,od,metformin,1000,mg,bd,NA,,
1,"A,BC,C",NCT04470310,updab0096,A10BH04,C,C,C,,need to change to mono|dual,dual,agg,31,alogliptin,25,mg,od,NA,NA,NA,NA,NA,,
1,"A,BC,C",NCT04470310,updab0097,A10BG03_A10BH04,BC,,BC,,need to change to mono|dual,dual,agg,33,alogliptin,25,mg,od,pioglitazone,15,mg,od,NA,,
1,"A,BC,C",NCT04470310,updab0098,A10BB12,A,A,,,need to change to mono|dual,dual,agg,35,glimepiride,1|2,mg,od,NA,NA,NA,NA,NA,,
1,"A,AB,AB,B,B",NCT01422876,uaa10768,A10BK03,B,,,,need to change to mono|dual,dual,ipd,280,empagliflozin,10,milligram,od,NA,NA,NA,NA,NA,,
1,"A,AB,AB,B,B",NCT01422876,uaa10769,A10BK03,B,B,,,need to change to mono|dual,dual,ipd,273,empagliflozin,25,milligram,od,NA,NA,NA,NA,NA,,
1,"A,AB,AB,B,B",NCT01422876,uaa10770,A10BH05_A10BK03,AB,,,,need to change to mono|dual,dual,ipd,277,empagliflozin,10,milligram,od,linagliptin,5,milligram,od,NA,,
1,"A,AB,AB,B,B",NCT01422876,uaa10771,A10BH05_A10BK03,AB,,AB,,need to change to mono|dual,dual,ipd,279,empagliflozin,25,milligram,od,linagliptin,5,milligram,od,NA,,
1,"A,AB,AB,B,B",NCT01422876,uaa10772,A10BH05,A,A,A,,need to change to mono|dual,dual,ipd,279,linagliptin,5,milligram,od,NA,NA,NA,NA,NA,,
1,"AB,C",UMIN000007009,ac0138,A10BJ02,C,,C,,need to change to mono|dual,dual,agg,43,liraglutide,0.9,mg,od,NA,NA,NA,NA,NA,,
1,"AB,C",UMIN000007009,ac0139,A10A_A10BH01,AB,,AB,,need to change to mono|dual,dual,agg,45,sitagliptin,50,mg,od,insulin_detemir,as per bm,units,od,NA,,
1,"ABCD,ABCD,P",NCT02226003,uaa11076,A10BH01_A10BK__09,ABCD,,ABCD,,need to change to mono|dual,dual,agg,96,ertugliflozin,15,milligram,od,sitagliptin,100,milligram,od,NA,,
1,"ABCD,ABCD,P",NCT02226003,uaa11077,A10BH01_A10BK__09,ABCD,,,,need to change to mono|dual,dual,agg,98,ertugliflozin,5,milligram,od,sitagliptin,100,milligram,od,NA,,
1,"ABCD,ABCD,P",NCT02226003,uaa11078,placebo,P,,P,,need to change to mono|dual,dual,agg,96,placebo,NA,NA,NA,NA,NA,NA,NA,NA,,
1,"AB,P","2017-001,454-33",updac0125,A10BJ01_A10BK01,AB,,AB,,need to change to mono|dual,dual,agg,26,exenatide,2,mg,od,dapagliflozin,10,mg,od,NA,,
1,"AB,P","2017-001,454-33",updac0126,placebo,P,,P,,need to change to mono|dual,dual,agg,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2,"A,AB",NCT01952145,unq_updaa10004,A10A,A,,,A,triple+,triple,agg,279,insulin_glargine,as per bm,units,od,NA,NA,NA,NA,metformin,,
2,"A,AB",NCT01952145,unq_updaa10005,A10A_A10BJ02,AB,,,AB,triple+,triple,agg,278,liraglutide,0.6,mg,od,insulin_degludec,16,units,id,metformin,,
2,"A,AB",NCT02420262,unq_updaa10014,A10A,A,,,A,triple+,triple,agg,254,insulin_glargine,as per bm,units,od,insulin_aspart,as per bm,units,od,metformin,,
2,"A,AB",NCT02420262,unq_updaa10015,A10A_A10BJ02,AB,,,AB,triple+,triple,agg,252,liraglutide,0.6,mg,od,insulin_degludec,16,units,id,metformin,,
1,"AM,CD",NCT02752113,updab0030,A10BH05_A10BK03,CD,,CD,,unclear,unclear,agg,51,empagliflozin,10,mg,od,linagliptin,5,mg,od,NA,,
1,"AM,CD",NCT02752113,updab0031,A10A_A10BA02,AM,,AM,,unclear,unclear,agg,46,metformin,850,mg,bd,insulin_glargine,as per bm,units,od,NA,,
