ancillary_id,trial_id,drug_regime,mandatory_yn,mandatory_ancillary1,manadatory_and_or,mandatory_ancillary2,mandatory_ancillary3,mandatory_ancillary4,mandatory_ancillary5,mandatory_ancillary6,min_oad_number,optional_yn,optional_ancillary1,optional_and_or,optional_ancillary2,optional_ancillary3,optional_ancillary4,optional_ancillary5,optional_ancillary6,optional_ancillary7,any_oad_exceptions,max_oad_number,notes,mandatory_and_or2,ancillary_notes
ana352,NCT03061214,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana355,NCT03115112,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana356,NCT03136484,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana362,NCT03259789,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana363,NCT03332771,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana365,NCT03495102,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana4,NCT00086515,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana41,NCT00411411,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana44,NCT00434954,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana46,NCT00482729,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana52,NCT00528879,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana53,NCT00541775,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana54,NCT00575588,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana56,NCT00601250,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana59,NCT00614120,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana63,NCT00622284,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana64,NCT00637273,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana7,NCT00094770,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana70,NCT00660907,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana71,NCT00661362,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana72,NCT00666458,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana8,NCT00097500,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana80,NCT00700817,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana81,NCT00701090,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana82,NCT00707031,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana84,NCT00712673,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana89,NCT00751114,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana91,NCT00763451,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana97,NCT00813995,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0003,NCT00039013,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0009,NCT00099892,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0018,NCT00102466,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0019,NCT00106340,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0025,NCT00237237,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0033,NCT00351884,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0035,NCT00363948,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0043,NCT00494884,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0046,NCT00728351,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0049,NCT00754988,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0050,NCT00755287,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,su dc pre rand,NA,NA
anc0051,NCT00822211,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0052,NCT00823992,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0059,NCT01135433,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0060,NCT01193296,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0071,NCT01497522,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0132,NCT00396227,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin,NA,NA
anc0133,NCT02231021,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin,NA,NA
anc0134,NCT02280486,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin,NA,NA
anc0135,NCT02794792,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin,NA,NA
anc0136,NCT03693560,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin,NA,NA
anc0149,2004-004559-21,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin monotherapy,NA,NA
anc0150,ChiCTR-OPC-16008152,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin monotherapy,NA,NA
anc0151,CTRI/2017/06/008891,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin monotherapy,NA,NA
anc0152,NCT01455870,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin monotherapy,NA,NA
anc0153,NCT01505426,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin monotherapy,NA,NA
anc0154,NCT01518101,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin monotherapy,NA,NA
anc0155,NCT01529541,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin monotherapy,NA,NA
anc0156,NCT01541956,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin monotherapy,NA,NA
anc0157,NCT01547104,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin monotherapy,NA,NA
anc0158,NCT01602003,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin monotherapy,NA,NA
anc0159,NCT01794143,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin monotherapy,NA,NA
anc0160,NCT01805830,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin monotherapy,NA,NA
anc0161,NCT02097342,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin monotherapy,NA,NA
anc0162,NCT02147925,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin monotherapy,NA,NA
anc0163,NCT02325960,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin monotherapy,NA,NA
anc0164,NCT02343926,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin monotherapy,NA,NA
anc0165,NCT02449603,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin monotherapy,NA,NA
anc0166,NCT02949193,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin monotherapy,NA,NA
anc0167,NCT03089333,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin monotherapy,NA,NA
anc0171,NCT02919345,dual,y,metformin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand metformin, all else washed out",NA,NA
ana134,NCT01026194,dual,y,pioglitazone,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana135,NCT01028391,dual,y,pioglitazone,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana3,NCT00086502,dual,y,pioglitazone,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana34,NCT00372060,dual,y,pioglitazone,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana40,NCT00397631,dual,y,pioglitazone,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana65,NCT00641043,dual,y,pioglitazone,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana77,NCT00683878,dual,y,pioglitazone,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0007,NCT00099853,dual,y,pioglitazone,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0062,NCT01225081,dual,y,pioglitazone,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana315,NCT02577003,dual,y,sitagliptin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0176,UMIN000015170,dual,y,sitagliptin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand sitagliptin  monotherapy,NA,NA
anc0004,NCT00039026,dual,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0064,NCT01242215,dual,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0178,NCT01517321,dual,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand su montherapy,NA,NA
ana123,NCT00974090,dual,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana244,NCT01769378,dual,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana39,NCT00395746,dual,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana98,NCT00819091,dual,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana302,NCT02354235,dual,y,tenegliptin,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana99,NCT00837577,dual,y,voglibose,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0168,UMIN000004675,dual,y,metformin,or,pioglitazone,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mand metformin or pioglitazone monotherapy,NA,NA
ana21,NCT00295633,dual,y,pioglitazone,or,rosiglitazone,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana353,NCT03066830,dual,y,metformin,or,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0006,NCT00099619,dual,y,metformin,or,sulphonylurea_any,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana305,NCT02429258,dual|triple+,y,metformin,or,insulin_basal,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,metformin|sglt2i,2,NA,NA,NA
anc0073,2013-002348-99,dual|triple+,y,any_oad,NA,NA,NA,NA,NA,NA,1,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i,NA,"at least one of any agent apart from dpp4i, glp1 or insulin",NA,NA
anc0075,ChiCTR-TRC-12002676,dual|triple+,y,any_oad,NA,NA,NA,NA,NA,NA,1,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i,NA,1 or more oads except dppi. Glp1a not allowed,NA,NA
ana206,NCT01505673,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i,NA,NA,NA,NA
ana280,NCT02096705,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,sglt2i,2,NA,NA,NA
ana74,NCT00673231,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,sglt2i,2,NA,NA,NA
anc0123,NCT01100125,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i,NA,"mand insulin, optional any oads excpet dpp4i",NA,NA
anc0129,UMIN000007396,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i,NA,"mand insulin, optional oads excpet dppi. No glp1a allowed",NA,NA
anc0130,UMIN000010176,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i,NA,"mand insulin, optional oads excpet dppi. No glp1a allowed",NA,NA
anc0131,UMIN000018839,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,sglt2i,NA,"mand insulin, optional oads excpet sglt2i. No glp1a allowed",NA,NA
ana347,NCT02963922,dual|triple+,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,dpp4i,2,NA,NA,NA
anc0137,UMIN000018754,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,any_oad,NA,NA,NA,NA,NA,NA,NA,sglt2i,NA,"mand metformin 750mg, metformin arm has 750mg extra =1500mg, optional other oad except sglt2i, no insulin or glp1ra allowed",NA,NA
ana285,NCT02157298,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,dpp4i_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0124,NCT02175784,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,dpp4i_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand insulin, optional dpp4i",NA,NA
anc0125,NCT02201004,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,dpp4i_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand insulin, optional dpp4i",NA,NA
anc0103,UMIN000022155,dual|triple+,y,any_oad,NA,NA,NA,NA,NA,NA,1,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,sglt2i,3,"mand 1-3 oads, optional insulin, no sglt2i allowed",NA,NA
ana210,NCT01541215,dual|triple+,y,metformin,NA,NA,NA,NA,NA,NA,NA,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana364,NCT03351478,dual|triple+,y,dpp4i_any,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana10,NCT00106704,dual|triple+,y,glimepiride,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana14,NCT00286429,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana215,NCT01590797,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana267,NCT02002221,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana282,NCT02104804,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana339,NCT02897349,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana351,NCT03021187,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana37,NCT00395343,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0061,NCT01224366,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0112,NCT01654120,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand insulin >100 units, metformin optional",NA,NA
anc0126,NCT01582230,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand insulin, optional metformin",NA,NA
anc0127,NCT02831361,dual|triple+,y,insulin_any,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand insulin, optional metformin",NA,NA
ana205,NCT01462266,dual|triple+,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana217,NCT01617434,dual|triple+,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana243,NCT01768559,dual|triple+,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana284,NCT02152371,dual|triple+,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana290,NCT02229227,dual|triple+,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana291,NCT02229383,dual|triple+,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana299,NCT02305381,dual|triple+,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana86,NCT00715624,dual|triple+,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana90,NCT00757588,dual|triple+,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0106,NCT01632163,dual|triple+,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand basal insulin, optional metformin",NA,NA
anc0107,NCT02276196,dual|triple+,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand basal insulin, optional metformin",NA,NA
anc0118,NCT03529123,dual|triple+,y,insulin_basal,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mand insulin glargine, optional metformin",NA,NA
ana177,NCT01191268,dual|triple+,y,insulin_bolus,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana191,NCT01306214,dual|triple+,y,insulin_mdi,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana104,NCT00849056,dual|triple+,y,pioglitazone,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana182,NCT01210001,dual|triple+,y,pioglitazone,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana92,NCT00763815,dual|triple+,y,pioglitazone,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana348,NCT02964247,dual|triple+,y,sglt2i_any,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana319,NCT02597049,dual|triple+,y,sglt2i_any,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana127,NCT00984867,dual|triple+,y,sitagliptin,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0055,NCT00909597,dual|triple+,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana214,NCT01590771,dual|triple+,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana85,NCT00713830,dual|triple+,y,sulphonylurea_any,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana58,NCT00603239,dual|triple+,y,tzd_any,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anc0005,NCT00099320,dual|triple+,y,tzd_any,NA,NA,NA,NA,NA,NA,NA,y,metformin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ana320,NCT02607306,dual|triple+,y,metformin,or,sulphonylurea_any,tzd_any,alpha_any,sglt2i_any,glinide_any,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,multidrug arms,NA,NA
ana247,NCT01798706,dual|triple+,y,metformin,and_or,sulphonylurea_any,insulin_basal,pioglitazone,glinide_any,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,had to be on at least one of insulin or oads from list metformin|SU|glinides|pioglitazone,NA,NA
ana140,NCT01046110,dual|triple+,y,metformin,and_or,sulphonylurea_any,tzd_any,glinide_any,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
