result_id,trial_id,analysis_population,arm_id_unq,comp_id,outcome_harm_label,result_description,result_type,ancova,result,dispersion_type,dispersion,units_label,timepoint,timepoint_units,source,arm_id_subgroup
updresb00047,NCT03315143,itt,unq_updaa10053,NA,hba1c,change from baseline,LS mean change,n,-0.6,95%ci,"-0.63, -0.56",percentage,14,months,manual_extraction,NA
updresb00050,NCT03315143,itt,NA,updcompb0030,hba1c,between treatment difference in mean change,difference in LS mean,n,-0.42,95%ci,"-0.47, -0.38",percentage,14,months,manual_extraction,NA
updresb00053,NCT03338855,NA,NA,updcompb0031,hba1c,between treament difference in mean change,difference in LS mean,n,-0.07,95%ci,"-0.22, 0.08",percentage,5,weeks,manual_extraction,NA
updresb00151,NCT03361098,NA,updab0055,NA,hba1c,change from baseline,mean change,n,-11.9,95%ci,"-15.2,-8.5",mmol/mol,16,weeks,manual_extraction,NA
updresb00152,NCT03361098,NA,updab0056,NA,hba1c,change from baseline,mean change,n,-8.6,95%ci,"-12.1,-5.2",mmol/mol,16,weeks,manual_extraction,NA
updresb00153,NCT03361098,NA,updab0057,NA,hba1c,change from baseline,mean change,n,-15.5,95%ci,"-19,-12",mmol/mol,16,weeks,manual_extraction,NA
updresb00154,NCT03361098,NA,updab0058,NA,hba1c,change from baseline,mean change,n,-3.4,95%ci,"-7,0.1",mmol/mol,16,weeks,manual_extraction,NA
updresb00057,NCT03387683,NA,unq_updaa10064,NA,hba1c,change from baseline,LS mean change,y,-0.27,95%ci,"-0.37, -0.17",percentage,6,weeks,manual_extraction,NA
updresb00160,NCT03436693,fas,NA,updcompb0033,hba1c,between treament difference in mean change,mean difference,n,-0.23,95%ci,"-0.46,0",percentage,104,weeks,manual_extraction,NA
updresb00161,NCT03449654,NA,updab0061,NA,hba1c,change from baseline,mean change,n,-5.1,95%ci,"-8.1,2",mmol/mol,26,weeks,manual_extraction,NA
updresb00162,NCT03449654,NA,updab0062,NA,hba1c,change from baseline,mean change,n,-0.1,95%ci,"-1.9,1.7",mmol/mol,26,weeks,manual_extraction,NA
updresb00166,NCT03458715,fas,updab0063,NA,hba1c,change from baseline,mean change,y,-0.06,se,0.17,percentage,24,weeks,manual_extraction,NA
updresb00167,NCT03458715,fas,updab0064,NA,hba1c,change from baseline,mean change,y,-1.01,se,0.16,percentage,24,weeks,manual_extraction,NA
updresb00168,NCT03458715,fas,NA,updcompb0035,hba1c,between treament difference in mean change,mean difference,y,-0.88,95%ci,"-1.33,-0.43",percentage,24,weeks,manual_extraction,NA
updresb00172,NCT03508323,fas,NA,updcompb0036,hba1c,between treament difference in mean change,LS mean difference,y,-0.76,95%ci,"-1.08,-0.44",percentage,24,weeks,manual_extraction,NA
updresb00176,NCT03590626,per protocol,updab0067,NA,hba1c,change from baseline,mean change,y,-1.6,se,0.2,percentage,24,weeks,manual_extraction,NA
updresb00177,NCT03590626,per protocol,updab0068,NA,hba1c,change from baseline,mean change,y,-1.3,se,0.2,percentage,24,weeks,manual_extraction,NA
updresb00178,NCT03590626,per protocol,NA,updcompb0037,hba1c,between treament difference in mean change,mean difference,y,-0.3,95%ci,"-0.9,0.2",percentage,24,weeks,manual_extraction,NA
updresb00179,NCT03794336,itt,updab0069,NA,hba1c,change from baseline,LS mean change,y,-11.4,se,0.5,mmol/mol,16,weeks,manual_extraction,NA
updresb00180,NCT03794336,itt,updab0070,NA,hba1c,change from baseline,LS mean change,y,-11.9,se,0.4,mmol/mol,16,weeks,manual_extraction,NA
updresb00181,NCT03794336,itt,NA,updcompb0038,hba1c,between treament difference in mean change,LS mean difference,y,-0.5,se,0.7,mmol/mol,16,weeks,manual_extraction,NA
updresb00182,NCT03798054,itt,updab0071,NA,hba1c,change from baseline,LS mean change,n,-1.4,se,0.04,percentage,24,weeks,manual_extraction,NA
updresb00183,NCT03798054,itt,updab0072,NA,hba1c,change from baseline,LS mean change,n,-0.9,se,0.06,percentage,24,weeks,manual_extraction,NA
updresb00184,NCT03798054,itt,updab0073,NA,hba1c,change from baseline,LS mean change,n,-1.9,se,0.04,percentage,24,weeks,manual_extraction,NA
updresb00185,NCT03798054,itt,NA,updcompb0039,hba1c,between treament difference in mean change,LS mean difference,n,-0.45,95%ci,"-0.55,-0.35",percentage,24,weeks,manual_extraction,NA
updresb00192,NCT03798080,mitt,updab0074,NA,hba1c,change from baseline,LS mean change,n,-0.7,se,0.1,percentage,30,weeks,manual_extraction,NA
updresb00193,NCT03798080,mitt,updab0075,NA,hba1c,change from baseline,LS mean change,n,-1.4,se,0.1,percentage,30,weeks,manual_extraction,NA
updresb00194,NCT03798080,mitt,NA,updcompb0040,hba1c,between treament difference in mean change,LS mean difference,n,-0.7,95%ci,"-0.9,-0.6",percentage,30,weeks,manual_extraction,NA
updresb00200,NCT03819790,itt,updab0076,NA,hba1c,baseline,mean,n,8.6,sd,1.1,percentage,0,weeks,manual_extraction,NA
updresb00201,NCT03819790,itt,updab0076,NA,hba1c,endpoint,mean,n,7.7,sd,1.3,percentage,13,weeks,manual_extraction,NA
updresb00204,NCT03819790,itt,updab0077,NA,hba1c,baseline,mean,n,8.3,sd,1.4,percentage,0,weeks,manual_extraction,NA
updresb00205,NCT03819790,itt,updab0077,NA,hba1c,endpoint,mean,n,7.5,sd,0.9,percentage,13,weeks,manual_extraction,NA
updresb00598,NCT03824002,NA,updac0248,NA,hba1c,baseline,mean,n,7.4,sd,0.7,percentage,0,months,manual_extraction,NA
updresb00599,NCT03824002,NA,updac0249,NA,hba1c,baseline,mean,n,7.2,sd,0.6,percentage,0,months,manual_extraction,NA
updresb00600,NCT03824002,NA,updac0248,NA,hba1c,endpoint,mean,n,6.2,sd,0.3,percentage,9,months,manual_extraction,NA
updresb00601,NCT03824002,NA,updac0249,NA,hba1c,endpoint,mean,n,6.9,sd,0.5,percentage,9,months,manual_extraction,NA
updresb00206,NCT03961659,NA,updab0082,NA,hba1c,baseline,mean,n,7.9,sd,0.9,percentage,0,weeks,manual_extraction,NA
updresb00207,NCT03961659,NA,updab0082,NA,hba1c,endpoint,mean,n,7.1,sd,0.7,percentage,16,weeks,manual_extraction,NA
updresb00210,NCT03961659,NA,updab0083,NA,hba1c,baseline,mean,n,8.2,sd,1,percentage,0,weeks,manual_extraction,NA
updresb00211,NCT03961659,NA,updab0083,NA,hba1c,endpoint,mean,n,7,sd,1.2,percentage,16,weeks,manual_extraction,NA
updresb00214,NCT03961659,NA,updab0084,NA,hba1c,baseline,mean,n,8.5,sd,1,percentage,0,weeks,manual_extraction,NA
updresb00215,NCT03961659,NA,updab0084,NA,hba1c,endpoint,mean,n,7.1,sd,0.7,percentage,16,weeks,manual_extraction,NA
updresb00218,NCT04013581,fas,updab0085,NA,hba1c,change from baseline,mean change,n,-0.98,sd,0.81,percentage,24,weeks,manual_extraction,NA
updresb00219,NCT04013581,fas,updab0086,NA,hba1c,change from baseline,mean change,n,-0.78,sd,0.99,percentage,24,weeks,manual_extraction,NA
updresb00222,NCT04120623,NA,updab0087,NA,hba1c,change from baseline,mean change,n,-2.4,sd,1.2,percentage,5,weeks,manual_extraction,NA
updresb00223,NCT04120623,NA,updab0088,NA,hba1c,change from baseline,mean change,n,-2.5,sd,1.2,percentage,5,weeks,manual_extraction,NA
updresb00224,NCT04183868,NA,updab0089,NA,hba1c,change from baseline,mean change,y,-0.46,sd,0.6,percentage,26,weeks,manual_extraction,NA
updresb00225,NCT04183868,NA,updab0090,NA,hba1c,change from baseline,mean change,y,-0.52,sd,0.7,percentage,26,weeks,manual_extraction,NA
updresb00226,NCT04196231,NA,updab0091,NA,hba1c,change from baseline,mean change,y,-0.6,sd,0.8,percentage,6,months,manual_extraction,NA
updresb00227,NCT04196231,NA,updab0092,NA,hba1c,change from baseline,mean change,y,-0.6,sd,0.8,percentage,6,months,manual_extraction,NA
updresb00228,NCT04196231,NA,updab0093,NA,hba1c,change from baseline,mean change,y,-0.7,sd,0.9,percentage,6,months,manual_extraction,NA
updresb00232,NCT04218734,fas,updab0094,NA,hba1c,change from baseline,LS mean change,y,-0.7,se,0.09,percentage,24,weeks,manual_extraction,NA
updresb00233,NCT04218734,fas,updab0095,NA,hba1c,change from baseline,LS mean change,y,-0.07,se,0.11,percentage,24,weeks,manual_extraction,NA
updresb00268,NCT04233801,mitt,updac0035,NA,hba1c,change from baseline,adjusted mean change,y,-1.12,95%ci,"-1.33,-0.92",percentage,24,weeks,manual_extraction,NA
updresb00269,NCT04233801,mitt,updac0036,NA,hba1c,change from baseline,adjusted mean change,y,-1.12,95%ci,"-1.32,-0.91",percentage,24,weeks,manual_extraction,NA
updresb00270,NCT04233801,mitt,updac0037,NA,hba1c,change from baseline,adjusted mean change,y,-0.13,95%ci,"-0.32,0.06",percentage,24,weeks,manual_extraction,NA
updresb00271,NCT04233801,mitt,NA,updcompb0041,hba1c,between treatment difference in adjusted mean change,adjusted mean difference,y,-0.99,95%ci,"-1.28,-0.71",percentage,24,weeks,manual_extraction,NA
updresb00272,NCT04233801,mitt,NA,updcompb0042,hba1c,between treatment difference in adjusted mean change,adjusted mean difference,y,-0.98,95%ci,"-1.26,-0.7",percentage,24,weeks,manual_extraction,NA
updresb00236,NCT04470310,fas,updab0096,NA,hba1c,adjusted mean change from baseline,mean change,y,-0.18,se,0.2,percentage,24,weeks,manual_extraction,NA
updresb00237,NCT04470310,fas,updab0097,NA,hba1c,adjusted mean change from baseline,mean change,y,-1.13,se,0.19,percentage,24,weeks,manual_extraction,NA
updresb00238,NCT04470310,fas,updab0098,NA,hba1c,adjusted mean change from baseline,mean change,y,-0.66,se,0.18,percentage,24,weeks,manual_extraction,NA
updresb00260,NCT04632862,fas,NA,updcompb0043,hba1c,between treatment difference in adjusted mean change,LS mean difference,y,-0.99,95%ci,"-1.24,-0.74",percentage,24,weeks,manual_extraction,NA
updresb00279,NCT04634500,per protocol,updac0064,NA,hba1c,change from baseline,LS mean change,y,-0.75,se,0.06,percentage,24,weeks,manual_extraction,NA
updresb00283,NCT04634500,per protocol,updac0065,NA,hba1c,change from baseline,LS mean change,y,-0.8,se,0.06,percentage,24,weeks,manual_extraction,NA
updresb00284,NCT04634500,per protocol,NA,updcompb0044,hba1c,between treament difference in mean change,LS mean difference,y,-0.04,95%ci,"-0.21,0.12",percentage,24,weeks,manual_extraction,NA
updresb00254,NCT04654390,per protocol,updac0001,NA,hba1c,change from baseline,adjusted LS mean change,y,-0.92,se,0.05,percentage,24,weeks,manual_extraction,NA
updresb00255,NCT04654390,per protocol,updac0002,NA,hba1c,change from baseline,adjusted LS mean change,y,-0.86,se,0.05,percentage,24,weeks,manual_extraction,NA
updresb00256,NCT04654390,per protocol,NA,updcompb0045,hba1c,between treament difference in mean change,LS mean difference,y,-0.06,95%ci,"-0.19,0.06",percentage,24,weeks,manual_extraction,NA
updresb00262,NCT04916093,NA,updac0024,NA,hba1c,change from baseline,mean change,n,-1.02,95%ci,"-1.37,-0.67",percentage,3,months,manual_extraction,NA
updresb00263,NCT04916093,NA,updac0025,NA,hba1c,change from baseline,mean change,n,-0.96,95%ci,"-1.21,-0.71",percentage,3,months,manual_extraction,NA
updresb00264,NCT04916093,NA,updac0026,NA,hba1c,change from baseline,mean change,n,-0.9,95%ci,"-1.09,-0.7",percentage,3,months,manual_extraction,NA
updresb00242,NCT05359432,NA,updab0103,NA,hba1c,change from baseline,mean change,n,-0.97,sd,0.68,percentage,24,weeks,manual_extraction,NA
updresb00243,NCT05359432,NA,updab0104,NA,hba1c,change from baseline,mean change,n,-0.82,sd,1.57,percentage,24,weeks,manual_extraction,NA
updresb00246,NCT05480007,NA,updab0105,NA,hba1c,baseline,mean,n,7.93,sd,0.91,percentage,0,weeks,manual_extraction,NA
updresb00247,NCT05480007,NA,updab0105,NA,hba1c,endpoint,mean,n,6.95,sd,0.86,percentage,24,weeks,manual_extraction,NA
updresb00248,NCT05480007,NA,updab0106,NA,hba1c,baseline,mean,n,8.6,sd,1.17,percentage,0,weeks,manual_extraction,NA
updresb00249,NCT05480007,NA,updab0106,NA,hba1c,endpoint,mean,n,8.38,sd,0.61,percentage,24,weeks,manual_extraction,NA
updresb00250,NCT05480007,NA,updab0107,NA,hba1c,baseline,mean,n,7.83,sd,0.58,percentage,0,weeks,manual_extraction,NA
updresb00251,NCT05480007,NA,updab0107,NA,hba1c,endpoint,mean,n,7.04,sd,0.48,percentage,24,weeks,manual_extraction,NA
updresb00252,NCT05480007,NA,updab0108,NA,hba1c,baseline,mean,n,8.08,sd,1.13,percentage,0,weeks,manual_extraction,NA
updresb00253,NCT05480007,NA,updab0108,NA,hba1c,endpoint,mean,n,8.16,sd,1.37,percentage,24,weeks,manual_extraction,NA
updresb00393,Netherlands Trial Register (NTR 4439),mitt,updac0148,NA,hba1c,change from baseline,mean change,n,-0.8,95%ci,"-3.7,1.7",mmol/mol,6,weeks,manual_extraction,NA
updresb00394,Netherlands Trial Register (NTR 4439),mitt,updac0149,NA,hba1c,change from baseline,mean change,n,1.7,95%ci,"-0.7,4.2",mmol/mol,6,weeks,manual_extraction,NA
updresb00400,Netherlands Trial Register (NTR 4439),mitt,NA,updcompb0016,hba1c,between treament difference in mean change,mean change,n,-2.5,95%ci,"-4.7,-0.3",mmol/mol,6,weeks,manual_extraction,NA
updresb00402,Netherlands Trial Register NTR6709,NA,updac0150,NA,hba1c,baseline,mean,n,66.6,sd,10.7,mmol/mol,0,weeks,manual_extraction,NA
updresb00403,Netherlands Trial Register NTR6709,NA,updac0150,NA,hba1c,endpoint,mean,n,64.6,sd,13.1,mmol/mol,12,weeks,manual_extraction,NA
updresb00404,Netherlands Trial Register NTR6709,NA,updac0151,NA,hba1c,baseline,mean,n,65.2,sd,14.9,mmol/mol,0,weeks,manual_extraction,NA
updresb00405,Netherlands Trial Register NTR6709,NA,updac0151,NA,hba1c,endpoint,mean,n,61,sd,15,mmol/mol,12,weeks,manual_extraction,NA
updresb00406,Netherlands Trial Register NTR6709,NA,NA,updcompb0015,hba1c,percentage median change from baseline,percentage median change,n,1.7,not reported,NA,mmol/mol,12,weeks,manual_extraction,NA
updresb00412,TCTR20170511001,NA,updac0153,NA,hba1c,change from baseline,mean change,n,-0.2,sd,1.1,mmol/mol,12,weeks,manual_extraction,NA
updresb00415,UMIN000006511,NA,updac0154,NA,hba1c,change from baseline,mean change,n,-0.4,sd,0.7,percentage,3,months,manual_extraction,NA
updresb00416,UMIN000006511,NA,updac0155,NA,hba1c,change from baseline,mean change,n,0.1,sd,0.9,percentage,3,months,manual_extraction,NA
updresb00417,UMIN000010830,itt,updac0156,NA,hba1c,change from baseline,mean change,n,-0.3,sd,0.9,percentage,156,weeks,manual_extraction,NA
updresb00418,UMIN000010830,itt,updac0157,NA,hba1c,change from baseline,mean change,n,-0.3,sd,0.8,percentage,156,weeks,manual_extraction,NA
updresb00419,UMIN000014140,fas,updac0158,NA,hba1c,baseline,median,n,9.8,IQR,"9,11.2",percentage,0,weeks,manual_extraction,NA
updresb00420,UMIN000014140,fas,updac0158,NA,hba1c,endpoint,median,n,6.5,IQR,"6,7.5",percentage,24,weeks,manual_extraction,NA
updresb00421,UMIN000014140,fas,updac0159,NA,hba1c,baseline,median,n,9.7,IQR,"8.8,11",percentage,0,weeks,manual_extraction,NA
updresb00422,UMIN000014140,fas,updac0159,NA,hba1c,endpoint,median,n,6.8,IQR,"5.9,8.1",percentage,24,weeks,manual_extraction,NA
updresb00431,UMIN000014531,NA,updac0160,NA,hba1c,baseline,mean,n,7.1,sd,0.5,percentage,0,weeks,manual_extraction,NA
updresb00432,UMIN000014531,NA,updac0160,NA,hba1c,endpoint,mean,n,6.8,sd,0.6,percentage,24,weeks,manual_extraction,NA
updresb00433,UMIN000014531,NA,updac0161,NA,hba1c,baseline,mean,n,7.3,sd,0.5,percentage,0,weeks,manual_extraction,NA
updresb00434,UMIN000014531,NA,updac0161,NA,hba1c,endpoint,mean,n,7.1,sd,0.6,percentage,24,weeks,manual_extraction,NA
updresb00437,UMIN000014864,fas,updac0162,NA,hba1c,change from baseline,spearmans correlation coefficient,n,-0.06,95%ci,"-0.46,0.37",percentage,52,weeks,manual_extraction,NA
updresb00438,UMIN000014864,fas,updac0163,NA,hba1c,change from baseline,spearmans correlation coefficient,n,-0.53,95%ci,"-0.76,-0.16",percentage,52,weeks,manual_extraction,NA
updresb00443,UMIN000015727,NA,updac0164,NA,hba1c,baseline,median,n,6.5,IQR,"6.1,7.1",percentage,0,weeks,manual_extraction,NA
updresb00444,UMIN000015727,NA,updac0164,NA,hba1c,endpoint,median,n,6,IQR,"5.9,6.3",percentage,72,weeks,manual_extraction,NA
updresb00445,UMIN000015727,NA,updac0165,NA,hba1c,baseline,median,n,6.8,IQR,"6.3,7",percentage,0,weeks,manual_extraction,NA
updresb00446,UMIN000015727,NA,updac0165,NA,hba1c,endpoint,median,n,6.6,IQR,"6.3,7.5",percentage,72,weeks,manual_extraction,NA
updresb00447,UMIN000016563,itt,updac0166,NA,hba1c,change from baseline,mean change,n,-0.2,95%ci,"-0.3,0",percentage,12,weeks,manual_extraction,NA
updresb00451,UMIN000016563,itt,updac0167,NA,hba1c,change from baseline,mean change,n,-0.1,95%ci,"-0.3,0",percentage,12,weeks,manual_extraction,NA
updresb00452,UMIN000016563,itt,NA,updcompb0014,hba1c,between treament difference in mean change,mean difference,n,-0.1,95%ci,"-0.3,0.2",percentage,12,weeks,manual_extraction,NA
updresb00453,UMIN000018395,fas,updac0171,NA,hba1c,change from baseline,percentage change,y,-1.19,95%ci,"-3.18,-0.81",percentage,12,weeks,manual_extraction,NA
updresb00454,UMIN000019382,fas,updac0172,NA,hba1c,change from baseline,mean change,n,-0.1,sd,0.6,percentage,24,weeks,manual_extraction,NA
updresb00455,UMIN000019382,fas,updac0173,NA,hba1c,change from baseline,mean change,n,-0.2,sd,0.6,percentage,24,weeks,manual_extraction,NA
updresb00464,UMIN000020239,itt,updac0174,NA,hba1c,change from baseline,mean change,n,-0.37,sd,0.85,percentage,24,weeks,manual_extraction,NA
updresb00465,UMIN000020239,itt,updac0175,NA,hba1c,change from baseline,mean change,n,-0.37,sd,0.69,percentage,24,weeks,manual_extraction,NA
updresb00466,UMIN000020239,itt,NA,updcompb0012,hba1c,between treatment difference in adjusted mean change,adjusted LS mean difference,y,0,95%ci,"-0.45,0.44",percentage,24,weeks,manual_extraction,NA
updresb00467,UMIN000021177,fas,updac0177,NA,hba1c,change from baseline,mean change,y,0.11,sd,0.57,percentage,24,weeks,manual_extraction,NA
updresb00471,UMIN000021291,NA,updac0178,NA,hba1c,change from baseline,mean,n,-0.52,se,0.12,percentage,28,weeks,manual_extraction,NA
updresb00472,UMIN000021291,NA,updac0179,NA,hba1c,change from baseline,mean,n,-0.3,se,0.18,percentage,28,weeks,manual_extraction,NA
updresb00473,UMIN000021291,NA,updac0180,NA,hba1c,change from baseline,mean,n,-0.48,se,0.18,percentage,28,weeks,manual_extraction,NA
updresb00474,UMIN000023834,fas,updac0181,NA,hba1c,change from baseline,mean,n,-0.5,sd,0.7,percentage,6,months,manual_extraction,NA
updresb00475,UMIN000023834,fas,updac0182,NA,hba1c,change from baseline,mean,n,-0.8,sd,0.6,percentage,6,months,manual_extraction,NA
updresb00476,UMIN000024284,fas,updac0183,NA,hba1c,change from baseline,mean,n,-0.2,sd,0.6,percentage,24,weeks,manual_extraction,NA
updresb00477,UMIN000024284,fas,updac0184,NA,hba1c,change from baseline,mean,n,0.4,sd,0.8,percentage,24,weeks,manual_extraction,NA
updresb00481,UMIN000024284,fas,NA,updcompb0011,hba1c,between treatment difference in mean change,mean change,n,-0.61,95%ci,"-1.14,-0.09",percentage,24,weeks,manual_extraction,NA
updresb00482,UMIN000024284,fas,NA,updcompb0011,hba1c,between treatment difference in adjusted mean change,adjusted mean change,n,-0.62,95%ci,"-1.2,-0.04",percentage,24,weeks,manual_extraction,NA
updresb00492,UMIN000024502,NA,updac0188,NA,hba1c,change from baseline,mean change,n,-0.25,sd,0.49,percentage,24,weeks,manual_extraction,NA
updresb00493,UMIN000024502,NA,updac0189,NA,hba1c,change from baseline,mean change,n,0.07,sd,0.71,percentage,24,weeks,manual_extraction,NA
updresb00494,UMIN000024502,NA,NA,updcompb0010,hba1c,between treatment difference in mean change,mean difference,n,-0.32,95%ci,"-0.56,-0.07",percentage,24,weeks,manual_extraction,NA
updresb00496,UMIN000024663,NA,updac0190,NA,hba1c,baseline,mean,n,7.57,sd,0.8,percentage,0,weeks,manual_extraction,NA
updresb00497,UMIN000024663,NA,updac0190,NA,hba1c,endpoint,mean,n,6.86,sd,1.2,percentage,12,weeks,manual_extraction,NA
updresb00498,UMIN000024663,NA,updac0191,NA,hba1c,baseline,mean,n,7.57,sd,0.8,percentage,0,weeks,manual_extraction,NA
updresb00499,UMIN000024663,NA,updac0191,NA,hba1c,endpoint,mean,n,7.12,sd,0.8,percentage,12,weeks,manual_extraction,NA
updresb00500,UMIN000024865,NA,updac0192,NA,hba1c,change from baseline,percentage decrease,n,-0.3,not reported,NA,percentage,52,weeks,manual_extraction,NA
updresb00501,UMIN000024865,NA,updac0193,NA,hba1c,change from baseline,percentage decrease,n,-0.7,not reported,NA,percentage,52,weeks,manual_extraction,NA
updresb00508,UMIN000025418,NA,updac0194,NA,hba1c,baseline,mean,n,8,sd,0.9,percentage,0,weeks,manual_extraction,NA
updresb00509,UMIN000025418,NA,updac0194,NA,hba1c,endpoint,mean,n,7.2,sd,0.6,percentage,12,weeks,manual_extraction,NA
updresb00510,UMIN000025418,NA,updac0195,NA,hba1c,baseline,mean,n,7.6,sd,0.6,percentage,0,weeks,manual_extraction,NA
updresb00511,UMIN000025418,NA,updac0195,NA,hba1c,endpoint,mean,n,7.8,sd,0.9,percentage,12,weeks,manual_extraction,NA
updresb00670,UMIN000026340,fas,updac0196,NA,hba1c,change from baseline,mean change,n,-0.5,sd,0.4,percentage,12,weeks,manual_extraction,NA
updresb00671,UMIN000026340,fas,updac0197,NA,hba1c,change from baseline,mean change,n,-0.4,sd,0.4,percentage,12,weeks,manual_extraction,NA
updresb00302,UMIN000027095,NA,NA,updcompb0009,hba1c,between treatment difference in adjusted mean change,adjusted mean difference,y,-0.068,95%ci,"-0.4,0.27",percentage,24,weeks,manual_extraction,NA
updresb00514,UMIN000027614,fas,updac0198,NA,hba1c,change from baseline,mean change,n,-1.24,se,0.15,percentage,24,weeks,manual_extraction,NA
updresb00515,UMIN000027614,fas,updac0199,NA,hba1c,change from baseline,mean change,n,-0.35,se,0.11,percentage,24,weeks,manual_extraction,NA
updresb00522,UMIN000028014,fas,updac0200,NA,hba1c,change from baseline,adjusted mean change,y,-0.9,se,0.1,percentage,24,weeks,manual_extraction,NA
updresb00523,UMIN000028014,fas,updac0201,NA,hba1c,change from baseline,adjusted mean change,y,-0.9,se,0.1,percentage,24,weeks,manual_extraction,NA
updresb00524,UMIN000028014,fas,NA,updcompb0008,hba1c,between treatment difference in adjusted mean change,adjusted mean difference,y,0,95%ci,"-0.1,0.2",percentage,24,weeks,manual_extraction,NA
updresb00525,UMIN000028293,NA,updac0202,NA,hba1c,change from baseline,mean change,n,-0.38,95%ci,"-0.57,-0.2",percentage,4,weeks,manual_extraction,NA
updresb00526,UMIN000028293,NA,updac0203,NA,hba1c,change from baseline,mean change,n,-0.35,95%ci,"-0.51,0.19",percentage,4,weeks,manual_extraction,NA
updresb00527,UMIN000028293,NA,NA,updcompb0007,hba1c,between treatment difference in mean change,mean difference,n,-0.03,95%ci,"-0.29,0.23",percentage,4,weeks,manual_extraction,NA
updresb00674,UMIN000030514,fas,updac0206,NA,hba1c,change from baseline,mean change,n,-0.8,sd,1.1,percentage,24,weeks,manual_extraction,NA
updresb00675,UMIN000030514,fas,updac0207,NA,hba1c,change from baseline,mean change,n,-0.9,sd,1.4,percentage,24,weeks,manual_extraction,NA
updresb00528,UMIN000031451,fas,updac0209,NA,hba1c,change from baseline,mean change,n,0,sd,0.3,percentage,8,weeks,manual_extraction,NA
updresb00676,UMIN000034951,itt,updac0210,NA,hba1c,change from baseline,adjusted mean change,y,-0.65,se,0.109,percentage,12,weeks,manual_extraction,NA
updresb00677,UMIN000034951,itt,updac0211,NA,hba1c,change from baseline,adjusted mean change,y,-0.75,se,0.109,percentage,12,weeks,manual_extraction,NA
updresb00391,UMIN000035660,NA,updac0146,NA,hba1c,change from baseline,mean change,n,-0.41,sd,0.21,percentage,6,months,manual_extraction,NA
updresb00392,UMIN000035660,NA,updac0147,NA,hba1c,change from baseline,mean change,n,-0.19,sd,0.25,percentage,6,months,manual_extraction,NA
updresb00529,UMIN000038459,NA,updac0212,NA,hba1c,baseline,mean,n,6.9,sd,0.92,percentage,0,months,manual_extraction,NA
updresb00530,UMIN000038459,NA,updac0212,NA,hba1c,endpoint,mean,n,6.3,sd,0.16,percentage,120,months,manual_extraction,NA
updresb00531,UMIN000038459,NA,updac0213,NA,hba1c,baseline,mean,n,6.8,sd,0.25,percentage,0,months,manual_extraction,NA
updresb00532,UMIN000038459,NA,updac0213,NA,hba1c,endpoint,mean,n,6.4,sd,0.26,percentage,120,months,manual_extraction,NA
updresb00594,UMIN000038503,NA,updac0238,NA,hba1c,baseline,mean,n,7.2,sd,0.4,percentage,0,weeks,manual_extraction,NA
updresb00595,UMIN000038503,NA,updac0239,NA,hba1c,baseline,mean,n,7.2,sd,0.4,percentage,0,weeks,manual_extraction,NA
updresb00596,UMIN000038503,NA,updac0238,NA,hba1c,endpoint,mean,n,7,sd,0.5,percentage,24,weeks,manual_extraction,NA
updresb00597,UMIN000038503,NA,updac0239,NA,hba1c,endpoint,mean,n,7.4,sd,0.8,percentage,24,weeks,manual_extraction,NA
updresb00533,UMIN000039079,NA,updac0214,NA,hba1c,baseline,mean,n,8.3,sd,1.3,percentage,0,months,manual_extraction,NA
updresb00534,UMIN000039079,NA,updac0214,NA,hba1c,endpoint,mean,n,7.2,sd,0.8,percentage,12,months,manual_extraction,NA
updresb00535,UMIN000039079,NA,updac0215,NA,hba1c,baseline,mean,n,8.1,sd,0.5,percentage,0,months,manual_extraction,NA
updresb00536,UMIN000039079,NA,updac0215,NA,hba1c,endpoint,mean,n,7.3,sd,0.9,percentage,12,months,manual_extraction,NA
updresb00586,UMIN000041551,NA,updac0234,NA,hba1c,baseline,mean,n,8.3,sd,1,percentage,0,days,manual_extraction,NA
updresb00587,UMIN000041551,NA,updac0234,NA,hba1c,endpoint,mean,n,7.7,sd,0.8,percentage,1113,days,manual_extraction,NA
updresb00588,UMIN000041551,NA,updac0235,NA,hba1c,baseline,mean,n,8.8,sd,1.2,percentage,0,days,manual_extraction,NA
updresb00589,UMIN000041551,NA,updac0235,NA,hba1c,endpoint,mean,n,8,sd,1.1,percentage,1113,days,manual_extraction,NA
updresb00541,UTN 1111-1181-9567,itt,updac0218,NA,hba1c,baseline,not specified,n,6.9,not specified,1.1,percentage,0,months,manual_extraction,NA
updresb00542,UTN 1111-1181-9567,itt,updac0218,NA,hba1c,endpoint,not specified,n,5.9,not specified,0.4,percentage,6,months,manual_extraction,NA
updresb00543,UTN 1111-1181-9567,itt,updac0219,NA,hba1c,baseline,not specified,n,7.6,not specified,0.9,percentage,0,months,manual_extraction,NA
updresb00544,UTN 1111-1181-9567,itt,updac0219,NA,hba1c,endpoint,not specified,n,7,not specified,0.6,percentage,12,months,manual_extraction,NA
154527286,NCT01919489,NA,unq_updaa10001,NA,hba1c,endpoint,mean,NA,7.68,sd,1.69,percentage,6,months,aact,NA
154527285,NCT01919489,NA,unq_updaa10002,NA,hba1c,endpoint,mean,NA,7.13,sd,1.3,percentage,6,months,aact,NA
154274919,NCT01952145,NA,unq_updaa10004,NA,hba1c,change from baseline,mean change,NA,-1.13,sd,0.98,percentage,26,weeks,aact,NA
