result_id,trial_id,trial_name,data_source,analysis_population,arm_id_unq,comparison_id,arm_description,comparison_label,outcome,outcome_definition,result_description,result_type,result,dispersion_type,dispersion,median_follow_up,max_follow_up,timepoint_unit,notes
mace00132,NCT01455896,FREEDOM CVO,results paper,itt,NA,compb0076,NA,itca650_placebo,Hospitalisation for heart failure,NA,between arm comparison,hazard ratio,0.95,95%ci,0.48;1.88,1.33,2,years,NA
mace00121,NCT01455896,FREEDOM CVO,results paper,itt,ab0142,NA,itca650,NA,Time to first occurrence of MACE,"CV mortality, nonfatal MI or nonfatal stroke",events per 100 patient-years,rate,2.9,NA,NA,1.33,2,years,NA
mace00122,NCT01455896,FREEDOM CVO,results paper,itt,ab0143,NA,placebo,NA,Time to first occurrence of MACE,"CV mortality, nonfatal MI or nonfatal stroke",events per 100 patient-years,rate,2.4,NA,NA,1.33,2,years,NA
mace00124,NCT01455896,FREEDOM CVO,results paper,itt,ab0142,NA,itca650,NA,CV mortality,NA,events per 100 patient-years,rate,1,NA,NA,1.33,2,years,NA
mace00125,NCT01455896,FREEDOM CVO,results paper,itt,ab0143,NA,placebo,NA,CV mortality,NA,events per 100 patient-years,rate,0.8,NA,NA,1.33,2,years,NA
mace00127,NCT01455896,FREEDOM CVO,results paper,itt,ab0142,NA,itca650,NA,Nonfatal MI,NA,events per 100 patient-years,rate,1.3,NA,NA,1.33,2,years,NA
mace00128,NCT01455896,FREEDOM CVO,results paper,itt,ab0143,NA,placebo,NA,Nonfatal MI,NA,events per 100 patient-years,rate,1,NA,NA,1.33,2,years,NA
mace00130,NCT01455896,FREEDOM CVO,results paper,itt,ab0142,NA,itca650,NA,Nonfatal stroke,NA,events per 100 patient-years,rate,0.8,NA,NA,1.33,2,years,NA
mace00131,NCT01455896,FREEDOM CVO,results paper,itt,ab0143,NA,placebo,NA,Nonfatal stroke,NA,events per 100 patient-years,rate,0.8,NA,NA,1.33,2,years,NA
mace00133,NCT01455896,FREEDOM CVO,results paper,itt,ab0142,NA,itca650,NA,Hospitalisation for heart failure,NA,events per 100 patient-years,rate,0.6,NA,NA,1.33,2,years,NA
mace00134,NCT01455896,FREEDOM CVO,results paper,itt,ab0143,NA,placebo,NA,Hospitalisation for heart failure,NA,events per 100 patient-years,rate,0.6,NA,NA,1.33,2,years,NA
mace00105,NCT01703208,NA,ctg,treated set,NA,compb0156,NA,omarigliptin_placebo,MACE occurrence,"CV mortality, nonfatal MI or nonfatal stroke",between arm comparison,hazard ratio,1,95%ci,0.77;1.29,96,179,weeks,NA
mace00108,NCT01703208,NA,ctg,treated set,NA,compb0156,NA,omarigliptin_placebo,CV mortality,NA,between arm comparison,hazard ratio,1.06,95%ci,0.66;1.68,96,179,weeks,NA
mace00111,NCT01703208,NA,ctg,treated set,NA,compb0156,NA,omarigliptin_placebo,Hospitalisation for heart failure,NA,between arm comparison,hazard ratio,0.6,95%ci,0.35;1.05,96,179,weeks,NA
mace00114,NCT01703208,NA,ctg,treated set,NA,compb0156,NA,omarigliptin_placebo,Fatal or nonfatal MI,NA,between arm comparison,hazard ratio,0.87,95%ci,0.6;1.26,96,179,weeks,NA
mace00117,NCT01703208,NA,ctg,treated set,NA,compb0156,NA,omarigliptin_placebo,Fatal or nonfatal stroke,NA,between arm comparison,hazard ratio,0.94,95%ci,0.58;1.52,96,179,weeks,NA
mace00106,NCT01703208,NA,ctg,treated set,uaa10862,NA,omarigliptin,NA,MACE occurrence,"CV mortality, nonfatal MI or nonfatal stroke",events per 100 patient-years,rate,2.96,NA,NA,96,179,weeks,NA
mace00107,NCT01703208,NA,ctg,treated set,uaa10863,NA,placebo,NA,MACE occurrence,"CV mortality, nonfatal MI or nonfatal stroke",events per 100 patient-years,rate,2.97,NA,NA,96,179,weeks,NA
mace00109,NCT01703208,NA,ctg,treated set,uaa10862,NA,omarigliptin,NA,CV mortality,NA,events per 100 patient-years,rate,0.94,NA,NA,96,179,weeks,NA
mace00110,NCT01703208,NA,ctg,treated set,uaa10863,NA,placebo,NA,CV mortality,NA,events per 100 patient-years,rate,0.89,NA,NA,96,179,weeks,NA
mace00112,NCT01703208,NA,ctg,treated set,uaa10862,NA,omarigliptin,NA,Hospitalisation for heart failure,NA,events per 100 patient-years,rate,0.51,NA,NA,96,179,weeks,NA
mace00113,NCT01703208,NA,ctg,treated set,uaa10863,NA,placebo,NA,Hospitalisation for heart failure,NA,events per 100 patient-years,rate,0.85,NA,NA,96,179,weeks,NA
mace00115,NCT01703208,NA,ctg,treated set,uaa10862,NA,omarigliptin,NA,Fatal or nonfatal MI,NA,events per 100 patient-years,rate,1.34,NA,NA,96,179,weeks,NA
mace00116,NCT01703208,NA,ctg,treated set,uaa10863,NA,placebo,NA,Fatal or nonfatal MI,NA,events per 100 patient-years,rate,1.55,NA,NA,96,179,weeks,NA
mace00118,NCT01703208,NA,ctg,treated set,uaa10862,NA,omarigliptin,NA,Fatal or nonfatal stroke,NA,events per 100 patient-years,rate,0.82,NA,NA,96,179,weeks,NA
mace00119,NCT01703208,NA,ctg,treated set,uaa10863,NA,placebo,NA,Fatal or nonfatal stroke,NA,events per 100 patient-years,rate,0.88,NA,NA,96,179,weeks,NA
mace00090,NCT01720446,SUSTAIN 6,results paper,fas,NA,compb0157,NA,semaglutide_placebo,Time to first occurrence of MACE,"CV mortality, nonfatal MI or nonfatal stroke",between arm comparison,hazard ratio,0.74,95%ci,0.58;0.95,2.1,2.1,years,NA
mace00093,NCT01720446,SUSTAIN 6,results paper,fas,NA,compb0157,NA,semaglutide_placebo,CV mortality,NA,between arm comparison,hazard ratio,0.98,95%ci,0.65;1.48,2.1,2.1,years,NA
mace00096,NCT01720446,SUSTAIN 6,results paper,fas,NA,compb0157,NA,semaglutide_placebo,Nonfatal MI,NA,between arm comparison,hazard ratio,0.74,95%ci,0.51;1.08,2.1,2.1,years,NA
mace00099,NCT01720446,SUSTAIN 6,results paper,fas,NA,compb0157,NA,semaglutide_placebo,Nonfatal stroke,NA,between arm comparison,hazard ratio,0.61,95%ci,0.38;0.99,2.1,2.1,years,NA
mace00102,NCT01720446,SUSTAIN 6,results paper,fas,NA,compb0157,NA,semaglutide_placebo,Hospitalisation for heart failure,NA,between arm comparison,hazard ratio,1.11,95%ci,0.77;1.61,2.1,2.1,years,NA
mace00091,NCT01720446,SUSTAIN 6,results paper,fas,uaa10893,NA,semaglutide,NA,Time to first occurrence of MACE,"CV mortality, nonfatal MI or nonfatal stroke",events per 100 patient-years,rate,3.24,NA,NA,2.1,2.1,years,NA
mace00092,NCT01720446,SUSTAIN 6,results paper,fas,uaa10891,NA,placebo,NA,Time to first occurrence of MACE,"CV mortality, nonfatal MI or nonfatal stroke",events per 100 patient-years,rate,4.44,NA,NA,2.1,2.1,years,NA
mace00094,NCT01720446,SUSTAIN 6,results paper,fas,uaa10893,NA,semaglutide,NA,CV mortality,NA,events per 100 patient-years,rate,1.29,NA,NA,2.1,2.1,years,NA
mace00095,NCT01720446,SUSTAIN 6,results paper,fas,uaa10891,NA,placebo,NA,CV mortality,NA,events per 100 patient-years,rate,1.35,NA,NA,2.1,2.1,years,NA
mace00097,NCT01720446,SUSTAIN 6,results paper,fas,uaa10893,NA,semaglutide,NA,Nonfatal MI,NA,events per 100 patient-years,rate,1.4,NA,NA,2.1,2.1,years,NA
mace00098,NCT01720446,SUSTAIN 6,results paper,fas,uaa10891,NA,placebo,NA,Nonfatal MI,NA,events per 100 patient-years,rate,1.92,NA,NA,2.1,2.1,years,NA
mace00100,NCT01720446,SUSTAIN 6,results paper,fas,uaa10893,NA,semaglutide,NA,Nonfatal stroke,NA,events per 100 patient-years,rate,0.8,NA,NA,2.1,2.1,years,NA
mace00101,NCT01720446,SUSTAIN 6,results paper,fas,uaa10891,NA,placebo,NA,Nonfatal stroke,NA,events per 100 patient-years,rate,1.31,NA,NA,2.1,2.1,years,NA
mace00103,NCT01720446,SUSTAIN 6,results paper,fas,uaa10893,NA,semaglutide,NA,Hospitalisation for heart failure,NA,events per 100 patient-years,rate,1.76,NA,NA,2.1,2.1,years,NA
mace00104,NCT01720446,SUSTAIN 6,results paper,fas,uaa10891,NA,placebo,NA,Hospitalisation for heart failure,NA,events per 100 patient-years,rate,1.61,NA,NA,2.1,2.1,years,NA
mace00081,NCT01730534,DECLARE-TIMI58,results paper,NA,NA,compb0158,NA,dapagliflozin_placebo,MACE occurrence,"CV mortality, nonfatal MI or nonfatal ischaemic stroke",between arm comparison,hazard ratio,0.93,95%ci,0.84;1.03,4.2,5.2,years,NA
mace00082,NCT01730534,DECLARE-TIMI58,results paper,NA,NA,compb0158,NA,dapagliflozin_placebo,CV mortality,NA,between arm comparison,hazard ratio,0.98,95%ci,0.82;1.17,4.2,5.2,years,NA
mace00083,NCT01730534,DECLARE-TIMI58,results paper,NA,NA,compb0158,NA,dapagliflozin_placebo,Hospitalisation for heart failure,NA,between arm comparison,hazard ratio,0.73,95%ci,0.61;0.88,4.2,5.2,years,NA
mace00084,NCT01730534,DECLARE-TIMI58,results paper,NA,uaa10896,NA,dapagliflozin,NA,MACE occurrence,"CV mortality, nonfatal MI or nonfatal ischaemic stroke",events per 1000 patient-years,rate,22.6,NA,NA,4.2,5.2,years,NA
mace00085,NCT01730534,DECLARE-TIMI58,results paper,NA,uaa10896,NA,dapagliflozin,NA,CV mortality,NA,events per 1000 patient-years,rate,7,NA,NA,4.2,5.2,years,NA
mace00086,NCT01730534,DECLARE-TIMI58,results paper,NA,uaa10896,NA,dapagliflozin,NA,Hospitalisation for heart failure,NA,events per 1000 patient-years,rate,6.2,NA,NA,4.2,5.2,years,NA
mace00087,NCT01730534,DECLARE-TIMI58,results paper,NA,uaa10897,NA,placebo,NA,MACE occurrence,"CV mortality, nonfatal MI or nonfatal ischaemic stroke",events per 1000 patient-years,rate,24.2,NA,NA,4.2,5.2,years,NA
mace00088,NCT01730534,DECLARE-TIMI58,results paper,NA,uaa10897,NA,placebo,NA,CV mortality,NA,events per 1000 patient-years,rate,7.1,NA,NA,4.2,5.2,years,NA
mace00089,NCT01730534,DECLARE-TIMI58,results paper,NA,uaa10897,NA,placebo,NA,Hospitalisation for heart failure,NA,events per 1000 patient-years,rate,8.5,NA,NA,4.2,5.2,years,NA
mace00076,NCT01897532,CARMELINA,results paper,treated set,NA,compb0159,NA,linagliptin_placebo,Time to first occurrence of MACE,"CV mortality, nonfatal MI or nonfatal stroke",between arm comparison,hazard ratio,1.02,95%ci,0.89;1.17,2.2,4.3,years,NA
mace00077,NCT01897532,CARMELINA,results paper,treated set,NA,compb0159,NA,linagliptin_placebo,CV mortality,NA,between arm comparison,hazard ratio,0.96,95%ci,0.81;1.14,2.2,4.3,years,NA
mace00078,NCT01897532,CARMELINA,results paper,treated set,NA,compb0159,NA,linagliptin_placebo,Nonfatal MI,NA,between arm comparison,hazard ratio,1.15,95%ci,0.91;1.45,2.2,4.3,years,NA
mace00079,NCT01897532,CARMELINA,results paper,treated set,NA,compb0159,NA,linagliptin_placebo,Nonfatal stroke,NA,between arm comparison,hazard ratio,0.88,95%ci,0.63;1.23,2.2,4.3,years,NA
mace00080,NCT01897532,CARMELINA,results paper,treated set,NA,compb0159,NA,linagliptin_placebo,Hospitalisation for heart failure,NA,between arm comparison,hazard ratio,0.9,95%ci,0.74;1.08,2.2,4.3,years,NA
mace00246,NCT01897532,CARMELINA,ctg,treated set,uaa10962,NA,placebo,NA,Percentage of participants with MACE outcome,"CV mortality, nonfatal MI or nonfatal stroke",percentage of participants,percentage,12.1,NA,NA,2.2,4.3,years,n=3485
mace00247,NCT01897532,CARMELINA,ctg,treated set,uaa10963,NA,linagliptin,NA,Percentage of participants with MACE outcome,"CV mortality, nonfatal MI or nonfatal stroke",percentage of participants,percentage,12.4,NA,NA,2.2,4.3,years,n=3494
mace00063,NCT01986881,VERTIS CV,ctg,itt,NA,compb0160,NA,ertugliflozin_placebo,Time to first occurrence of MACE,"CV mortality, nonfatal MI or nonfatal stroke",between arm comparison,hazard ratio,0.97,95%ci,0.848;1.114,3,6,years,NA
mace00066,NCT01986881,VERTIS CV,ctg,itt,NA,compb0160,NA,ertugliflozin_placebo,CV mortality,NA,between arm comparison,hazard ratio,0.92,95%ci,0.767;1.113,3,6,years,NA
mace00069,NCT01986881,VERTIS CV,ctg,itt,NA,compb0160,NA,ertugliflozin_placebo,Hospitalisation for heart failure,NA,between arm comparison,hazard ratio,0.7,95%ci,0.539;0.902,3,6,years,NA
mace00072,NCT01986881,VERTIS CV,ctg,itt,NA,compb0160,NA,ertugliflozin_placebo,Fatal or nonfatal MI,NA,between arm comparison,hazard ratio,1.04,95%ci,0.861;1.259,3,6,years,NA
mace00075,NCT01986881,VERTIS CV,ctg,itt,NA,compb0160,NA,ertugliflozin_placebo,Fatal or nonfatal stroke,NA,between arm comparison,hazard ratio,1.06,95%ci,0.820;1.365,3,6,years,NA
mace00061,NCT01986881,VERTIS CV,ctg,itt,uaa10992,NA,placebo,NA,Time to first occurrence of MACE,"CV mortality, nonfatal MI or nonfatal stroke",events per 100 patient-years,rate,4.01,NA,NA,3,6,years,NA
mace00062,NCT01986881,VERTIS CV,ctg,itt,uaa77777,NA,ertugliflozin,NA,Time to first occurrence of MACE,"CV mortality, nonfatal MI or nonfatal stroke",events per 100 patient-years,rate,3.9,NA,NA,3,6,years,NA
mace00064,NCT01986881,VERTIS CV,ctg,itt,uaa10992,NA,placebo,NA,CV mortality,NA,events per 100 patient-years,rate,1.9,NA,NA,3,6,years,NA
mace00065,NCT01986881,VERTIS CV,ctg,itt,uaa77777,NA,ertugliflozin,NA,CV mortality,NA,events per 100 patient-years,rate,1.76,NA,NA,3,6,years,NA
mace00067,NCT01986881,VERTIS CV,ctg,itt,uaa10992,NA,placebo,NA,Hospitalisation for heart failure,NA,events per 100 patient-years,rate,1.05,NA,NA,3,6,years,NA
mace00068,NCT01986881,VERTIS CV,ctg,itt,uaa77777,NA,ertugliflozin,NA,Hospitalisation for heart failure,NA,events per 100 patient-years,rate,0.73,NA,NA,3,6,years,NA
mace00070,NCT01986881,VERTIS CV,ctg,itt,uaa10992,NA,placebo,NA,Fatal or nonfatal MI,NA,events per 100 patient-years,rate,1.7,NA,NA,3,6,years,NA
mace00071,NCT01986881,VERTIS CV,ctg,itt,uaa77777,NA,ertugliflozin,NA,Fatal or nonfatal MI,NA,events per 100 patient-years,rate,1.77,NA,NA,3,6,years,NA
mace00073,NCT01986881,VERTIS CV,ctg,itt,uaa10992,NA,placebo,NA,Fatal or nonfatal stroke,NA,events per 100 patient-years,rate,0.93,NA,NA,3,6,years,NA
mace00074,NCT01986881,VERTIS CV,ctg,itt,uaa77777,NA,ertugliflozin,NA,Fatal or nonfatal stroke,NA,events per 100 patient-years,rate,0.98,NA,NA,3,6,years,NA
mace00003,NCT01989754,CANVAS-R,paper supp appendix,itt,NA,compb0161,NA,canagliflozin_placebo,Time to first occurrence of MACE,"CV mortality, nonfatal MI or nonfatal stroke",between arm comparison,hazard ratio,0.82,95%ci,0.66;1.01,108,156,weeks,NA
mace00006,NCT01989754,CANVAS-R,paper supp appendix,itt,NA,compb0161,NA,canagliflozin_placebo,CV mortality,NA,between arm comparison,hazard ratio,0.86,95%ci,0.61;1.22,108,156,weeks,NA
mace00009,NCT01989754,CANVAS-R,paper supp appendix,itt,NA,compb0161,NA,canagliflozin_placebo,Nonfatal MI,NA,between arm comparison,hazard ratio,0.85,95%ci,0.61;1.19,108,156,weeks,NA
mace00012,NCT01989754,CANVAS-R,paper supp appendix,itt,NA,compb0161,NA,canagliflozin_placebo,Nonfatal stroke,NA,between arm comparison,hazard ratio,0.82,95%ci,0.57;1.18,108,156,weeks,NA
mace00015,NCT01989754,CANVAS-R,paper supp appendix,itt,NA,compb0161,NA,canagliflozin_placebo,Hospitalisation for heart failure,NA,between arm comparison,hazard ratio,0.56,95%ci,0.38;0.83,108,156,weeks,NA
mace00001,NCT01989754,CANVAS-R,paper supp appendix,itt,uaa10994,NA,canagliflozin,NA,Time to first occurrence of MACE,"CV mortality, nonfatal MI or nonfatal stroke",events per 1000 patient-years,rate,27.05,NA,NA,108,156,weeks,NA
mace00002,NCT01989754,CANVAS-R,paper supp appendix,itt,uaa10995,NA,placebo,NA,Time to first occurrence of MACE,"CV mortality, nonfatal MI or nonfatal stroke",events per 1000 patient-years,rate,32.95,NA,NA,108,156,weeks,NA
mace00004,NCT01989754,CANVAS-R,paper supp appendix,itt,uaa10994,NA,canagliflozin,NA,CV mortality,NA,events per 1000 patient-years,rate,10.06,NA,NA,108,156,weeks,NA
mace00005,NCT01989754,CANVAS-R,paper supp appendix,itt,uaa10995,NA,placebo,NA,CV mortality,NA,events per 1000 patient-years,rate,11.6,NA,NA,108,156,weeks,NA
mace00007,NCT01989754,CANVAS-R,paper supp appendix,itt,uaa10994,NA,canagliflozin,NA,Nonfatal MI,NA,events per 1000 patient-years,rate,10.55,NA,NA,108,156,weeks,NA
mace00008,NCT01989754,CANVAS-R,paper supp appendix,itt,uaa10995,NA,placebo,NA,Nonfatal MI,NA,events per 1000 patient-years,rate,12.34,NA,NA,108,156,weeks,NA
mace00010,NCT01989754,CANVAS-R,paper supp appendix,itt,uaa10994,NA,canagliflozin,NA,Nonfatal stroke,NA,events per 1000 patient-years,rate,8.71,NA,NA,108,156,weeks,NA
mace00011,NCT01989754,CANVAS-R,paper supp appendix,itt,uaa10995,NA,placebo,NA,Nonfatal stroke,NA,events per 1000 patient-years,rate,10.62,NA,NA,108,156,weeks,NA
mace00013,NCT01989754,CANVAS-R,paper supp appendix,itt,uaa10994,NA,canagliflozin,NA,Hospitalisation for heart failure,NA,events per 1000 patient-years,rate,6.34,NA,NA,108,156,weeks,NA
mace00014,NCT01989754,CANVAS-R,paper supp appendix,itt,uaa10995,NA,placebo,NA,Hospitalisation for heart failure,NA,events per 1000 patient-years,rate,11.29,NA,NA,108,156,weeks,NA
mace00054,NCT02065791,CREDENCE,ctg,itt,NA,compb0162,NA,canagliflozin_placebo,Time to first occurrence of MACE,"CV mortality, nonfatal MI or nonfatal stroke",between arm comparison,hazard ratio,0.8,95%ci,0.67;0.95,2.62,4.6,years,NA
mace00057,NCT02065791,CREDENCE,ctg,itt,NA,compb0162,NA,canagliflozin_placebo,Hospitalisation for heart failure,NA,between arm comparison,hazard ratio,0.61,95%ci,0.47;0.80,2.62,4.6,years,NA
mace00060,NCT02065791,CREDENCE,ctg,itt,NA,compb0162,NA,canagliflozin_placebo,CV mortality,NA,between arm comparison,hazard ratio,0.78,95%ci,0.61;1.00,2.62,4.6,years,NA
mace00052,NCT02065791,CREDENCE,ctg,itt,uaa11039,NA,placebo,NA,Time to first occurrence of MACE,"CV mortality, nonfatal MI or nonfatal stroke",events per 1000 patient-years,rate,48.67,NA,NA,2.62,4.6,years,NA
mace00053,NCT02065791,CREDENCE,ctg,itt,uaa11038,NA,canagliflozin,NA,Time to first occurrence of MACE,"CV mortality, nonfatal MI or nonfatal stroke",events per 1000 patient-years,rate,38.71,NA,NA,2.62,4.6,years,NA
mace00055,NCT02065791,CREDENCE,ctg,itt,uaa11039,NA,placebo,NA,Hospitalisation for heart failure,NA,events per 1000 patient-years,rate,25.33,NA,NA,2.62,4.6,years,NA
mace00056,NCT02065791,CREDENCE,ctg,itt,uaa11038,NA,canagliflozin,NA,Hospitalisation for heart failure,NA,events per 1000 patient-years,rate,15.65,NA,NA,2.62,4.6,years,NA
mace00058,NCT02065791,CREDENCE,ctg,itt,uaa11039,NA,placebo,NA,CV mortality,NA,events per 1000 patient-years,rate,24.38,NA,NA,2.62,4.6,years,NA
mace00059,NCT02065791,CREDENCE,ctg,itt,uaa11038,NA,canagliflozin,NA,CV mortality,NA,events per 1000 patient-years,rate,19.01,NA,NA,2.62,4.6,years,NA
mace00033,NCT02465515,HARMONY,ctg,itt,NA,compb0163,NA,albiglutide_placebo,Time to first occurrence of MACE,"CV mortality, nonfatal MI or nonfatal stroke",between arm comparison,hazard ratio,0.78,95%ci,0.68;0.90,1.65,2.7,years,NA
mace00036,NCT02465515,HARMONY,ctg,itt,NA,compb0163,NA,albiglutide_placebo,CV mortality,NA,between arm comparison,hazard ratio,0.93,95%ci,0.73;1.19,1.65,2.7,years,NA
mace00039,NCT02465515,HARMONY,ctg,itt,NA,compb0163,NA,albiglutide_placebo,Fatal or nonfatal MI,NA,between arm comparison,hazard ratio,0.75,95%ci,0.61;0.90,1.65,2.7,years,NA
mace00042,NCT02465515,HARMONY,ctg,itt,NA,compb0163,NA,albiglutide_placebo,Fatal or nonfatal stroke,NA,between arm comparison,hazard ratio,0.86,95%ci,0.66;1.14,1.65,2.7,years,NA
mace00031,NCT02465515,HARMONY,ctg,itt,uaa11139,NA,placebo,NA,Time to first occurrence of MACE,"CV mortality, nonfatal MI or nonfatal stroke",events per 100 patient-years,rate,5.87,95%ci,5.33;6.45,1.65,2.7,years,NA
mace00032,NCT02465515,HARMONY,ctg,itt,uaa11138,NA,albiglutide,NA,Time to first occurrence of MACE,"CV mortality, nonfatal MI or nonfatal stroke",events per 100 patient-years,rate,4.57,95%ci,4.10;5.08,1.65,2.7,years,NA
mace00034,NCT02465515,HARMONY,ctg,itt,uaa11139,NA,placebo,NA,CV mortality,NA,events per 100 patient-years,rate,1.72,95%ci,1.44;2.04,1.65,2.7,years,NA
mace00035,NCT02465515,HARMONY,ctg,itt,uaa11138,NA,albiglutide,NA,CV mortality,NA,events per 100 patient-years,rate,1.61,95%ci,1.33;1.92,1.65,2.7,years,NA
mace00037,NCT02465515,HARMONY,ctg,itt,uaa11139,NA,placebo,NA,Fatal or nonfatal MI,NA,events per 100 patient-years,rate,3.26,95%ci,2.86;3.7,1.65,2.7,years,NA
mace00038,NCT02465515,HARMONY,ctg,itt,uaa11138,NA,albiglutide,NA,Fatal or nonfatal MI,NA,events per 100 patient-years,rate,2.43,95%ci,2.09;2.81,1.65,2.7,years,NA
mace00040,NCT02465515,HARMONY,ctg,itt,uaa11139,NA,placebo,NA,Fatal or nonfatal stroke,NA,events per 100 patient-years,rate,1.45,95%ci,1.19;1.74,1.65,2.7,years,NA
mace00041,NCT02465515,HARMONY,ctg,itt,uaa11138,NA,albiglutide,NA,Fatal or nonfatal stroke,NA,events per 100 patient-years,rate,1.25,95%ci,1.01;1.53,1.65,2.7,years,NA
mace00248,NCT02692716,PIONEER 6,ctg,fas,uaa11207,NA,semaglutide,NA,MACE occurrence,"CV mortality, nonfatal MI or nonfatal stroke",events,count,61,NA,NA,15.9,19,months,n=1591
mace00249,NCT02692716,PIONEER 6,ctg,as,uaa11206,NA,placebo,NA,MACE occurrence,"CV mortality, nonfatal MI or nonfatal stroke",events,count,76,NA,NA,15.9,19,months,n=1592
mace00047,NCT02692716,PIONEER 6,results paper,fas,NA,compb0164,NA,semaglutide_placebo,Time to first occurrence of MACE,"CV mortality, nonfatal MI or nonfatal stroke",between arm comparison,hazard ratio,0.79,95%ci,0.57:1.11,15.9,19,months,NA
mace00048,NCT02692716,PIONEER 6,results paper,fas,NA,compb0164,NA,semaglutide_placebo,CV mortality,NA,between arm comparison,hazard ratio,0.49,95%ci,0.27;0.92,15.9,19,months,NA
mace00049,NCT02692716,PIONEER 6,results paper,fas,NA,compb0164,NA,semaglutide_placebo,Nonfatal MI,NA,between arm comparison,hazard ratio,1.18,95%ci,0.73:1.90,15.9,19,months,NA
mace00050,NCT02692716,PIONEER 6,results paper,fas,NA,compb0164,NA,semaglutide_placebo,Nonfatal stroke,NA,between arm comparison,hazard ratio,0.74,95%ci,0.35;1.57,15.9,19,months,NA
mace00051,NCT02692716,PIONEER 6,results paper,fas,NA,compb0164,NA,semaglutide_placebo,Hospitalisation for heart failure,NA,between arm comparison,hazard ratio,0.86,95%ci,0.48;1.55,15.9,19,months,NA
