nct_id,nct_id2,models,term,estimate,std.error,statistic,p.value
NCT00866658,NCT00866658,f1,arm_f_2_Lixisenatide 2-step titration,-0.849,0.125,-6.807,5.241e-11
NCT01169779,NCT01169779,f1,(Intercept),2.768,0.506,5.466,8.282e-8
NCT01169779,NCT01169779,f1,value_1,0.571,0.063,9.087,5.332e-18
NCT01169779,NCT01169779,f1,arm_f_2_Lixisenatide,-0.25,0.093,-2.691,0.007431
NCT01632163,NCT01632163,f1,(Intercept),5.31,0.684,7.757,2.257e-13
NCT01632163,NCT01632163,f1,value_1,0.313,0.079,3.936,1.078e-4
NCT01632163,NCT01632163,f1,arm_f_2_Lixisenatide,-0.444,0.136,-3.275,0.001206
NCT01798706,NCT01798706,f1,(Intercept),2.519,0.545,4.624,5.45e-6
NCT01798706,NCT01798706,f1,value_1,0.677,0.067,10.081,5.932e-21
NCT01798706,NCT01798706,f1,arm_f_2_Lixisenatide,-0.597,0.096,-6.243,1.354e-9
NCT00712673,NCT00712673,f1,(Intercept),4.172,0.38,10.982,6.260000000000001e-26
NCT00712673,NCT00712673,f1,value_1,0.424,0.046,9.291,2.066e-19
NCT00712673,NCT00712673,f1,arm_f_2_Lixisenatide evening,-0.094,0.101,-0.939,0.3479
NCT00712673,NCT00712673,f1,arm_f_2_Lixisenatide morning,-0.187,0.1,-1.863,0.06283
NCT00713830,NCT00713830,f1,(Intercept),4.105,0.352,11.672,2.597e-29
NCT00713830,NCT00713830,f1,value_1,0.471,0.042,11.31,9.781e-28
NCT00713830,NCT00713830,f1,arm_f_2_Lixisenatide,-0.45,0.072,-6.237,7.026e-10
NCT00715624,NCT00715624,f1,(Intercept),2.075,0.556,3.735,2.095e-4
NCT00715624,NCT00715624,f1,value_1,0.718,0.065,11.084,1.234e-25
NCT00715624,NCT00715624,f1,arm_f_2_Lixisenatide,-0.208,0.113,-1.844,0.0658
NCT00763815,NCT00763815,f1,(Intercept),5.736,0.474,12.089,1.453e-29
NCT00763815,NCT00763815,f1,value_1,0.216,0.057,3.762,1.896e-4
NCT00763815,NCT00763815,f1,arm_f_2_Lixisenatide,-0.345,0.1,-3.458,5.928e-4
NCT00688701,NCT00688701,f1,(Intercept),2.478,0.505,4.912,1.378e-6
NCT00688701,NCT00688701,f1,value_1,0.654,0.061,10.774,1.27e-23
NCT00688701,NCT00688701,f1,arm_f_2_Lixisenatide 1-step titration,-0.692,0.13,-5.323,1.812e-7
NCT00688701,NCT00688701,f1,arm_f_2_Lixisenatide 2-step titration,-0.538,0.13,-4.149,4.182e-5
NCT00707031,NCT00707031,f1,(Intercept),3.049,0.379,8.053,4.044e-15
NCT00707031,NCT00707031,f1,value_1,0.498,0.047,10.642,1.948e-24
NCT00707031,NCT00707031,f1,arm_f_2_Lixisenatide QD,0.325,0.074,4.401,1.267e-5
NCT01648582,NCT01648582,f1,(Intercept),3.051,0.283,10.767,2.793e-25
NCT01648582,NCT01648582,f1,value_1,0.538,0.033,16.217,4.2119999999999995e-51
NCT01648582,NCT01648582,f1,arm_f_2_Dulaglutide 0.75,-0.175,0.09,-1.956,0.0508
NCT01648582,NCT01648582,f1,arm_f_2_Dulaglutide 1.5,-0.546,0.09,-6.097,1.704e-9
NCT01558271,NCT01558271,f1,(Intercept),3.774,0.36,10.48,2.58e-23
NCT01558271,NCT01558271,f1,value_1,0.552,0.042,12.987,2.47e-33
NCT01558271,NCT01558271,f1,arm_f_2_Dulaglutide for 26 weeks blinded then 26 weeks open,-1.568,0.102,-15.356,1.061e-43
NCT01558271,NCT01558271,f1,"arm_f_2_Liraglutide 0.3mg first week, 0.6mg second week then 0.9mg remaining",-1.441,0.112,-12.883,6.767e-33
NCT02750410,NCT02750410,f1,(Intercept),2.571,0.668,3.846,1.744e-4
NCT02750410,NCT02750410,f1,value_1,0.614,0.076,8.04,2.093e-13
NCT02750410,NCT02750410,f1,arm_f_2_Dula,-0.346,0.133,-2.607,0.01003
NCT01768559,NCT01768559,f1,(Intercept),3.735,0.327,11.42,2.7810000000000003e-28
NCT01768559,NCT01768559,f1,value_1,0.433,0.042,10.324,1.118e-23
NCT01768559,NCT01768559,f1,arm_f_2_Lixisenatide,0.084,0.052,1.617,0.1062
NCT00975286,NCT00975286,f1,(Intercept),2.699,0.518,5.215,2.893e-7
NCT00975286,NCT00975286,f1,value_1,0.604,0.068,8.898,1.715e-17
NCT00975286,NCT00975286,f1,arm_f_2_GLP1 PLUS INSULIN BASAL,-0.316,0.074,-4.241,2.744e-5
NCT01632007,NCT01632007,f1,(Intercept),1.619,0.463,3.495,5.65e-4
NCT01632007,NCT01632007,f1,value_1,0.837,0.057,14.742,1.703e-35
NCT01632007,NCT01632007,f1,arm_f_2_Alogliptin,-0.705,0.125,-5.657,4.342e-8
NCT01632007,NCT01632007,f1,arm_f_2_Trelagliptin,-0.601,0.122,-4.928,1.544e-6
NCT01619059,NCT01619059,f1,(Intercept),1.761,0.359,4.9,1.575e-6
NCT01619059,NCT01619059,f1,value_1,0.745,0.045,16.525,5.895e-44
NCT01619059,NCT01619059,f1,arm_f_2_SAXA PLUS DAPA PLUS MET,-0.354,0.079,-4.458,1.175e-5
NCT00819091,NCT00819091,f2,(Intercept),2.415,0.799,3.024,0.002778
NCT00819091,NCT00819091,f2,value_1,0.748,0.07,10.752,3.697e-22
NCT00819091,NCT00819091,f2,age10,-0.088,0.093,-0.949,0.3437
NCT00819091,NCT00819091,f2,"arm_f_2_Linagliptin, 5 mg tablet",-0.528,0.664,-0.794,0.4279
NCT00819091,NCT00819091,f2,"age10:arm_f_2_Linagliptin, 5 mg tablet",0.031,0.116,0.267,0.79
NCT00800683,NCT00800683,f2,(Intercept),3.219,0.988,3.257,0.00145
NCT00800683,NCT00800683,f2,value_1,0.659,0.08,8.288,1.531e-13
NCT00800683,NCT00800683,f2,age10,-0.145,0.098,-1.483,0.1405
NCT00800683,NCT00800683,f2,arm_f_2_Placebo,-0.379,0.972,-0.39,0.6975
NCT00800683,NCT00800683,f2,age10:arm_f_2_Placebo,0.136,0.148,0.914,0.3625
NCT00740051,NCT00740051,f2,(Intercept),4.063,1.102,3.686,2.867e-4
NCT00740051,NCT00740051,f2,value_1,0.353,0.084,4.208,3.748e-5
NCT00740051,NCT00740051,f2,age10,0.105,0.138,0.762,0.4471
NCT00740051,NCT00740051,f2,"arm_f_2_Linagliptin, 5mg tablet",1.276,0.94,1.358,0.1759
NCT00740051,NCT00740051,f2,"age10:arm_f_2_Linagliptin, 5mg tablet",-0.203,0.164,-1.238,0.2171
NCT00996658,NCT00996658,f2,(Intercept),4.674,0.988,4.729,3.657e-6
NCT00996658,NCT00996658,f2,value_1,0.496,0.077,6.424,6.058e-10
NCT00996658,NCT00996658,f2,age10,-0.166,0.131,-1.262,0.208
NCT00996658,NCT00996658,f2,arm_f_2_Linagliptin 5 mg tablet,-1.127,0.849,-1.327,0.1858
NCT00996658,NCT00996658,f2,age10:arm_f_2_Linagliptin 5 mg tablet,0.12,0.153,0.784,0.4338
NCT01084005,NCT01084005,f2,(Intercept),2.924,1.238,2.362,0.01902
NCT01084005,NCT01084005,f2,value_1,0.561,0.05,11.304,6.286e-24
NCT01084005,NCT01084005,f2,age10,0.057,0.156,0.367,0.714
NCT01084005,NCT01084005,f2,"arm_f_2_Linagliptin, 5mg tablet",-0.743,1.436,-0.517,0.6055
NCT01084005,NCT01084005,f2,"age10:arm_f_2_Linagliptin, 5mg tablet",0.021,0.192,0.111,0.9119
NCT01087502,NCT01087502,f2,(Intercept),1.456,0.64,2.276,0.02375
NCT01087502,NCT01087502,f2,value_1,0.859,0.05,17.095,7.725e-43
NCT01087502,NCT01087502,f2,age10,-0.06,0.069,-0.879,0.3805
NCT01087502,NCT01087502,f2,"arm_f_2_Linagliptin, 5mg tablet",-0.878,0.67,-1.311,0.1913
NCT01087502,NCT01087502,f2,"age10:arm_f_2_Linagliptin, 5mg tablet",0.07,0.1,0.698,0.4859
NCT01194830,NCT01194830,f2,(Intercept),4.611,0.917,5.026,1.065e-6
NCT01194830,NCT01194830,f2,value_1,0.45,0.073,6.182,3.217e-9
NCT01194830,NCT01194830,f2,age10,-0.04,0.107,-0.37,0.7115
NCT01194830,NCT01194830,f2,arm_f_2_Linagliptin,0.22,0.845,0.26,0.7951
NCT01194830,NCT01194830,f2,age10:arm_f_2_Linagliptin,-0.126,0.154,-0.814,0.4164
NCT02182830,NCT02182830,f2,(Intercept),3.823,1.234,3.098,0.002307
NCT02182830,NCT02182830,f2,value_1,0.598,0.095,6.305,2.718e-9
NCT02182830,NCT02182830,f2,age10,-0.059,0.14,-0.421,0.6745
NCT02182830,NCT02182830,f2,arm_f_2_10mg SLASH 25mg,-1.783,1.121,-1.591,0.1137
NCT02182830,NCT02182830,f2,age10:arm_f_2_10mg SLASH 25mg,0.195,0.195,1.003,0.3174
NCT02453555,NCT02453555,f2,(Intercept),5.698,0.778,7.324,2.782e-12
NCT02453555,NCT02453555,f2,value_1,0.192,0.072,2.68,0.007817
NCT02453555,NCT02453555,f2,age10,0.062,0.074,0.846,0.3984
NCT02453555,NCT02453555,f2,arm_f_2_FDC EmpaLina titr,-0.464,0.564,-0.822,0.4117
NCT02453555,NCT02453555,f2,age10:arm_f_2_FDC EmpaLina titr,-0.018,0.093,-0.19,0.8492
NCT00763451,NCT00763451,f2,(Intercept),4.87,0.632,7.71,7.437e-14
NCT00763451,NCT00763451,f2,value_1,0.366,0.051,7.137,3.586e-12
NCT00763451,NCT00763451,f2,age10,-0.049,0.076,-0.651,0.5154
NCT00763451,NCT00763451,f2,arm_f_2_Lixisenatide 1-step titration,1.446,0.648,2.233,0.02598
NCT00763451,NCT00763451,f2,arm_f_2_Lixisenatide 2-step titration,0.36,0.643,0.56,0.5757
NCT00763451,NCT00763451,f2,age10:arm_f_2_Lixisenatide 1-step titration,-0.289,0.113,-2.561,0.01076
NCT00763451,NCT00763451,f2,age10:arm_f_2_Lixisenatide 2-step titration,-0.117,0.113,-1.036,0.3006
NCT00976937,NCT00976937,f2,(Intercept),1.822,0.95,1.917,0.05614
NCT00976937,NCT00976937,f2,value_1,0.653,0.064,10.147,5.104e-21
NCT00976937,NCT00976937,f2,age10,0.06,0.181,0.334,0.7389
NCT00976937,NCT00976937,f2,arm_f_2_Lixisenatide,1.014,1.061,0.956,0.3399
NCT00976937,NCT00976937,f2,age10:arm_f_2_Lixisenatide,-0.219,0.244,-0.896,0.3707
NCT00866658,NCT00866658,f2,(Intercept),4.15,0.905,4.585,6.642e-6
NCT00866658,NCT00866658,f2,value_1,0.574,0.083,6.882,3.359e-11
NCT00866658,NCT00866658,f2,age10,-0.097,0.086,-1.126,0.2611
NCT00866658,NCT00866658,f2,arm_f_2_Lixisenatide 2-step titration,-0.284,0.722,-0.393,0.6946
NCT00866658,NCT00866658,f2,age10:arm_f_2_Lixisenatide 2-step titration,-0.095,0.122,-0.777,0.438
NCT01169779,NCT01169779,f2,(Intercept),3.151,0.614,5.136,4.474e-7
NCT01169779,NCT01169779,f2,value_1,0.583,0.063,9.227,1.879e-18
NCT01169779,NCT01169779,f2,age10,-0.087,0.063,-1.385,0.1668
NCT01169779,NCT01169779,f2,arm_f_2_Lixisenatide,-1.237,0.5,-2.474,0.0138
NCT01169779,NCT01169779,f2,age10:arm_f_2_Lixisenatide,0.18,0.09,2.008,0.04534
NCT01632163,NCT01632163,f2,(Intercept),4.321,0.856,5.046,8.778e-7
NCT01632163,NCT01632163,f2,value_1,0.299,0.079,3.77,2.044e-4
NCT01632163,NCT01632163,f2,age10,0.199,0.103,1.938,0.05382
NCT01632163,NCT01632163,f2,arm_f_2_Lixisenatide,0.381,0.802,0.475,0.6349
NCT01632163,NCT01632163,f2,age10:arm_f_2_Lixisenatide,-0.148,0.145,-1.015,0.3111
NCT01798706,NCT01798706,f2,(Intercept),0.675,1.46,0.462,0.6442
NCT01798706,NCT01798706,f2,value_1,0.68,0.068,10.028,9.299e-21
NCT01798706,NCT01798706,f2,age10,0.245,0.179,1.368,0.1722
NCT01798706,NCT01798706,f2,arm_f_2_Lixisenatide,1.105,1.858,0.595,0.5524
NCT01798706,NCT01798706,f2,age10:arm_f_2_Lixisenatide,-0.229,0.25,-0.915,0.361
NCT00712673,NCT00712673,f2,(Intercept),5.163,0.607,8.507,1.154e-16
NCT00712673,NCT00712673,f2,value_1,0.395,0.046,8.647,3.847e-17
NCT00712673,NCT00712673,f2,age10,-0.137,0.082,-1.669,0.09552
NCT00712673,NCT00712673,f2,arm_f_2_Lixisenatide evening,-0.432,0.57,-0.758,0.4486
NCT00712673,NCT00712673,f2,arm_f_2_Lixisenatide morning,0.491,0.594,0.826,0.4089
NCT00712673,NCT00712673,f2,age10:arm_f_2_Lixisenatide evening,0.061,0.102,0.601,0.5483
NCT00712673,NCT00712673,f2,age10:arm_f_2_Lixisenatide morning,-0.126,0.107,-1.176,0.2401
NCT00713830,NCT00713830,f2,(Intercept),4.972,0.506,9.817,1.26e-21
NCT00713830,NCT00713830,f2,value_1,0.442,0.041,10.669,4.977000000000001e-25
NCT00713830,NCT00713830,f2,age10,-0.109,0.058,-1.875,0.06115
NCT00713830,NCT00713830,f2,arm_f_2_Lixisenatide,0.105,0.415,0.252,0.8012
NCT00713830,NCT00713830,f2,age10:arm_f_2_Lixisenatide,-0.099,0.071,-1.386,0.1662
NCT00715624,NCT00715624,f2,(Intercept),3.902,0.841,4.642,4.447e-6
NCT00715624,NCT00715624,f2,value_1,0.68,0.066,10.343,8.279e-23
NCT00715624,NCT00715624,f2,age10,-0.265,0.094,-2.811,0.005144
NCT00715624,NCT00715624,f2,arm_f_2_Lixisenatide,-1.37,0.671,-2.042,0.04173
NCT00715624,NCT00715624,f2,age10:arm_f_2_Lixisenatide,0.205,0.116,1.767,0.07791
NCT00763815,NCT00763815,f2,(Intercept),6.892,0.715,9.643,3.1490000000000005e-20
NCT00763815,NCT00763815,f2,value_1,0.181,0.058,3.119,0.001922
NCT00763815,NCT00763815,f2,age10,-0.158,0.087,-1.831,0.06772
NCT00763815,NCT00763815,f2,arm_f_2_Lixisenatide,-0.412,0.593,-0.695,0.4876
NCT00763815,NCT00763815,f2,age10:arm_f_2_Lixisenatide,0.014,0.105,0.13,0.8966
NCT00688701,NCT00688701,f2,(Intercept),2.554,0.716,3.568,4.097e-4
NCT00688701,NCT00688701,f2,value_1,0.654,0.062,10.577,6.65e-23
NCT00688701,NCT00688701,f2,age10,-0.014,0.084,-0.171,0.8642
NCT00688701,NCT00688701,f2,arm_f_2_Lixisenatide 1-step titration,-0.821,0.658,-1.247,0.2131
NCT00688701,NCT00688701,f2,arm_f_2_Lixisenatide 2-step titration,-0.66,0.693,-0.953,0.3415
NCT00688701,NCT00688701,f2,age10:arm_f_2_Lixisenatide 1-step titration,0.024,0.12,0.2,0.8417
NCT00688701,NCT00688701,f2,age10:arm_f_2_Lixisenatide 2-step titration,0.023,0.127,0.179,0.8581
NCT00707031,NCT00707031,f2,(Intercept),3.378,0.511,6.605,8.491e-11
NCT00707031,NCT00707031,f2,value_1,0.482,0.047,10.217,8.985e-23
NCT00707031,NCT00707031,f2,age10,-0.035,0.05,-0.691,0.4895
NCT00707031,NCT00707031,f2,arm_f_2_Lixisenatide QD,1.245,0.437,2.847,0.004554
NCT00707031,NCT00707031,f2,age10:arm_f_2_Lixisenatide QD,-0.162,0.075,-2.154,0.03159
NCT01648582,NCT01648582,f2,(Intercept),3.737,0.476,7.848,1.425e-14
NCT01648582,NCT01648582,f2,value_1,0.537,0.033,16.173,7.66e-51
NCT01648582,NCT01648582,f2,age10,-0.122,0.068,-1.801,0.07215
NCT01648582,NCT01648582,f2,arm_f_2_Dulaglutide 0.75,-0.468,0.519,-0.902,0.3671
NCT01648582,NCT01648582,f2,arm_f_2_Dulaglutide 1.5,-1.06,0.533,-1.991,0.04685
NCT01648582,NCT01648582,f2,age10:arm_f_2_Dulaglutide 0.75,0.052,0.093,0.558,0.5769
NCT01648582,NCT01648582,f2,age10:arm_f_2_Dulaglutide 1.5,0.093,0.095,0.975,0.3297
NCT01558271,NCT01558271,f2,(Intercept),2.643,0.737,3.587,3.687e-4
NCT01558271,NCT01558271,f2,value_1,0.559,0.042,13.249,2.0549999999999997e-34
NCT01558271,NCT01558271,f2,age10,0.186,0.109,1.698,0.09009
NCT01558271,NCT01558271,f2,arm_f_2_Dulaglutide for 26 weeks blinded then 26 weeks open,0.226,0.694,0.326,0.7443
NCT01558271,NCT01558271,f2,"arm_f_2_Liraglutide 0.3mg first week, 0.6mg second week then 0.9mg remaining",0.284,0.734,0.386,0.6995
NCT01558271,NCT01558271,f2,age10:arm_f_2_Dulaglutide for 26 weeks blinded then 26 weeks open,-0.312,0.119,-2.62,0.009081
NCT01558271,NCT01558271,f2,"age10:arm_f_2_Liraglutide 0.3mg first week, 0.6mg second week then 0.9mg remaining",-0.298,0.126,-2.374,0.01799
NCT02750410,NCT02750410,f2,(Intercept),2.308,0.971,2.377,0.01867
NCT02750410,NCT02750410,f2,value_1,0.618,0.077,7.994,2.876e-13
NCT02750410,NCT02750410,f2,age10,0.039,0.11,0.354,0.7241
NCT02750410,NCT02750410,f2,arm_f_2_Dula,-0.225,0.764,-0.295,0.7684
NCT02750410,NCT02750410,f2,age10:arm_f_2_Dula,-0.02,0.127,-0.16,0.8733
NCT01768559,NCT01768559,f2,(Intercept),3.597,0.382,9.426,3.602e-20
NCT01768559,NCT01768559,f2,value_1,0.436,0.042,10.367,7.527e-24
NCT01768559,NCT01768559,f2,age10,0.02,0.033,0.597,0.5509
NCT01768559,NCT01768559,f2,arm_f_2_Lixisenatide,0.549,0.36,1.524,0.1279
NCT01768559,NCT01768559,f2,age10:arm_f_2_Lixisenatide,-0.078,0.06,-1.305,0.1923
NCT00975286,NCT00975286,f2,(Intercept),3.421,0.616,5.552,5.03e-8
NCT00975286,NCT00975286,f2,value_1,0.588,0.068,8.707,7.308e-17
NCT00975286,NCT00975286,f2,age10,-0.107,0.052,-2.073,0.03882
NCT00975286,NCT00975286,f2,arm_f_2_GLP1 PLUS INSULIN BASAL,-0.127,0.431,-0.294,0.7688
NCT00975286,NCT00975286,f2,age10:arm_f_2_GLP1 PLUS INSULIN BASAL,-0.033,0.076,-0.435,0.6635
NCT01632007,NCT01632007,f2,(Intercept),2.369,0.845,2.805,0.005447
NCT01632007,NCT01632007,f2,value_1,0.828,0.058,14.248,1.009e-33
NCT01632007,NCT01632007,f2,age10,-0.11,0.112,-0.988,0.3242
NCT01632007,NCT01632007,f2,arm_f_2_Alogliptin,-1.117,0.822,-1.358,0.1758
NCT01632007,NCT01632007,f2,arm_f_2_Trelagliptin,-0.824,0.792,-1.04,0.2994
NCT01632007,NCT01632007,f2,age10:arm_f_2_Alogliptin,0.065,0.134,0.484,0.6286
NCT01632007,NCT01632007,f2,age10:arm_f_2_Trelagliptin,0.032,0.129,0.247,0.8054
NCT01619059,NCT01619059,f2,(Intercept),1.784,0.501,3.561,4.31e-4
NCT01619059,NCT01619059,f2,value_1,0.745,0.045,16.443,1.425e-43
NCT01619059,NCT01619059,f2,age10,-0.004,0.064,-0.067,0.9468
NCT01619059,NCT01619059,f2,arm_f_2_SAXA PLUS DAPA PLUS MET,-0.395,0.491,-0.805,0.4217
NCT01619059,NCT01619059,f2,age10:arm_f_2_SAXA PLUS DAPA PLUS MET,0.007,0.086,0.085,0.9327
NCT00819091,NCT00819091,f3,(Intercept),1.737,0.617,2.813,0.005325
NCT00819091,NCT00819091,f3,value_1,0.762,0.069,11.076,3.5079999999999996e-23
NCT00819091,NCT00819091,f3,sex,0.106,0.195,0.541,0.5891
NCT00819091,NCT00819091,f3,"arm_f_2_Linagliptin, 5 mg tablet",-0.196,0.181,-1.081,0.2806
NCT00819091,NCT00819091,f3,"sex:arm_f_2_Linagliptin, 5 mg tablet",-0.314,0.238,-1.322,0.1876
NCT00800683,NCT00800683,f3,(Intercept),1.732,0.7,2.473,0.01473
NCT00800683,NCT00800683,f3,value_1,0.702,0.079,8.874,6.184e-15
NCT00800683,NCT00800683,f3,sex,0.309,0.226,1.367,0.174
NCT00800683,NCT00800683,f3,arm_f_2_Placebo,0.715,0.243,2.942,0.003883
NCT00800683,NCT00800683,f3,sex:arm_f_2_Placebo,-0.349,0.314,-1.112,0.2683
NCT00740051,NCT00740051,f3,(Intercept),4.661,0.701,6.65,2.248e-10
NCT00740051,NCT00740051,f3,value_1,0.353,0.083,4.227,3.457e-5
NCT00740051,NCT00740051,f3,sex,-0.003,0.268,-0.011,0.9915
NCT00740051,NCT00740051,f3,"arm_f_2_Linagliptin, 5mg tablet",0.162,0.212,0.763,0.4461
NCT00740051,NCT00740051,f3,"sex:arm_f_2_Linagliptin, 5mg tablet",-0.087,0.333,-0.262,0.7936
NCT00996658,NCT00996658,f3,(Intercept),3.683,0.679,5.425,1.301e-7
NCT00996658,NCT00996658,f3,value_1,0.5,0.077,6.467,4.739e-10
NCT00996658,NCT00996658,f3,sex,0.079,0.222,0.358,0.7207
NCT00996658,NCT00996658,f3,arm_f_2_Linagliptin 5 mg tablet,-0.496,0.195,-2.545,0.01148
NCT00996658,NCT00996658,f3,sex:arm_f_2_Linagliptin 5 mg tablet,0.111,0.27,0.411,0.6812
NCT01084005,NCT01084005,f3,(Intercept),3.39,0.386,8.793,3.101e-16
NCT01084005,NCT01084005,f3,value_1,0.572,0.05,11.512,1.247e-24
NCT01084005,NCT01084005,f3,sex,-0.207,0.134,-1.548,0.123
NCT01084005,NCT01084005,f3,"arm_f_2_Linagliptin, 5mg tablet",-0.725,0.136,-5.332,2.269e-7
NCT01084005,NCT01084005,f3,"sex:arm_f_2_Linagliptin, 5mg tablet",0.216,0.168,1.287,0.1992
NCT01087502,NCT01087502,f3,(Intercept),1.084,0.416,2.603,0.009838
NCT01087502,NCT01087502,f3,value_1,0.864,0.05,17.367,9.927e-44
NCT01087502,NCT01087502,f3,sex,-0.106,0.133,-0.8,0.4247
NCT01087502,NCT01087502,f3,"arm_f_2_Linagliptin, 5mg tablet",-0.369,0.151,-2.441,0.01539
NCT01087502,NCT01087502,f3,"sex:arm_f_2_Linagliptin, 5mg tablet",-0.085,0.19,-0.449,0.6538
NCT01194830,NCT01194830,f3,(Intercept),4.484,0.628,7.138,1.497e-11
NCT01194830,NCT01194830,f3,value_1,0.482,0.07,6.882,6.625e-11
NCT01194830,NCT01194830,f3,sex,-0.744,0.207,-3.59,4.107e-4
NCT01194830,NCT01194830,f3,arm_f_2_Linagliptin,-0.774,0.221,-3.503,5.613e-4
NCT01194830,NCT01194830,f3,sex:arm_f_2_Linagliptin,0.658,0.304,2.166,0.03146
NCT02182830,NCT02182830,f3,(Intercept),3.537,0.815,4.337,2.553e-5
NCT02182830,NCT02182830,f3,value_1,0.595,0.094,6.327,2.426e-9
NCT02182830,NCT02182830,f3,sex,-0.068,0.26,-0.262,0.7938
NCT02182830,NCT02182830,f3,arm_f_2_10mg SLASH 25mg,-0.711,0.265,-2.684,0.008035
NCT02182830,NCT02182830,f3,sex:arm_f_2_10mg SLASH 25mg,0.067,0.368,0.182,0.8555
NCT02453555,NCT02453555,f3,(Intercept),6.2,0.612,10.138,1.123e-20
NCT02453555,NCT02453555,f3,value_1,0.183,0.071,2.565,0.01086
NCT02453555,NCT02453555,f3,sex,-0.069,0.188,-0.365,0.7154
NCT02453555,NCT02453555,f3,arm_f_2_FDC EmpaLina titr,-0.558,0.205,-2.727,0.0068
NCT02453555,NCT02453555,f3,sex:arm_f_2_FDC EmpaLina titr,-0.013,0.232,-0.058,0.954
NCT00763451,NCT00763451,f3,(Intercept),4.525,0.433,10.44,4.14e-23
NCT00763451,NCT00763451,f3,value_1,0.389,0.052,7.495,3.281e-13
NCT00763451,NCT00763451,f3,sex,-0.291,0.152,-1.915,0.05611
NCT00763451,NCT00763451,f3,arm_f_2_Lixisenatide 1-step titration,-0.211,0.143,-1.471,0.1421
NCT00763451,NCT00763451,f3,arm_f_2_Lixisenatide 2-step titration,-0.361,0.144,-2.512,0.01233
NCT00763451,NCT00763451,f3,sex:arm_f_2_Lixisenatide 1-step titration,0.159,0.215,0.739,0.4604
NCT00763451,NCT00763451,f3,sex:arm_f_2_Lixisenatide 2-step titration,0.222,0.215,1.033,0.3023
NCT00976937,NCT00976937,f3,(Intercept),2.176,0.534,4.079,5.783e-5
NCT00976937,NCT00976937,f3,value_1,0.648,0.064,10.087,8.047e-21
NCT00976937,NCT00976937,f3,sex,-0.111,0.169,-0.659,0.5103
NCT00976937,NCT00976937,f3,arm_f_2_Lixisenatide,0.097,0.156,0.623,0.5339
NCT00976937,NCT00976937,f3,sex:arm_f_2_Lixisenatide,-0.107,0.25,-0.428,0.6693
NCT00866658,NCT00866658,f3,(Intercept),3.314,0.728,4.55,7.748e-6
NCT00866658,NCT00866658,f3,value_1,0.604,0.084,7.226,4.006e-12
NCT00866658,NCT00866658,f3,sex,0.041,0.176,0.235,0.8147
NCT00866658,NCT00866658,f3,arm_f_2_Lixisenatide 2-step titration,-0.889,0.173,-5.136,5.026e-7
NCT00866658,NCT00866658,f3,sex:arm_f_2_Lixisenatide 2-step titration,0.095,0.251,0.381,0.7038
NCT01169779,NCT01169779,f3,(Intercept),2.633,0.509,5.17,3.762e-7
NCT01169779,NCT01169779,f3,value_1,0.59,0.063,9.352,7.2e-19
NCT01169779,NCT01169779,f3,sex,-0.036,0.131,-0.273,0.7853
NCT01169779,NCT01169779,f3,arm_f_2_Lixisenatide,-0.109,0.13,-0.841,0.4011
NCT01169779,NCT01169779,f3,sex:arm_f_2_Lixisenatide,-0.274,0.185,-1.475,0.1409
NCT01632163,NCT01632163,f3,(Intercept),5.74,0.711,8.07,3.123e-14
NCT01632163,NCT01632163,f3,value_1,0.288,0.08,3.606,3.762e-4
NCT01632163,NCT01632163,f3,sex,-0.396,0.192,-2.068,0.03968
NCT01632163,NCT01632163,f3,arm_f_2_Lixisenatide,-0.73,0.207,-3.53,4.96e-4
NCT01632163,NCT01632163,f3,sex:arm_f_2_Lixisenatide,0.507,0.274,1.845,0.06618
NCT01798706,NCT01798706,f3,(Intercept),2.447,0.557,4.395,1.511e-5
NCT01798706,NCT01798706,f3,value_1,0.68,0.068,10.051,7.757e-21
NCT01798706,NCT01798706,f3,sex,0.097,0.136,0.717,0.4739
NCT01798706,NCT01798706,f3,arm_f_2_Lixisenatide,-0.547,0.137,-3.983,8.44e-5
NCT01798706,NCT01798706,f3,sex:arm_f_2_Lixisenatide,-0.099,0.193,-0.514,0.6079
NCT00712673,NCT00712673,f3,(Intercept),4.301,0.389,11.041,3.643e-26
NCT00712673,NCT00712673,f3,value_1,0.422,0.046,9.251,2.895e-19
NCT00712673,NCT00712673,f3,sex,-0.236,0.156,-1.514,0.1305
NCT00712673,NCT00712673,f3,arm_f_2_Lixisenatide evening,-0.124,0.137,-0.902,0.3675
NCT00712673,NCT00712673,f3,arm_f_2_Lixisenatide morning,-0.289,0.135,-2.145,0.0323
NCT00712673,NCT00712673,f3,sex:arm_f_2_Lixisenatide evening,0.05,0.201,0.25,0.8025
NCT00712673,NCT00712673,f3,sex:arm_f_2_Lixisenatide morning,0.207,0.203,1.019,0.3084
NCT00713830,NCT00713830,f3,(Intercept),4.129,0.356,11.586,6.222e-29
NCT00713830,NCT00713830,f3,value_1,0.471,0.042,11.3,1.093e-27
NCT00713830,NCT00713830,f3,sex,-0.051,0.118,-0.431,0.6669
NCT00713830,NCT00713830,f3,arm_f_2_Lixisenatide,-0.474,0.104,-4.573,5.516e-6
NCT00713830,NCT00713830,f3,sex:arm_f_2_Lixisenatide,0.047,0.144,0.326,0.7448
NCT00715624,NCT00715624,f3,(Intercept),2.058,0.567,3.63,3.129e-4
NCT00715624,NCT00715624,f3,value_1,0.718,0.065,11.05,1.716e-25
