nct_id,title,description,outcome_id,units,variable,chosen_outcome,unit_harmonised,id,result_group_id,ctgov_group_code
NCT02501161,Participants Who Achieved (Yes/no): HbA1c < 7.0% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes and Without Weight Gain,"Severe or BG confirmed symptomatic hypoglycaemia was defined as an episode that was severe according to the ADA classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c <7.0% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes and without weight gain at week 26 and week 104 is presented.",20073811,Percentage of participants,hba1c,1,participant percent,154084077,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c < 7.0% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes and Without Weight Gain,"Severe or BG confirmed symptomatic hypoglycaemia was defined as an episode that was severe according to the ADA classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c <7.0% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes and without weight gain at week 26 and week 104 is presented.",20073811,Percentage of participants,hba1c,1,participant percent,154084078,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c < 7.0% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes and Without Weight Gain,"Severe or BG confirmed symptomatic hypoglycaemia was defined as an episode that was severe according to the ADA classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c <7.0% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes and without weight gain at week 26 and week 104 is presented.",20073811,Percentage of participants,hba1c,1,participant percent,154084079,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c < 7.0% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes and Without Weight Gain,"Severe or BG confirmed symptomatic hypoglycaemia was defined as an episode that was severe according to the ADA classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c <7.0% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes and without weight gain at week 26 and week 104 is presented.",20073811,Percentage of participants,hba1c,1,participant percent,154084080,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c < 7.0% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes and Without Weight Gain,"Severe or BG confirmed symptomatic hypoglycaemia was defined as an episode that was severe according to the ADA classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c <7.0% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes and without weight gain at week 26 and week 104 is presented.",20073811,Percentage of participants,hba1c,1,participant percent,154084081,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c < 7.0% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes and Without Weight Gain,"Severe or BG confirmed symptomatic hypoglycaemia was defined as an episode that was severe according to the ADA classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c <7.0% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes and without weight gain at week 26 and week 104 is presented.",20073811,Percentage of participants,hba1c,1,participant percent,154084082,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c < 7.0% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes and Without Weight Gain,"Severe or BG confirmed symptomatic hypoglycaemia was defined as an episode that was severe according to the ADA classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c <7.0% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes and without weight gain at week 26 and week 104 is presented.",20073811,Percentage of participants,hba1c,1,participant percent,154084083,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c < 7.0% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes and Without Weight Gain,"Severe or BG confirmed symptomatic hypoglycaemia was defined as an episode that was severe according to the ADA classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c <7.0% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes and without weight gain at week 26 and week 104 is presented.",20073811,Percentage of participants,hba1c,1,participant percent,154084084,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c <7.0%,Percentage of participants who achieved (yes/no) HbA1c <7.0% at week 26 and week 104 is presented.,20073808,Percentage of participants,hba1c,1,participant percent,154084053,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c <7.0%,Percentage of participants who achieved (yes/no) HbA1c <7.0% at week 26 and week 104 is presented.,20073808,Percentage of participants,hba1c,1,participant percent,154084054,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c <7.0%,Percentage of participants who achieved (yes/no) HbA1c <7.0% at week 26 and week 104 is presented.,20073808,Percentage of participants,hba1c,1,participant percent,154084055,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c <7.0%,Percentage of participants who achieved (yes/no) HbA1c <7.0% at week 26 and week 104 is presented.,20073808,Percentage of participants,hba1c,1,participant percent,154084056,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c <7.0%,Percentage of participants who achieved (yes/no) HbA1c <7.0% at week 26 and week 104 is presented.,20073808,Percentage of participants,hba1c,1,participant percent,154084057,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c <7.0%,Percentage of participants who achieved (yes/no) HbA1c <7.0% at week 26 and week 104 is presented.,20073808,Percentage of participants,hba1c,1,participant percent,154084058,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c <7.0%,Percentage of participants who achieved (yes/no) HbA1c <7.0% at week 26 and week 104 is presented.,20073808,Percentage of participants,hba1c,1,participant percent,154084059,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c <7.0%,Percentage of participants who achieved (yes/no) HbA1c <7.0% at week 26 and week 104 is presented.,20073808,Percentage of participants,hba1c,1,participant percent,154084060,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c <7.0% Without Treatment-emergent Severe or Blood Glucose (BG) Confirmed Symptomatic Hypoglycaemic Episodes,"Severe or BG confirmed symptomatic hypoglycaemia was defined as an episode that was severe according to the American Diabetes Association (ADA) classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c <7.0% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes at week 26 and week 104 is presented.",20073810,Percentage of participants,hba1c,1,participant percent,154084069,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c <7.0% Without Treatment-emergent Severe or Blood Glucose (BG) Confirmed Symptomatic Hypoglycaemic Episodes,"Severe or BG confirmed symptomatic hypoglycaemia was defined as an episode that was severe according to the American Diabetes Association (ADA) classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c <7.0% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes at week 26 and week 104 is presented.",20073810,Percentage of participants,hba1c,1,participant percent,154084070,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c <7.0% Without Treatment-emergent Severe or Blood Glucose (BG) Confirmed Symptomatic Hypoglycaemic Episodes,"Severe or BG confirmed symptomatic hypoglycaemia was defined as an episode that was severe according to the American Diabetes Association (ADA) classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c <7.0% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes at week 26 and week 104 is presented.",20073810,Percentage of participants,hba1c,1,participant percent,154084071,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c <7.0% Without Treatment-emergent Severe or Blood Glucose (BG) Confirmed Symptomatic Hypoglycaemic Episodes,"Severe or BG confirmed symptomatic hypoglycaemia was defined as an episode that was severe according to the American Diabetes Association (ADA) classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c <7.0% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes at week 26 and week 104 is presented.",20073810,Percentage of participants,hba1c,1,participant percent,154084072,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c <7.0% Without Treatment-emergent Severe or Blood Glucose (BG) Confirmed Symptomatic Hypoglycaemic Episodes,"Severe or BG confirmed symptomatic hypoglycaemia was defined as an episode that was severe according to the American Diabetes Association (ADA) classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c <7.0% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes at week 26 and week 104 is presented.",20073810,Percentage of participants,hba1c,1,participant percent,154084073,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c <7.0% Without Treatment-emergent Severe or Blood Glucose (BG) Confirmed Symptomatic Hypoglycaemic Episodes,"Severe or BG confirmed symptomatic hypoglycaemia was defined as an episode that was severe according to the American Diabetes Association (ADA) classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c <7.0% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes at week 26 and week 104 is presented.",20073810,Percentage of participants,hba1c,1,participant percent,154084074,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c <7.0% Without Treatment-emergent Severe or Blood Glucose (BG) Confirmed Symptomatic Hypoglycaemic Episodes,"Severe or BG confirmed symptomatic hypoglycaemia was defined as an episode that was severe according to the American Diabetes Association (ADA) classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c <7.0% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes at week 26 and week 104 is presented.",20073810,Percentage of participants,hba1c,1,participant percent,154084075,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c <7.0% Without Treatment-emergent Severe or Blood Glucose (BG) Confirmed Symptomatic Hypoglycaemic Episodes,"Severe or BG confirmed symptomatic hypoglycaemia was defined as an episode that was severe according to the American Diabetes Association (ADA) classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c <7.0% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes at week 26 and week 104 is presented.",20073810,Percentage of participants,hba1c,1,participant percent,154084076,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c <7.0% Without Weight Gain,Percentage of participants who achieved (yes/no) HbA1c <7.0% without weight gain at week 26 and week 104 is presented.,20073809,Percentage of participants,hba1c,1,participant percent,154084061,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c <7.0% Without Weight Gain,Percentage of participants who achieved (yes/no) HbA1c <7.0% without weight gain at week 26 and week 104 is presented.,20073809,Percentage of participants,hba1c,1,participant percent,154084062,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c <7.0% Without Weight Gain,Percentage of participants who achieved (yes/no) HbA1c <7.0% without weight gain at week 26 and week 104 is presented.,20073809,Percentage of participants,hba1c,1,participant percent,154084063,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c <7.0% Without Weight Gain,Percentage of participants who achieved (yes/no) HbA1c <7.0% without weight gain at week 26 and week 104 is presented.,20073809,Percentage of participants,hba1c,1,participant percent,154084064,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c <7.0% Without Weight Gain,Percentage of participants who achieved (yes/no) HbA1c <7.0% without weight gain at week 26 and week 104 is presented.,20073809,Percentage of participants,hba1c,1,participant percent,154084065,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c <7.0% Without Weight Gain,Percentage of participants who achieved (yes/no) HbA1c <7.0% without weight gain at week 26 and week 104 is presented.,20073809,Percentage of participants,hba1c,1,participant percent,154084066,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c <7.0% Without Weight Gain,Percentage of participants who achieved (yes/no) HbA1c <7.0% without weight gain at week 26 and week 104 is presented.,20073809,Percentage of participants,hba1c,1,participant percent,154084067,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c <7.0% Without Weight Gain,Percentage of participants who achieved (yes/no) HbA1c <7.0% without weight gain at week 26 and week 104 is presented.,20073809,Percentage of participants,hba1c,1,participant percent,154084068,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5%,Percentage of participants who achieved (yes/no) HbA1c ≤6.5% at week 26 and week 104 is presented.,20073812,Percentage of participants,hba1c,1,participant percent,154084085,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5%,Percentage of participants who achieved (yes/no) HbA1c ≤6.5% at week 26 and week 104 is presented.,20073812,Percentage of participants,hba1c,1,participant percent,154084086,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5%,Percentage of participants who achieved (yes/no) HbA1c ≤6.5% at week 26 and week 104 is presented.,20073812,Percentage of participants,hba1c,1,participant percent,154084087,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5%,Percentage of participants who achieved (yes/no) HbA1c ≤6.5% at week 26 and week 104 is presented.,20073812,Percentage of participants,hba1c,1,participant percent,154084088,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5%,Percentage of participants who achieved (yes/no) HbA1c ≤6.5% at week 26 and week 104 is presented.,20073812,Percentage of participants,hba1c,1,participant percent,154084089,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5%,Percentage of participants who achieved (yes/no) HbA1c ≤6.5% at week 26 and week 104 is presented.,20073812,Percentage of participants,hba1c,1,participant percent,154084090,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5%,Percentage of participants who achieved (yes/no) HbA1c ≤6.5% at week 26 and week 104 is presented.,20073812,Percentage of participants,hba1c,1,participant percent,154084091,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5%,Percentage of participants who achieved (yes/no) HbA1c ≤6.5% at week 26 and week 104 is presented.,20073812,Percentage of participants,hba1c,1,participant percent,154084092,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes,"Severe or BG confirmed symptomatic hypoglycaemia is defined as an episode that is severe according to the ADA classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c ≤6.5% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes at week 26 and week 104 is presented.",20073814,Percentage of participants,hba1c,1,participant percent,154084101,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes,"Severe or BG confirmed symptomatic hypoglycaemia is defined as an episode that is severe according to the ADA classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c ≤6.5% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes at week 26 and week 104 is presented.",20073814,Percentage of participants,hba1c,1,participant percent,154084102,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes,"Severe or BG confirmed symptomatic hypoglycaemia is defined as an episode that is severe according to the ADA classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c ≤6.5% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes at week 26 and week 104 is presented.",20073814,Percentage of participants,hba1c,1,participant percent,154084103,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes,"Severe or BG confirmed symptomatic hypoglycaemia is defined as an episode that is severe according to the ADA classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c ≤6.5% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes at week 26 and week 104 is presented.",20073814,Percentage of participants,hba1c,1,participant percent,154084104,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes,"Severe or BG confirmed symptomatic hypoglycaemia is defined as an episode that is severe according to the ADA classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c ≤6.5% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes at week 26 and week 104 is presented.",20073814,Percentage of participants,hba1c,1,participant percent,154084105,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes,"Severe or BG confirmed symptomatic hypoglycaemia is defined as an episode that is severe according to the ADA classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c ≤6.5% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes at week 26 and week 104 is presented.",20073814,Percentage of participants,hba1c,1,participant percent,154084106,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes,"Severe or BG confirmed symptomatic hypoglycaemia is defined as an episode that is severe according to the ADA classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c ≤6.5% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes at week 26 and week 104 is presented.",20073814,Percentage of participants,hba1c,1,participant percent,154084107,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes,"Severe or BG confirmed symptomatic hypoglycaemia is defined as an episode that is severe according to the ADA classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c ≤6.5% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes at week 26 and week 104 is presented.",20073814,Percentage of participants,hba1c,1,participant percent,154084108,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes and Without Weight Gain,"Severe or BG confirmed symptomatic hypoglycaemia is defined as an episode that is severe according to the ADA classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c ≤6.5% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes and without weight gain at week 26 and week 104 is presented.",20073815,Percentage of participants,hba1c,1,participant percent,154084109,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes and Without Weight Gain,"Severe or BG confirmed symptomatic hypoglycaemia is defined as an episode that is severe according to the ADA classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c ≤6.5% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes and without weight gain at week 26 and week 104 is presented.",20073815,Percentage of participants,hba1c,1,participant percent,154084110,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes and Without Weight Gain,"Severe or BG confirmed symptomatic hypoglycaemia is defined as an episode that is severe according to the ADA classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c ≤6.5% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes and without weight gain at week 26 and week 104 is presented.",20073815,Percentage of participants,hba1c,1,participant percent,154084111,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes and Without Weight Gain,"Severe or BG confirmed symptomatic hypoglycaemia is defined as an episode that is severe according to the ADA classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c ≤6.5% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes and without weight gain at week 26 and week 104 is presented.",20073815,Percentage of participants,hba1c,1,participant percent,154084112,40994160,OG001
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes and Without Weight Gain,"Severe or BG confirmed symptomatic hypoglycaemia is defined as an episode that is severe according to the ADA classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c ≤6.5% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes and without weight gain at week 26 and week 104 is presented.",20073815,Percentage of participants,hba1c,1,participant percent,154084113,40994159,OG000
NCT02501161,Participants Who Achieved (Yes/no): HbA1c ≤6.5% Without Treatment-emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes and Without Weight Gain,"Severe or BG confirmed symptomatic hypoglycaemia is defined as an episode that is severe according to the ADA classification or BG confirmed by a plasma glucose value <3.1 mmol/L (56 mg/dL) with symptoms consistent with hypoglycaemia. Hypoglycaemic episodes were defined as treatment-emergent if the onset of the episode occurred on or after the first day of trial product administration, and no later than 7 calendar days after the last day on trial product. Percentage of participants who achieved (yes/no) HbA1c ≤6.5% without treatment-emergent severe or BG confirmed symptomatic hypoglycaemic episodes and without weight gain at week 26 and week 104 is presented.",20073815,Percentage of participants,hba1c,1,participant percent,154084114,40994160,OG001
