id,nct_id,outcome_id,result_group_id,ctgov_group_code,classification,category,title,description,units,param_type,param_value,param_value_num,dispersion_type,dispersion_value,dispersion_value_num,dispersion_lower_limit,dispersion_upper_limit,explanation_of_na
270589300,NCT01462266,35426641,62596580,OG000,NA,NA,Change From Baseline in Hemoglobin A1c (A1C) at Week 24,"A1C is measured as the percentage of glycosylated hemoglobin. Change in A1C following 24 weeks of therapy (i.e., A1C at Week 24 minus A1C at baseline)",Percent of total hemoglobin,Least Squares Mean,-1.31,-1.31,95% Confidence Interval,0.98,0.98,-1.43,-1.2,NA
270589301,NCT01462266,35426641,62596581,OG001,NA,NA,Change From Baseline in Hemoglobin A1c (A1C) at Week 24,"A1C is measured as the percentage of glycosylated hemoglobin. Change in A1C following 24 weeks of therapy (i.e., A1C at Week 24 minus A1C at baseline)",Percent of total hemoglobin,Least Squares Mean,-0.87,-0.87,95% Confidence Interval,1.1,1.1,-0.98,-0.75,NA
270589302,NCT01462266,35426642,62596580,OG000,NA,NA,Change From Baseline in Fasting Plasma Glucose (FPG) at Week 24,"Change in FPG (before breakfast) following 24 weeks of therapy (i.e., FPG at Week 24 minus FPG at baseline)",mg/dL,Least Squares Mean,-55.5,-55.5,95% Confidence Interval,52,52,-61.1,-49.9,NA
270589303,NCT01462266,35426642,62596581,OG001,NA,NA,Change From Baseline in Fasting Plasma Glucose (FPG) at Week 24,"Change in FPG (before breakfast) following 24 weeks of therapy (i.e., FPG at Week 24 minus FPG at baseline)",mg/dL,Least Squares Mean,-44.8,-44.8,95% Confidence Interval,62.4,62.4,-50.4,-39.2,NA
270589304,NCT01462266,35426643,62596580,OG000,NA,NA,Percent of Participants Achieving Fasting Glucose Target at Any Time During the Study,The fasting glucose target was defined as 3 consecutive days with a fingerstick glucose of 72 to 100 mg/dL (4.0 - 5.6 mmol/L).,Percentage of participants,Number,77.4,77.4,95% Confidence Interval,NA,NA,72.6,82.2,NA
270589305,NCT01462266,35426643,62596581,OG001,NA,NA,Percent of Participants Achieving Fasting Glucose Target at Any Time During the Study,The fasting glucose target was defined as 3 consecutive days with a fingerstick glucose of 72 to 100 mg/dL (4.0 - 5.6 mmol/L).,Percentage of participants,Number,74.1,74.1,95% Confidence Interval,NA,NA,69,79.2,NA
270589306,NCT01462266,35426644,62596580,OG000,NA,NA,Time to Achieve the Fasting Glucose Target,Fasting glucose target 3 consecutive days with a fingerstick glucose of 72 to 100 mg/dL (4.0 - 5.6 mmol/L). This analysis was the Kaplan-Meier estimated 50th percentile of time (days) to first attainment of target.,Days to first attainment of target,Median,78,78,95% Confidence Interval,NA,NA,64,85,NA
270589307,NCT01462266,35426644,62596581,OG001,NA,NA,Time to Achieve the Fasting Glucose Target,Fasting glucose target 3 consecutive days with a fingerstick glucose of 72 to 100 mg/dL (4.0 - 5.6 mmol/L). This analysis was the Kaplan-Meier estimated 50th percentile of time (days) to first attainment of target.,Days to first attainment of target,Median,90,90,95% Confidence Interval,NA,NA,80,107,NA
267204686,NCT01296412,34982837,61978266,OG000,NA,NA,Change From Baseline in Hemoglobin A1c (A1C),"A1C is measured as percent. Thus, this change from baseline reflects the Week 26 A1C percent minus the Week 0 A1C percent.",percent,Least Squares Mean,-1.32,-1.32,95% Confidence Interval,1.06,1.06,-1.42,-1.23,NA
267204687,NCT01296412,34982837,61978267,OG001,NA,NA,Change From Baseline in Hemoglobin A1c (A1C),"A1C is measured as percent. Thus, this change from baseline reflects the Week 26 A1C percent minus the Week 0 A1C percent.",percent,Least Squares Mean,-1.42,-1.42,95% Confidence Interval,1.04,1.04,-1.51,-1.32,NA
267204688,NCT01296412,34982838,61978266,OG000,NA,NA,Change From Baseline in Fasting Plasma Glucose (FPG),Change from baseline at Week 26 is defined as Week 26 minus Week 0.,mg/dL,Least Squares Mean,-33.7,-33.7,95% Confidence Interval,46.2,46.2,-37.5,-29.9,NA
267204689,NCT01296412,34982838,61978267,OG001,NA,NA,Change From Baseline in Fasting Plasma Glucose (FPG),Change from baseline at Week 26 is defined as Week 26 minus Week 0.,mg/dL,Least Squares Mean,-39.6,-39.6,95% Confidence Interval,40.3,40.3,-43.6,-35.7,NA
267204690,NCT01296412,34982839,61978266,OG000,NA,NA,Percentage of Participants Reaching A1C Goal of <7.0%,NA,percentage of participants,Number,62.8,62.8,NA,NA,NA,NA,NA,NA
267204691,NCT01296412,34982839,61978267,OG001,NA,NA,Percentage of Participants Reaching A1C Goal of <7.0%,NA,percentage of participants,Number,72.3,72.3,NA,NA,NA,NA,NA,NA
267204692,NCT01296412,34982840,61978266,OG000,NA,NA,Percentage of Participants Reaching A1C Goal of <6.5%,NA,percentage of participants,Number,33.8,33.8,NA,NA,NA,NA,NA,NA
267204693,NCT01296412,34982840,61978267,OG001,NA,NA,Percentage of Participants Reaching A1C Goal of <6.5%,NA,percentage of participants,Number,38.3,38.3,NA,NA,NA,NA,NA,NA
269192217,NCT02738879,35222088,62280275,OG000,NA,NA,Change From Baseline in A1C at Week 30,"A1C is blood marker used to report average blood glucose levels over prolonged periods of time. Percentage A1C is the ratio of glycated hemoglobin to total hemoglobin x 100. Thus, this change from baseline reflects the Week 30 A1C minus the Week 0 A1C.",Percent A1C,Least Squares Mean,-1.88,-1.88,95% Confidence Interval,-1.98,-1.98,-1.98,-1.78,NA
269192218,NCT02738879,35222088,62280276,OG001,NA,NA,Change From Baseline in A1C at Week 30,"A1C is blood marker used to report average blood glucose levels over prolonged periods of time. Percentage A1C is the ratio of glycated hemoglobin to total hemoglobin x 100. Thus, this change from baseline reflects the Week 30 A1C minus the Week 0 A1C.",Percent A1C,Least Squares Mean,-1.42,-1.42,95% Confidence Interval,-1.52,-1.52,-1.52,-1.32,NA
269192219,NCT02738879,35222089,62280275,OG000,NA,NA,Event Rate of Documented Symptomatic Hypoglycemia With Blood Glucose ≤70 mg/dL (≤3.9 mmol/L),"Documented symptomatic hypoglycemia is defined as an event during which typical symptoms of hypoglycemia are accompanied by a measured (e.g., by fingerstick) plasma glucose concentration ≤70 mg/dL (≤3.9 mmol/L). The event rate was the total number of events divided by follow-up time (participant-years), including multiple events from the same participant.",Events/Participant-Years,Number,1.55,1.55,95% Confidence Interval,1.22,1.22,1.22,1.96,NA
269192220,NCT02738879,35222089,62280276,OG001,NA,NA,Event Rate of Documented Symptomatic Hypoglycemia With Blood Glucose ≤70 mg/dL (≤3.9 mmol/L),"Documented symptomatic hypoglycemia is defined as an event during which typical symptoms of hypoglycemia are accompanied by a measured (e.g., by fingerstick) plasma glucose concentration ≤70 mg/dL (≤3.9 mmol/L). The event rate was the total number of events divided by follow-up time (participant-years), including multiple events from the same participant.",Events/Participant-Years,Number,2.12,2.12,95% Confidence Interval,1.7,1.7,1.7,2.66,NA
269192221,NCT02738879,35222090,62280275,OG000,NA,NA,Percentage of Participants Who Discontinued Study Drug Due to an AE,"An AE is defined as any unfavorable and unintended sign including an abnormal laboratory finding, symptom or disease associated with the use of a medical treatment or procedure, regardless of whether it is considered related to the medical treatment or procedure, that occurs during the course of the study.",Percentage of participants,Number,1.3,1.3,NA,NA,NA,NA,NA,NA
269192222,NCT02738879,35222090,62280276,OG001,NA,NA,Percentage of Participants Who Discontinued Study Drug Due to an AE,"An AE is defined as any unfavorable and unintended sign including an abnormal laboratory finding, symptom or disease associated with the use of a medical treatment or procedure, regardless of whether it is considered related to the medical treatment or procedure, that occurs during the course of the study.",Percentage of participants,Number,1.6,1.6,NA,NA,NA,NA,NA,NA
269192223,NCT02738879,35222091,62280275,OG000,NA,NA,Percentage of Participants With Events of Documented Symptomatic Hypoglycemia With Blood Glucose ≤70 mg/dL (≤3.9 mmol/L),"Documented symptomatic hypoglycemia is defined as an event during which typical symptoms of hypoglycemia are accompanied by a measured (e.g., by fingerstick) plasma glucose concentration ≤70 mg/dL (≤3.9 mmol/L). The incidence (number of participants with ≥1 event divided by number of participants) of documented symptomatic hypoglycemia was determined.",Percentage of participants,Number,33.5,33.5,95% Confidence Interval,28.5,28.5,28.5,38.6,NA
269192224,NCT02738879,35222091,62280276,OG001,NA,NA,Percentage of Participants With Events of Documented Symptomatic Hypoglycemia With Blood Glucose ≤70 mg/dL (≤3.9 mmol/L),"Documented symptomatic hypoglycemia is defined as an event during which typical symptoms of hypoglycemia are accompanied by a measured (e.g., by fingerstick) plasma glucose concentration ≤70 mg/dL (≤3.9 mmol/L). The incidence (number of participants with ≥1 event divided by number of participants) of documented symptomatic hypoglycemia was determined.",Percentage of participants,Number,37.7,37.7,95% Confidence Interval,32.7,32.7,32.7,42.6,NA
269192225,NCT02738879,35222092,62280275,OG000,NA,NA,Change From Baseline in Total Daily Insulin Dose (Units) at Week 30,"Change from baseline reflects the Week 30 total daily insulin dose minus the Week 0 total daily insulin dose. The Week 0 total daily insulin dose was 0, by definition, because insulin was not administered at baseline.",Insulin Units,Least Squares Mean,53.2,53.2,95% Confidence Interval,48.5,48.5,48.5,58,NA
269192226,NCT02738879,35222092,62280276,OG001,NA,NA,Change From Baseline in Total Daily Insulin Dose (Units) at Week 30,"Change from baseline reflects the Week 30 total daily insulin dose minus the Week 0 total daily insulin dose. The Week 0 total daily insulin dose was 0, by definition, because insulin was not administered at baseline.",Insulin Units,Least Squares Mean,61.3,61.3,95% Confidence Interval,56.5,56.5,56.5,66,NA
269192227,NCT02738879,35222093,62280275,OG000,NA,NA,Event Rate of Documented Hypoglycemia With Blood Glucose ≤70 mg/dL (≤3.9 mmol/L),"Documented hypoglycemia is defined by a measured (e.g., by fingerstick) plasma glucose concentration ≤70 mg/dL (≤3.9 mmol/L). The event rate was the total number of events divided by follow-up time (participant-years), including multiple events from the same participant.",Events/Participant-Years,Number,5.05,5.05,95% Confidence Interval,4.34,4.34,4.34,5.88,NA
269192228,NCT02738879,35222093,62280276,OG001,NA,NA,Event Rate of Documented Hypoglycemia With Blood Glucose ≤70 mg/dL (≤3.9 mmol/L),"Documented hypoglycemia is defined by a measured (e.g., by fingerstick) plasma glucose concentration ≤70 mg/dL (≤3.9 mmol/L). The event rate was the total number of events divided by follow-up time (participant-years), including multiple events from the same participant.",Events/Participant-Years,Number,6.21,6.21,95% Confidence Interval,5.33,5.33,5.33,7.24,NA
269192229,NCT02738879,35222094,62280275,OG000,NA,NA,Event Rate of Documented Hypoglycemia With Blood Glucose <56 mg/dL (≤3.1 mmol/L),"Documented hypoglycemia is defined by a measured (e.g., by fingerstick) plasma glucose concentration <56 mg/dL (≤3.1 mmol/L). The event rate was the total number of events divided by follow-up time (participant-years), including multiple events from the same participant.",Events/Participant-Years,Number,0.3,0.3,95% Confidence Interval,0.2,0.2,0.2,0.45,NA
269192230,NCT02738879,35222094,62280276,OG001,NA,NA,Event Rate of Documented Hypoglycemia With Blood Glucose <56 mg/dL (≤3.1 mmol/L),"Documented hypoglycemia is defined by a measured (e.g., by fingerstick) plasma glucose concentration <56 mg/dL (≤3.1 mmol/L). The event rate was the total number of events divided by follow-up time (participant-years), including multiple events from the same participant.",Events/Participant-Years,Number,0.36,0.36,95% Confidence Interval,0.25,0.25,0.25,0.53,NA
269192231,NCT02738879,35222095,62280275,OG000,NA,NA,Percentage of Participants With Documented Hypoglycemia With Blood Glucose <56 mg/dL (≤3.1 mmol/L),"Documented hypoglycemia is defined by a measured (e.g., by fingerstick) plasma glucose concentration <56 mg/dL (≤3.1 mmol/L).",Percentage of participants,Number,12.4,12.4,95% Confidence Interval,8.9,8.9,8.9,15.8,NA
269192232,NCT02738879,35222095,62280276,OG001,NA,NA,Percentage of Participants With Documented Hypoglycemia With Blood Glucose <56 mg/dL (≤3.1 mmol/L),"Documented hypoglycemia is defined by a measured (e.g., by fingerstick) plasma glucose concentration <56 mg/dL (≤3.1 mmol/L).",Percentage of participants,Number,13.6,13.6,95% Confidence Interval,10,10,10,17.2,NA
269192233,NCT02738879,35222096,62280275,OG000,NA,NA,Percentage of Participants With A1C Goal <7.0% (<53 mmol/Mol) at Week 30,A1C is blood marker used to report average blood glucose levels over prolonged periods of time. Percentage A1C is the ratio of glycated hemoglobin to total hemoglobin x 100.,Percentage of participants,Number,54.2,54.2,NA,NA,NA,NA,NA,NA
269192234,NCT02738879,35222096,62280276,OG001,NA,NA,Percentage of Participants With A1C Goal <7.0% (<53 mmol/Mol) at Week 30,A1C is blood marker used to report average blood glucose levels over prolonged periods of time. Percentage A1C is the ratio of glycated hemoglobin to total hemoglobin x 100.,Percentage of participants,Number,35.4,35.4,NA,NA,NA,NA,NA,NA
269192235,NCT02738879,35222097,62280275,OG000,NA,NA,Change From Baseline in Fasting Plasma Glucose (FPG) at Week 30,"Blood glucose was measured on a fasting basis. Blood was drawn at predose on Day 1 and after 30 weeks of treatment to determine change in plasma glucose levels (i.e., FPG at Week 30 minus FPG at Week 0).",mg/dL,Least Squares Mean,-84.8,-84.8,95% Confidence Interval,-90,-90,-90,-79.6,NA
269192236,NCT02738879,35222097,62280276,OG001,NA,NA,Change From Baseline in Fasting Plasma Glucose (FPG) at Week 30,"Blood glucose was measured on a fasting basis. Blood was drawn at predose on Day 1 and after 30 weeks of treatment to determine change in plasma glucose levels (i.e., FPG at Week 30 minus FPG at Week 0).",mg/dL,Least Squares Mean,-78.3,-78.3,95% Confidence Interval,-83.5,-83.5,-83.5,-73.1,NA
269192237,NCT02738879,35222098,62280275,OG000,NA,NA,Percentage of Participants Who Experienced One or More Adverse Events (AEs),"An AE is defined as any unfavorable and unintended sign including an abnormal laboratory finding, symptom or disease associated with the use of a medical treatment or procedure, regardless of whether it is considered related to the medical treatment or procedure, that occurs during the course of the study.",Percentage of participants,Number,57.9,57.9,NA,NA,NA,NA,NA,NA
269192238,NCT02738879,35222098,62280276,OG001,NA,NA,Percentage of Participants Who Experienced One or More Adverse Events (AEs),"An AE is defined as any unfavorable and unintended sign including an abnormal laboratory finding, symptom or disease associated with the use of a medical treatment or procedure, regardless of whether it is considered related to the medical treatment or procedure, that occurs during the course of the study.",Percentage of participants,Number,60,60,NA,NA,NA,NA,NA,NA
269192239,NCT02738879,35222099,62280275,OG000,NA,NA,Event Rate of Documented Symptomatic Hypoglycemia With Blood Glucose <56 mg/dL (≤3.1 mmol/L),"Documented symptomatic hypoglycemia is defined as an event during which typical symptoms of hypoglycemia are accompanied by a measured (e.g., by fingerstick) plasma glucose concentration <56 mg/dL (≤3.1 mmol/L). The event rate was the total number of events divided by follow-up time (participant-years), including multiple events from the same participant.",Events/Participant-Years,Number,0.17,0.17,95% Confidence Interval,0.1,0.1,0.1,0.28,NA
269192240,NCT02738879,35222099,62280276,OG001,NA,NA,Event Rate of Documented Symptomatic Hypoglycemia With Blood Glucose <56 mg/dL (≤3.1 mmol/L),"Documented symptomatic hypoglycemia is defined as an event during which typical symptoms of hypoglycemia are accompanied by a measured (e.g., by fingerstick) plasma glucose concentration <56 mg/dL (≤3.1 mmol/L). The event rate was the total number of events divided by follow-up time (participant-years), including multiple events from the same participant.",Events/Participant-Years,Number,0.22,0.22,95% Confidence Interval,0.14,0.14,0.14,0.36,NA
269192241,NCT02738879,35222100,62280275,OG000,NA,NA,Percentage of Participants With Documented Hypoglycemia With Blood Glucose ≤70 mg/dL (≤3.9 mmol/L),"Documented hypoglycemia is defined by a measured (e.g., by fingerstick) plasma glucose concentration ≤70 mg/dL (≤3.9 mmol/L).",Percentage of participants,Number,66.8,66.8,95% Confidence Interval,61.9,61.9,61.9,71.7,NA
269192242,NCT02738879,35222100,62280276,OG001,NA,NA,Percentage of Participants With Documented Hypoglycemia With Blood Glucose ≤70 mg/dL (≤3.9 mmol/L),"Documented hypoglycemia is defined by a measured (e.g., by fingerstick) plasma glucose concentration ≤70 mg/dL (≤3.9 mmol/L).",Percentage of participants,Number,68,68,95% Confidence Interval,63.2,63.2,63.2,72.9,NA
269192243,NCT02738879,35222101,62280275,OG000,NA,NA,Percentage of Participants With Documented Symptomatic Hypoglycemia With Blood Glucose <56 mg/dL (≤3.1 mmol/L),"Documented symptomatic hypoglycemia is defined as an event during which typical symptoms of hypoglycemia are accompanied by a measured (e.g., by fingerstick) plasma glucose concentration <56 mg/dL (≤3.1 mmol/L).",Percentage of participants,Number,7.6,7.6,95% Confidence Interval,4.9,4.9,4.9,10.3,NA
269192244,NCT02738879,35222101,62280276,OG001,NA,NA,Percentage of Participants With Documented Symptomatic Hypoglycemia With Blood Glucose <56 mg/dL (≤3.1 mmol/L),"Documented symptomatic hypoglycemia is defined as an event during which typical symptoms of hypoglycemia are accompanied by a measured (e.g., by fingerstick) plasma glucose concentration <56 mg/dL (≤3.1 mmol/L).",Percentage of participants,Number,8.3,8.3,95% Confidence Interval,5.4,5.4,5.4,11.2,NA
269192245,NCT02738879,35222102,62280275,OG000,NA,NA,Percentage of Participants With A1C Goal <7.0% (<53 mmol/Mol at Week 30 and No Documented Hypoglycemia With Blood Glucose ≤70 mg/dL (≤3.9 mmol/L) up to Week 30,A1C is blood marker used to report average blood glucose levels over prolonged periods of time. Percentage A1C is the ratio of glycated hemoglobin to total hemoglobin x 100.,Percentage of participants,Number,15.3,15.3,NA,NA,NA,NA,NA,NA
269192246,NCT02738879,35222102,62280276,OG001,NA,NA,Percentage of Participants With A1C Goal <7.0% (<53 mmol/Mol at Week 30 and No Documented Hypoglycemia With Blood Glucose ≤70 mg/dL (≤3.9 mmol/L) up to Week 30,A1C is blood marker used to report average blood glucose levels over prolonged periods of time. Percentage A1C is the ratio of glycated hemoglobin to total hemoglobin x 100.,Percentage of participants,Number,10,10,NA,NA,NA,NA,NA,NA
267878691,NCT00813995,35060900,62079686,OG000,NA,NA,Change From Baseline in Hemoglobin A1c (A1C) at Week 24,"A1C is measured as percent. Thus, this change from baseline reflects the Week 24 A1C percent minus the Week 0 A1C percent.",Percent,Least Squares Mean,-1.02,-1.02,95% Confidence Interval,0.99,0.99,-1.16,-0.87,NA
267878692,NCT00813995,35060900,62079687,OG001,NA,NA,Change From Baseline in Hemoglobin A1c (A1C) at Week 24,"A1C is measured as percent. Thus, this change from baseline reflects the Week 24 A1C percent minus the Week 0 A1C percent.",Percent,Least Squares Mean,-0.14,-0.14,95% Confidence Interval,1.22,1.22,-0.28,0.01,NA
267878693,NCT00813995,35060901,62079688,OG000,NA,NA,Change From Baseline in Hemoglobin A1c (A1C) at Week 24 for Participants on Metformin 1000 mg/Day,"A1C is measured as percent. Thus, this change from baseline reflects the Week 24 A1C percent minus the Week 0 A1C percent.",Percent,Least Squares Mean,-0.84,-0.84,95% Confidence Interval,1.09,1.09,-1.07,-0.62,NA
267878694,NCT00813995,35060901,62079689,OG001,NA,NA,Change From Baseline in Hemoglobin A1c (A1C) at Week 24 for Participants on Metformin 1000 mg/Day,"A1C is measured as percent. Thus, this change from baseline reflects the Week 24 A1C percent minus the Week 0 A1C percent.",Percent,Least Squares Mean,-0.01,-0.01,95% Confidence Interval,1.31,1.31,-0.23,0.2,NA
267878695,NCT00813995,35060902,62079690,OG000,NA,NA,Change From Baseline in Hemoglobin A1c (A1C) at Week 24 for Participants on Metformin 1700 mg/Day,"A1C is measured as percent. Thus, this change from baseline reflects the Week 24 A1C percent minus the Week 0 A1C percent.",Percent,Least Squares Mean,-1.14,-1.14,95% Confidence Interval,0.88,0.88,-1.35,-0.93,NA
267878696,NCT00813995,35060902,62079691,OG001,NA,NA,Change From Baseline in Hemoglobin A1c (A1C) at Week 24 for Participants on Metformin 1700 mg/Day,"A1C is measured as percent. Thus, this change from baseline reflects the Week 24 A1C percent minus the Week 0 A1C percent.",Percent,Least Squares Mean,-0.21,-0.21,95% Confidence Interval,1.12,1.12,-0.43,0.02,NA
267878697,NCT00813995,35060903,62079686,OG000,NA,NA,Change From Baseline in 2-hour Post-meal Glucose (PMG) at Week 24,Change from baseline at Week 24 is defined as Week 24 minus Week 0.,mg/dL,Least Squares Mean,-43.4,-43.4,95% Confidence Interval,57.3,57.3,-51.5,-35.3,NA
267878698,NCT00813995,35060903,62079687,OG001,NA,NA,Change From Baseline in 2-hour Post-meal Glucose (PMG) at Week 24,Change from baseline at Week 24 is defined as Week 24 minus Week 0.,mg/dL,Least Squares Mean,-10,-10,95% Confidence Interval,60,60,-18.4,-1.7,NA
267878699,NCT00813995,35060904,62079686,OG000,NA,NA,Change From Baseline in Fasting Plasma Glucose (FPG) at Week 24,Change from baseline at Week 24 is defined as Week 24 minus Week 0.,mg/dL,Least Squares Mean,-20.3,-20.3,95% Confidence Interval,39.1,39.1,-26.2,-14.5,NA
267878700,NCT00813995,35060904,62079687,OG001,NA,NA,Change From Baseline in Fasting Plasma Glucose (FPG) at Week 24,Change from baseline at Week 24 is defined as Week 24 minus Week 0.,mg/dL,Least Squares Mean,0.5,0.5,95% Confidence Interval,40.1,40.1,-5.3,6.4,NA
270018277,NCT01042977,35327964,62433742,OG000,NA,NA,Adjusted Mean Change in HbA1c Levels,"To compare the glycemic efficacy of dapagliflozin 10 mg versus placebo when added to usual care in type 2 diabetes patients with cardiovascular disease, measured as the mean change in HbA1c from baseline to week 24.",Percent,Least Squares Mean,-0.33,-0.33,95% Confidence Interval,0.0434,0.0434,-0.42,-0.25,NA
270018278,NCT01042977,35327964,62433743,OG001,NA,NA,Adjusted Mean Change in HbA1c Levels,"To compare the glycemic efficacy of dapagliflozin 10 mg versus placebo when added to usual care in type 2 diabetes patients with cardiovascular disease, measured as the mean change in HbA1c from baseline to week 24.",Percent,Least Squares Mean,0.07,0.07,95% Confidence Interval,NA,NA,-0.02,0.15,NA
270018279,NCT01042977,35327965,62433742,OG000,NA,NA,Proportion of Responders Meeting All Criteria of a 3-item Endpoint of Clinical Benefit,"To compare the clinical benefit of dapagliflozin 10 mg versus placebo when added to usual care in type 2 diabetes patients with cardiovascular disease at week 24, measured as the proportion of responders for a 3-item endpoint of clinical benefit, defined as an absolute drop of 0.5% or more from baseline HbA1c, and a relative drop of 3% or more from baseline for total body weight, and an absolute drop of 3 mmHg or more from baseline in seated systolic blood pressure.",Percentage of participants,Number,10,10,95% Confidence Interval,0.7,0.7,7.3,12.8,NA
270018280,NCT01042977,35327965,62433743,OG001,NA,NA,Proportion of Responders Meeting All Criteria of a 3-item Endpoint of Clinical Benefit,"To compare the clinical benefit of dapagliflozin 10 mg versus placebo when added to usual care in type 2 diabetes patients with cardiovascular disease at week 24, measured as the proportion of responders for a 3-item endpoint of clinical benefit, defined as an absolute drop of 0.5% or more from baseline HbA1c, and a relative drop of 3% or more from baseline for total body weight, and an absolute drop of 3 mmHg or more from baseline in seated systolic blood pressure.",Percentage of participants,Number,1.9,1.9,95% Confidence Interval,7.3,7.3,0.7,3.2,NA
270018281,NCT01042977,35327966,62433742,OG000,NA,NA,Adjusted Mean Percent Change in Body Weight,To compare the mean percent change in body weight from baseline to week 24 between dapagliflozin 10 mg versus placebo.,Percentage of Body Weight,Least Squares Mean,-2.53,-2.53,95% Confidence Interval,0.177,0.177,-2.87,-2.18,NA
270018282,NCT01042977,35327966,62433743,OG001,NA,NA,Adjusted Mean Percent Change in Body Weight,To compare the mean percent change in body weight from baseline to week 24 between dapagliflozin 10 mg versus placebo.,Percentage of Body Weight,Least Squares Mean,-0.61,-0.61,95% Confidence Interval,0.1736,0.1736,-0.96,-0.26,NA
270018283,NCT01042977,35327967,62433742,OG000,NA,NA,Proportion of Participants With a Reduction From Baseline of 5% or More in Body Weight in Participants With Baseline BMI ≥27 kg/m²,To compare the proportion of participants with BMI baseline ≥27 kg/m2 with a reduction from baseline of 5% or more in body weight with dapagliflozin 10 mg versus placebo from baseline to week 24. Least Squares Mean represents the percent of participants adjusted for baseline body weight and age stratum.,Percentage of participants,Least Squares Mean,18.4,18.4,95% Confidence Interval,1.051,1.051,14.8,22.1,NA
270018284,NCT01042977,35327967,62433743,OG001,NA,NA,Proportion of Participants With a Reduction From Baseline of 5% or More in Body Weight in Participants With Baseline BMI ≥27 kg/m²,To compare the proportion of participants with BMI baseline ≥27 kg/m2 with a reduction from baseline of 5% or more in body weight with dapagliflozin 10 mg versus placebo from baseline to week 24. Least Squares Mean represents the percent of participants adjusted for baseline body weight and age stratum.,Percentage of participants,Least Squares Mean,4.8,4.8,95% Confidence Interval,1.876,1.876,2.8,6.9,NA
270018285,NCT01042977,35327968,62433742,OG000,NA,NA,Adjusted Mean Change in Systolic Blood Pressure at Week 8 (LOCF),To compare the mean change in seated systolic blood pressure from baseline to week 8 between dapagliflozin 10 mg versus placebo.,mmHg,Least Squares Mean,-1.85,-1.85,95% Confidence Interval,0.7105,0.7105,-3.25,-0.45,NA
270018286,NCT01042977,35327968,62433743,OG001,NA,NA,Adjusted Mean Change in Systolic Blood Pressure at Week 8 (LOCF),To compare the mean change in seated systolic blood pressure from baseline to week 8 between dapagliflozin 10 mg versus placebo.,mmHg,Least Squares Mean,0.86,0.86,95% Confidence Interval,0.7135,0.7135,-0.53,2.26,NA
270018287,NCT01042977,35327969,62433742,OG000,NA,NA,Adjusted Mean Change in Seated Systolic Blood Pressure at Week 24 (LOCF),To compare the mean change in seated systolic blood pressure from baseline to week 24 between dapagliflozin 10 mg versus placebo.,mmHg,Least Squares Mean,-2.7,-2.7,95% Confidence Interval,0.7109,0.7109,-4.1,-1.3,NA
270018288,NCT01042977,35327969,62433743,OG001,NA,NA,Adjusted Mean Change in Seated Systolic Blood Pressure at Week 24 (LOCF),To compare the mean change in seated systolic blood pressure from baseline to week 24 between dapagliflozin 10 mg versus placebo.,mmHg,Least Squares Mean,0.32,0.32,95% Confidence Interval,0.714,0.714,-1.07,1.72,NA
270018289,NCT01042977,35327970,62433742,OG000,NA,NA,Adjusted Mean Change in Seated Systolic Blood Pressure (SBP) at Week 8 (LOCF) in Participants With Baseline SBP>=130 mmHg,To compare the mean change in seated systolic blood pressure (SBP) in participants with baseline seated SBP ≥130 mmHg achieved with dapagliflozin versus placebo from baseline to week 8.,mmHg,Least Squares Mean,-5.33,-5.33,95% Confidence Interval,0.8612,0.8612,-7.02,-3.64,NA
270018290,NCT01042977,35327970,62433743,OG001,NA,NA,Adjusted Mean Change in Seated Systolic Blood Pressure (SBP) at Week 8 (LOCF) in Participants With Baseline SBP>=130 mmHg,To compare the mean change in seated systolic blood pressure (SBP) in participants with baseline seated SBP ≥130 mmHg achieved with dapagliflozin versus placebo from baseline to week 8.,mmHg,Least Squares Mean,-1.89,-1.89,95% Confidence Interval,0.8612,0.8612,-3.58,-0.2,NA
267451426,NCT01189890,35011511,62015707,OG000,NA,NA,Least Squares (LS) Mean Change From Baseline in Hemoglobin A1c (HbA1c) at Week 30,Participant whole blood samples were collected at baseline and Week 30 to determine the LS mean HbA1c change from baseline. HbA1c is a measure of the percentage of glycated hemoglobin in the blood and provides an indication of participant blood glucose control in the 2 to 3 months prior to the evaluation.,Percentage of HbA1c,Least Squares Mean,-0.32,-0.32,95% Confidence Interval,0.78,0.78,-0.51,-0.14,NA
267451427,NCT01189890,35011511,62015708,OG001,NA,NA,Least Squares (LS) Mean Change From Baseline in Hemoglobin A1c (HbA1c) at Week 30,Participant whole blood samples were collected at baseline and Week 30 to determine the LS mean HbA1c change from baseline. HbA1c is a measure of the percentage of glycated hemoglobin in the blood and provides an indication of participant blood glucose control in the 2 to 3 months prior to the evaluation.,Percentage of HbA1c,Least Squares Mean,-0.51,-0.51,95% Confidence Interval,0.89,0.89,-0.69,-0.33,NA
