nct_id,nct_id2,outcome,models,row,col,r
NCT00838903,NCT00838903,ae_sae,glm,sex,arm_f_2_uaa10384:sex,-0.804
NCT00838903,NCT00838903,ae_sae,glm,age10:arm_f_2_uaa10381,arm_f_2_uaa10384:sex,-0.105
NCT00838903,NCT00838903,ae_sae,glm,age10:arm_f_2_uaa10382,arm_f_2_uaa10384:sex,-0.102
NCT00838903,NCT00838903,ae_sae,glm,age10:arm_f_2_uaa10384,arm_f_2_uaa10384:sex,-0.111
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10381:sex,arm_f_2_uaa10384:sex,0.675
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10382:sex,arm_f_2_uaa10384:sex,0.679
NCT00838903,NCT00838903,ae_sae,glmnb,(Intercept),age10,-0.976
NCT00838903,NCT00838903,ae_sae,glmnb,(Intercept),arm_f_2_uaa10381,-0.853
NCT00838903,NCT00838903,ae_sae,glmnb,age10,arm_f_2_uaa10381,0.833
NCT00838903,NCT00838903,ae_sae,glmnb,(Intercept),arm_f_2_uaa10382,-0.833
NCT00838903,NCT00838903,ae_sae,glmnb,age10,arm_f_2_uaa10382,0.813
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10381,arm_f_2_uaa10382,0.711
NCT00838903,NCT00838903,ae_sae,glmnb,(Intercept),arm_f_2_uaa10384,-0.841
NCT00838903,NCT00838903,ae_sae,glmnb,age10,arm_f_2_uaa10384,0.82
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10381,arm_f_2_uaa10384,0.718
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10382,arm_f_2_uaa10384,0.701
NCT00838903,NCT00838903,ae_sae,glmnb,(Intercept),sex,0.003
NCT00838903,NCT00838903,ae_sae,glmnb,age10,sex,-0.154
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10381,sex,-0.003
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10382,sex,-0.003
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10384,sex,-0.003
NCT00838903,NCT00838903,ae_sae,glmnb,(Intercept),age10:arm_f_2_uaa10381,0.832
NCT00838903,NCT00838903,ae_sae,glmnb,age10,age10:arm_f_2_uaa10381,-0.853
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10381,age10:arm_f_2_uaa10381,-0.977
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10382,age10:arm_f_2_uaa10381,-0.693
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10384,age10:arm_f_2_uaa10381,-0.699
NCT00838903,NCT00838903,ae_sae,glmnb,sex,age10:arm_f_2_uaa10381,0.131
NCT00838903,NCT00838903,ae_sae,glmnb,(Intercept),age10:arm_f_2_uaa10382,0.809
NCT00838903,NCT00838903,ae_sae,glmnb,age10,age10:arm_f_2_uaa10382,-0.829
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10381,age10:arm_f_2_uaa10382,-0.69
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10382,age10:arm_f_2_uaa10382,-0.975
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10384,age10:arm_f_2_uaa10382,-0.68
NCT00838903,NCT00838903,ae_sae,glmnb,sex,age10:arm_f_2_uaa10382,0.127
NCT00838903,NCT00838903,ae_sae,glmnb,age10:arm_f_2_uaa10381,age10:arm_f_2_uaa10382,0.707
NCT00838903,NCT00838903,ae_sae,glmnb,(Intercept),age10:arm_f_2_uaa10384,0.804
NCT00838903,NCT00838903,ae_sae,glmnb,age10,age10:arm_f_2_uaa10384,-0.824
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10381,age10:arm_f_2_uaa10384,-0.686
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10382,age10:arm_f_2_uaa10384,-0.67
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10384,age10:arm_f_2_uaa10384,-0.976
NCT00838903,NCT00838903,ae_sae,glmnb,sex,age10:arm_f_2_uaa10384,0.127
NCT00838903,NCT00838903,ae_sae,glmnb,age10:arm_f_2_uaa10381,age10:arm_f_2_uaa10384,0.703
NCT00838903,NCT00838903,ae_sae,glmnb,age10:arm_f_2_uaa10382,age10:arm_f_2_uaa10384,0.684
NCT00838903,NCT00838903,ae_sae,glmnb,(Intercept),arm_f_2_uaa10381:sex,-0.003
NCT00838903,NCT00838903,ae_sae,glmnb,age10,arm_f_2_uaa10381:sex,0.129
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10381,arm_f_2_uaa10381:sex,-0.049
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10382,arm_f_2_uaa10381:sex,0.002
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10384,arm_f_2_uaa10381:sex,0.002
NCT00838903,NCT00838903,ae_sae,glmnb,sex,arm_f_2_uaa10381:sex,-0.839
NCT00838903,NCT00838903,ae_sae,glmnb,age10:arm_f_2_uaa10381,arm_f_2_uaa10381:sex,-0.086
NCT00838903,NCT00838903,ae_sae,glmnb,age10:arm_f_2_uaa10382,arm_f_2_uaa10381:sex,-0.107
NCT00838903,NCT00838903,ae_sae,glmnb,age10:arm_f_2_uaa10384,arm_f_2_uaa10381:sex,-0.106
NCT00838903,NCT00838903,ae_sae,glmnb,(Intercept),arm_f_2_uaa10382:sex,-0.003
NCT00838903,NCT00838903,ae_sae,glmnb,age10,arm_f_2_uaa10382:sex,0.13
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10381,arm_f_2_uaa10382:sex,0.002
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10382,arm_f_2_uaa10382:sex,-0.01
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10384,arm_f_2_uaa10382:sex,0.002
NCT00838903,NCT00838903,ae_sae,glmnb,sex,arm_f_2_uaa10382:sex,-0.845
NCT00838903,NCT00838903,ae_sae,glmnb,age10:arm_f_2_uaa10381,arm_f_2_uaa10382:sex,-0.111
NCT00838903,NCT00838903,ae_sae,glmnb,age10:arm_f_2_uaa10382,arm_f_2_uaa10382:sex,-0.144
NCT00838903,NCT00838903,ae_sae,glmnb,age10:arm_f_2_uaa10384,arm_f_2_uaa10382:sex,-0.107
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10381:sex,arm_f_2_uaa10382:sex,0.709
NCT00838903,NCT00838903,ae_sae,glmnb,(Intercept),arm_f_2_uaa10384:sex,-0.003
NCT00838903,NCT00838903,ae_sae,glmnb,age10,arm_f_2_uaa10384:sex,0.124
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10381,arm_f_2_uaa10384:sex,0.002
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10382,arm_f_2_uaa10384:sex,0.002
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10384,arm_f_2_uaa10384:sex,-0.027
NCT00838903,NCT00838903,ae_sae,glmnb,sex,arm_f_2_uaa10384:sex,-0.804
NCT00838903,NCT00838903,ae_sae,glmnb,age10:arm_f_2_uaa10381,arm_f_2_uaa10384:sex,-0.105
NCT00838903,NCT00838903,ae_sae,glmnb,age10:arm_f_2_uaa10382,arm_f_2_uaa10384:sex,-0.103
NCT00838903,NCT00838903,ae_sae,glmnb,age10:arm_f_2_uaa10384,arm_f_2_uaa10384:sex,-0.111
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10381:sex,arm_f_2_uaa10384:sex,0.675
NCT00838903,NCT00838903,ae_sae,glmnb,arm_f_2_uaa10382:sex,arm_f_2_uaa10384:sex,0.68
NCT00838903,NCT00838903,ae_uti,glm,(Intercept),age10,-0.986
NCT00838903,NCT00838903,ae_uti,glm,(Intercept),arm_f_2_uaa10381,-0.867
NCT00838903,NCT00838903,ae_uti,glm,age10,arm_f_2_uaa10381,0.855
NCT00838903,NCT00838903,ae_uti,glm,(Intercept),arm_f_2_uaa10382,-0.858
NCT00838903,NCT00838903,ae_uti,glm,age10,arm_f_2_uaa10382,0.845
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10381,arm_f_2_uaa10382,0.744
NCT00838903,NCT00838903,ae_uti,glm,(Intercept),arm_f_2_uaa10384,-0.887
NCT00838903,NCT00838903,ae_uti,glm,age10,arm_f_2_uaa10384,0.874
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10381,arm_f_2_uaa10384,0.769
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10382,arm_f_2_uaa10384,0.76
NCT00838903,NCT00838903,ae_uti,glm,(Intercept),sex,0.016
NCT00838903,NCT00838903,ae_uti,glm,age10,sex,-0.102
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10381,sex,-0.014
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10382,sex,-0.014
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10384,sex,-0.014
NCT00838903,NCT00838903,ae_uti,glm,(Intercept),age10:arm_f_2_uaa10381,0.826
NCT00838903,NCT00838903,ae_uti,glm,age10,age10:arm_f_2_uaa10381,-0.838
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10381,age10:arm_f_2_uaa10381,-0.983
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10382,age10:arm_f_2_uaa10381,-0.708
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10384,age10:arm_f_2_uaa10381,-0.732
NCT00838903,NCT00838903,ae_uti,glm,sex,age10:arm_f_2_uaa10381,0.085
NCT00838903,NCT00838903,ae_uti,glm,(Intercept),age10:arm_f_2_uaa10382,0.808
NCT00838903,NCT00838903,ae_uti,glm,age10,age10:arm_f_2_uaa10382,-0.819
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10381,age10:arm_f_2_uaa10382,-0.7
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10382,age10:arm_f_2_uaa10382,-0.982
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10384,age10:arm_f_2_uaa10382,-0.716
NCT00838903,NCT00838903,ae_uti,glm,sex,age10:arm_f_2_uaa10382,0.084
NCT00838903,NCT00838903,ae_uti,glm,age10:arm_f_2_uaa10381,age10:arm_f_2_uaa10382,0.687
NCT00838903,NCT00838903,ae_uti,glm,(Intercept),age10:arm_f_2_uaa10384,0.855
NCT00838903,NCT00838903,ae_uti,glm,age10,age10:arm_f_2_uaa10384,-0.867
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10381,age10:arm_f_2_uaa10384,-0.741
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10382,age10:arm_f_2_uaa10384,-0.733
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10384,age10:arm_f_2_uaa10384,-0.984
NCT00838903,NCT00838903,ae_uti,glm,sex,age10:arm_f_2_uaa10384,0.088
NCT00838903,NCT00838903,ae_uti,glm,age10:arm_f_2_uaa10381,age10:arm_f_2_uaa10384,0.727
NCT00838903,NCT00838903,ae_uti,glm,age10:arm_f_2_uaa10382,age10:arm_f_2_uaa10384,0.711
NCT00838903,NCT00838903,ae_uti,glm,(Intercept),arm_f_2_uaa10381:sex,-0.013
NCT00838903,NCT00838903,ae_uti,glm,age10,arm_f_2_uaa10381:sex,0.082
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10381,arm_f_2_uaa10381:sex,-0.033
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10382,arm_f_2_uaa10381:sex,0.011
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10384,arm_f_2_uaa10381:sex,0.011
NCT00838903,NCT00838903,ae_uti,glm,sex,arm_f_2_uaa10381:sex,-0.801
NCT00838903,NCT00838903,ae_uti,glm,age10:arm_f_2_uaa10381,arm_f_2_uaa10381:sex,-0.049
NCT00838903,NCT00838903,ae_uti,glm,age10:arm_f_2_uaa10382,arm_f_2_uaa10381:sex,-0.067
NCT00838903,NCT00838903,ae_uti,glm,age10:arm_f_2_uaa10384,arm_f_2_uaa10381:sex,-0.071
NCT00838903,NCT00838903,ae_uti,glm,(Intercept),arm_f_2_uaa10382:sex,-0.012
NCT00838903,NCT00838903,ae_uti,glm,age10,arm_f_2_uaa10382:sex,0.075
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10381,arm_f_2_uaa10382:sex,0.01
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10382,arm_f_2_uaa10382:sex,0
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10384,arm_f_2_uaa10382:sex,0.011
NCT00838903,NCT00838903,ae_uti,glm,sex,arm_f_2_uaa10382:sex,-0.734
NCT00838903,NCT00838903,ae_uti,glm,age10:arm_f_2_uaa10381,arm_f_2_uaa10382:sex,-0.063
NCT00838903,NCT00838903,ae_uti,glm,age10:arm_f_2_uaa10382,arm_f_2_uaa10382:sex,-0.077
NCT00838903,NCT00838903,ae_uti,glm,age10:arm_f_2_uaa10384,arm_f_2_uaa10382:sex,-0.065
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10381:sex,arm_f_2_uaa10382:sex,0.588
NCT00838903,NCT00838903,ae_uti,glm,(Intercept),arm_f_2_uaa10384:sex,-0.013
NCT00838903,NCT00838903,ae_uti,glm,age10,arm_f_2_uaa10384:sex,0.085
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10381,arm_f_2_uaa10384:sex,0.012
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10382,arm_f_2_uaa10384:sex,0.012
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10384,arm_f_2_uaa10384:sex,-0.001
NCT00838903,NCT00838903,ae_uti,glm,sex,arm_f_2_uaa10384:sex,-0.83
NCT00838903,NCT00838903,ae_uti,glm,age10:arm_f_2_uaa10381,arm_f_2_uaa10384:sex,-0.071
NCT00838903,NCT00838903,ae_uti,glm,age10:arm_f_2_uaa10382,arm_f_2_uaa10384:sex,-0.069
NCT00838903,NCT00838903,ae_uti,glm,age10:arm_f_2_uaa10384,arm_f_2_uaa10384:sex,-0.081
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10381:sex,arm_f_2_uaa10384:sex,0.665
NCT00838903,NCT00838903,ae_uti,glm,arm_f_2_uaa10382:sex,arm_f_2_uaa10384:sex,0.61
NCT00838903,NCT00838903,ae_uti,glmnb,(Intercept),age10,-0.987
NCT00838903,NCT00838903,ae_uti,glmnb,(Intercept),arm_f_2_uaa10381,-0.892
NCT00838903,NCT00838903,ae_uti,glmnb,age10,arm_f_2_uaa10381,0.88
NCT00838903,NCT00838903,ae_uti,glmnb,(Intercept),arm_f_2_uaa10382,-0.883
NCT00838903,NCT00838903,ae_uti,glmnb,age10,arm_f_2_uaa10382,0.872
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10381,arm_f_2_uaa10382,0.788
NCT00838903,NCT00838903,ae_uti,glmnb,(Intercept),arm_f_2_uaa10384,-0.904
NCT00838903,NCT00838903,ae_uti,glmnb,age10,arm_f_2_uaa10384,0.893
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10381,arm_f_2_uaa10384,0.806
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10382,arm_f_2_uaa10384,0.799
NCT00838903,NCT00838903,ae_uti,glmnb,(Intercept),sex,0.191
NCT00838903,NCT00838903,ae_uti,glmnb,age10,sex,-0.271
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10381,sex,-0.17
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10382,sex,-0.169
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10384,sex,-0.173
NCT00838903,NCT00838903,ae_uti,glmnb,(Intercept),age10:arm_f_2_uaa10381,0.864
NCT00838903,NCT00838903,ae_uti,glmnb,age10,age10:arm_f_2_uaa10381,-0.875
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10381,age10:arm_f_2_uaa10381,-0.985
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10382,age10:arm_f_2_uaa10381,-0.763
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10384,age10:arm_f_2_uaa10381,-0.781
NCT00838903,NCT00838903,ae_uti,glmnb,sex,age10:arm_f_2_uaa10381,0.237
NCT00838903,NCT00838903,ae_uti,glmnb,(Intercept),age10:arm_f_2_uaa10382,0.848
NCT00838903,NCT00838903,ae_uti,glmnb,age10,age10:arm_f_2_uaa10382,-0.859
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10381,age10:arm_f_2_uaa10382,-0.756
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10382,age10:arm_f_2_uaa10382,-0.985
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10384,age10:arm_f_2_uaa10382,-0.767
NCT00838903,NCT00838903,ae_uti,glmnb,sex,age10:arm_f_2_uaa10382,0.233
NCT00838903,NCT00838903,ae_uti,glmnb,age10:arm_f_2_uaa10381,age10:arm_f_2_uaa10382,0.751
NCT00838903,NCT00838903,ae_uti,glmnb,(Intercept),age10:arm_f_2_uaa10384,0.881
NCT00838903,NCT00838903,ae_uti,glmnb,age10,age10:arm_f_2_uaa10384,-0.893
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10381,age10:arm_f_2_uaa10384,-0.786
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10382,age10:arm_f_2_uaa10384,-0.779
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10384,age10:arm_f_2_uaa10384,-0.986
NCT00838903,NCT00838903,ae_uti,glmnb,sex,age10:arm_f_2_uaa10384,0.242
NCT00838903,NCT00838903,ae_uti,glmnb,age10:arm_f_2_uaa10381,age10:arm_f_2_uaa10384,0.781
NCT00838903,NCT00838903,ae_uti,glmnb,age10:arm_f_2_uaa10382,age10:arm_f_2_uaa10384,0.767
NCT00838903,NCT00838903,ae_uti,glmnb,(Intercept),arm_f_2_uaa10381:sex,-0.159
NCT00838903,NCT00838903,ae_uti,glmnb,age10,arm_f_2_uaa10381:sex,0.226
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10381,arm_f_2_uaa10381:sex,0.102
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10382,arm_f_2_uaa10381:sex,0.141
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10384,arm_f_2_uaa10381:sex,0.144
NCT00838903,NCT00838903,ae_uti,glmnb,sex,arm_f_2_uaa10381:sex,-0.834
NCT00838903,NCT00838903,ae_uti,glmnb,age10:arm_f_2_uaa10381,arm_f_2_uaa10381:sex,-0.179
NCT00838903,NCT00838903,ae_uti,glmnb,age10:arm_f_2_uaa10382,arm_f_2_uaa10381:sex,-0.194
NCT00838903,NCT00838903,ae_uti,glmnb,age10:arm_f_2_uaa10384,arm_f_2_uaa10381:sex,-0.202
NCT00838903,NCT00838903,ae_uti,glmnb,(Intercept),arm_f_2_uaa10382:sex,-0.148
NCT00838903,NCT00838903,ae_uti,glmnb,age10,arm_f_2_uaa10382:sex,0.211
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10381,arm_f_2_uaa10382:sex,0.132
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10382,arm_f_2_uaa10382:sex,0.119
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10384,arm_f_2_uaa10382:sex,0.134
NCT00838903,NCT00838903,ae_uti,glmnb,sex,arm_f_2_uaa10382:sex,-0.777
NCT00838903,NCT00838903,ae_uti,glmnb,age10:arm_f_2_uaa10381,arm_f_2_uaa10382:sex,-0.184
NCT00838903,NCT00838903,ae_uti,glmnb,age10:arm_f_2_uaa10382,arm_f_2_uaa10382:sex,-0.192
NCT00838903,NCT00838903,ae_uti,glmnb,age10:arm_f_2_uaa10384,arm_f_2_uaa10382:sex,-0.188
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10381:sex,arm_f_2_uaa10382:sex,0.648
NCT00838903,NCT00838903,ae_uti,glmnb,(Intercept),arm_f_2_uaa10384:sex,-0.163
NCT00838903,NCT00838903,ae_uti,glmnb,age10,arm_f_2_uaa10384:sex,0.232
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10381,arm_f_2_uaa10384:sex,0.146
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10382,arm_f_2_uaa10384:sex,0.144
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10384,arm_f_2_uaa10384:sex,0.141
NCT00838903,NCT00838903,ae_uti,glmnb,sex,arm_f_2_uaa10384:sex,-0.856
NCT00838903,NCT00838903,ae_uti,glmnb,age10:arm_f_2_uaa10381,arm_f_2_uaa10384:sex,-0.203
NCT00838903,NCT00838903,ae_uti,glmnb,age10:arm_f_2_uaa10382,arm_f_2_uaa10384:sex,-0.199
NCT00838903,NCT00838903,ae_uti,glmnb,age10:arm_f_2_uaa10384,arm_f_2_uaa10384:sex,-0.219
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10381:sex,arm_f_2_uaa10384:sex,0.714
NCT00838903,NCT00838903,ae_uti,glmnb,arm_f_2_uaa10382:sex,arm_f_2_uaa10384:sex,0.665
NCT00838916,NCT00838916,ae_gi,glm,(Intercept),age10,-0.971
NCT00838916,NCT00838916,ae_gi,glm,(Intercept),arm_f_2_uaa10386,-0.872
NCT00838916,NCT00838916,ae_gi,glm,age10,arm_f_2_uaa10386,0.847
NCT00838916,NCT00838916,ae_gi,glm,(Intercept),sex,-0.207
NCT00838916,NCT00838916,ae_gi,glm,age10,sex,0.042
NCT00838916,NCT00838916,ae_gi,glm,arm_f_2_uaa10386,sex,0.18
NCT00838916,NCT00838916,ae_gi,glm,(Intercept),age10:arm_f_2_uaa10386,0.845
NCT00838916,NCT00838916,ae_gi,glm,age10,age10:arm_f_2_uaa10386,-0.87
NCT00838916,NCT00838916,ae_gi,glm,arm_f_2_uaa10386,age10:arm_f_2_uaa10386,-0.971
NCT00838916,NCT00838916,ae_gi,glm,sex,age10:arm_f_2_uaa10386,-0.036
NCT00838916,NCT00838916,ae_gi,glm,(Intercept),arm_f_2_uaa10386:sex,0.181
NCT00838916,NCT00838916,ae_gi,glm,age10,arm_f_2_uaa10386:sex,-0.037
NCT00838916,NCT00838916,ae_gi,glm,arm_f_2_uaa10386,arm_f_2_uaa10386:sex,-0.173
NCT00838916,NCT00838916,ae_gi,glm,sex,arm_f_2_uaa10386:sex,-0.874
NCT00838916,NCT00838916,ae_gi,glm,age10:arm_f_2_uaa10386,arm_f_2_uaa10386:sex,0.007
NCT00838916,NCT00838916,ae_gi,glmnb,(Intercept),age10,-0.968
NCT00838916,NCT00838916,ae_gi,glmnb,(Intercept),arm_f_2_uaa10386,-0.83
NCT00838916,NCT00838916,ae_gi,glmnb,age10,arm_f_2_uaa10386,0.803
NCT00838916,NCT00838916,ae_gi,glmnb,(Intercept),sex,-0.227
NCT00838916,NCT00838916,ae_gi,glmnb,age10,sex,0.041
NCT00838916,NCT00838916,ae_gi,glmnb,arm_f_2_uaa10386,sex,0.188
NCT00838916,NCT00838916,ae_gi,glmnb,(Intercept),age10:arm_f_2_uaa10386,0.8
NCT00838916,NCT00838916,ae_gi,glmnb,age10,age10:arm_f_2_uaa10386,-0.827
NCT00838916,NCT00838916,ae_gi,glmnb,arm_f_2_uaa10386,age10:arm_f_2_uaa10386,-0.968
NCT00838916,NCT00838916,ae_gi,glmnb,sex,age10:arm_f_2_uaa10386,-0.034
NCT00838916,NCT00838916,ae_gi,glmnb,(Intercept),arm_f_2_uaa10386:sex,0.189
NCT00838916,NCT00838916,ae_gi,glmnb,age10,arm_f_2_uaa10386:sex,-0.035
NCT00838916,NCT00838916,ae_gi,glmnb,arm_f_2_uaa10386,arm_f_2_uaa10386:sex,-0.185
NCT00838916,NCT00838916,ae_gi,glmnb,sex,arm_f_2_uaa10386:sex,-0.833
NCT00838916,NCT00838916,ae_gi,glmnb,age10:arm_f_2_uaa10386,arm_f_2_uaa10386:sex,-0.002
NCT00838916,NCT00838916,ae_hypoglycaemia,glm,(Intercept),age10,-0.965
NCT00838916,NCT00838916,ae_hypoglycaemia,glm,(Intercept),arm_f_2_uaa10386,-0.76
NCT00838916,NCT00838916,ae_hypoglycaemia,glm,age10,arm_f_2_uaa10386,0.734
NCT00838916,NCT00838916,ae_hypoglycaemia,glm,(Intercept),sex,-0.173
NCT00838916,NCT00838916,ae_hypoglycaemia,glm,age10,sex,-0.024
NCT00838916,NCT00838916,ae_hypoglycaemia,glm,arm_f_2_uaa10386,sex,0.131
NCT00838916,NCT00838916,ae_hypoglycaemia,glm,(Intercept),age10:arm_f_2_uaa10386,0.733
NCT00838916,NCT00838916,ae_hypoglycaemia,glm,age10,age10:arm_f_2_uaa10386,-0.76
NCT00838916,NCT00838916,ae_hypoglycaemia,glm,arm_f_2_uaa10386,age10:arm_f_2_uaa10386,-0.968
NCT00838916,NCT00838916,ae_hypoglycaemia,glm,sex,age10:arm_f_2_uaa10386,0.018
NCT00838916,NCT00838916,ae_hypoglycaemia,glm,(Intercept),arm_f_2_uaa10386:sex,0.133
NCT00838916,NCT00838916,ae_hypoglycaemia,glm,age10,arm_f_2_uaa10386:sex,0.019
NCT00838916,NCT00838916,ae_hypoglycaemia,glm,arm_f_2_uaa10386,arm_f_2_uaa10386:sex,-0.117
NCT00838916,NCT00838916,ae_hypoglycaemia,glm,sex,arm_f_2_uaa10386:sex,-0.773
NCT00838916,NCT00838916,ae_hypoglycaemia,glm,age10:arm_f_2_uaa10386,arm_f_2_uaa10386:sex,-0.068
NCT00838916,NCT00838916,ae_hypoglycaemia,glmnb,(Intercept),age10,-0.967
NCT00838916,NCT00838916,ae_hypoglycaemia,glmnb,(Intercept),arm_f_2_uaa10386,-0.805
NCT00838916,NCT00838916,ae_hypoglycaemia,glmnb,age10,arm_f_2_uaa10386,0.779
NCT00838916,NCT00838916,ae_hypoglycaemia,glmnb,(Intercept),sex,-0.198
NCT00838916,NCT00838916,ae_hypoglycaemia,glmnb,age10,sex,0.01
NCT00838916,NCT00838916,ae_hypoglycaemia,glmnb,arm_f_2_uaa10386,sex,0.16
NCT00838916,NCT00838916,ae_hypoglycaemia,glmnb,(Intercept),age10:arm_f_2_uaa10386,0.776
NCT00838916,NCT00838916,ae_hypoglycaemia,glmnb,age10,age10:arm_f_2_uaa10386,-0.803
NCT00838916,NCT00838916,ae_hypoglycaemia,glmnb,arm_f_2_uaa10386,age10:arm_f_2_uaa10386,-0.968
NCT00838916,NCT00838916,ae_hypoglycaemia,glmnb,sex,age10:arm_f_2_uaa10386,-0.008
NCT00838916,NCT00838916,ae_hypoglycaemia,glmnb,(Intercept),arm_f_2_uaa10386:sex,0.161
NCT00838916,NCT00838916,ae_hypoglycaemia,glmnb,age10,arm_f_2_uaa10386:sex,-0.008
NCT00838916,NCT00838916,ae_hypoglycaemia,glmnb,arm_f_2_uaa10386,arm_f_2_uaa10386:sex,-0.149
NCT00838916,NCT00838916,ae_hypoglycaemia,glmnb,sex,arm_f_2_uaa10386:sex,-0.812
NCT00838916,NCT00838916,ae_hypoglycaemia,glmnb,age10:arm_f_2_uaa10386,arm_f_2_uaa10386:sex,-0.038
