trials,outcome,nct_id,models,term,estimate,std.error,outcome_method
39,ae_gi,NCT01032629,nb,arm_f_2_uaa10512:sex,0.071,0.201,incident_event
39,ae_gi,NCT01032629,nb,arm_f_2_uaa10514:sex,0.404,0.201,incident_event
39,ae_gi,NCT01106625,nb,(Intercept),-3.81,1.914,incident_event
39,ae_gi,NCT01106625,nb,age10,-0.437,0.333,incident_event
39,ae_gi,NCT01106625,nb,arm_f_2_uaa10569,-1.8,2.394,incident_event
39,ae_gi,NCT01106625,nb,arm_f_2_uaa10570,-2.835,2.551,incident_event
39,ae_gi,NCT01106625,nb,sex,0.01,0.548,incident_event
39,ae_gi,NCT01106625,nb,age10:arm_f_2_uaa10569,0.419,0.414,incident_event
39,ae_gi,NCT01106625,nb,age10:arm_f_2_uaa10570,0.55,0.442,incident_event
39,ae_gi,NCT01106625,nb,arm_f_2_uaa10569:sex,0.299,0.756,incident_event
39,ae_gi,NCT01106625,nb,arm_f_2_uaa10570:sex,0.594,0.762,incident_event
39,ae_gi,NCT01106651,nb,(Intercept),-8.533,2.369,incident_event
39,ae_gi,NCT01106651,nb,age10,0.502,0.375,incident_event
39,ae_gi,NCT01106651,nb,arm_f_2_uaa10573,3.375,3.314,incident_event
39,ae_gi,NCT01106651,nb,arm_f_2_uaa10574,5.727,3.416,incident_event
39,ae_gi,NCT01106651,nb,sex,-0.201,0.48,incident_event
39,ae_gi,NCT01106651,nb,age10:arm_f_2_uaa10573,-0.679,0.52,incident_event
39,ae_gi,NCT01106651,nb,age10:arm_f_2_uaa10574,-0.85,0.538,incident_event
39,ae_gi,NCT01106651,nb,arm_f_2_uaa10573:sex,1.199,0.673,incident_event
39,ae_gi,NCT01106651,nb,arm_f_2_uaa10574:sex,0.43,0.668,incident_event
39,ae_gi,NCT01106677,nb,(Intercept),-8.883,1.665,incident_event
39,ae_gi,NCT01106677,nb,age10,0.688,0.296,incident_event
39,ae_gi,NCT01106677,nb,arm_f_2_uaa10577,3.472,2.053,incident_event
39,ae_gi,NCT01106677,nb,arm_f_2_uaa10578,5.778,2.053,incident_event
39,ae_gi,NCT01106677,nb,arm_f_2_uaa10580,3.877,2.027,incident_event
39,ae_gi,NCT01106677,nb,sex,0.267,0.566,incident_event
39,ae_gi,NCT01106677,nb,age10:arm_f_2_uaa10577,-0.62,0.366,incident_event
39,ae_gi,NCT01106677,nb,age10:arm_f_2_uaa10578,-1.152,0.368,incident_event
39,ae_gi,NCT01106677,nb,age10:arm_f_2_uaa10580,-0.806,0.362,incident_event
39,ae_gi,NCT01106677,nb,arm_f_2_uaa10577:sex,-1.385,0.697,incident_event
39,ae_gi,NCT01106677,nb,arm_f_2_uaa10578:sex,-0.358,0.696,incident_event
39,ae_gi,NCT01106677,nb,arm_f_2_uaa10580:sex,-0.532,0.697,incident_event
39,ae_gi,NCT01106690,nb,(Intercept),-1.227,1.989,incident_event
39,ae_gi,NCT01106690,nb,age10,-0.787,0.336,incident_event
39,ae_gi,NCT01106690,nb,arm_f_2_uaa10582,-10.96,2.815,incident_event
39,ae_gi,NCT01106690,nb,arm_f_2_uaa10583,-7.108,2.712,incident_event
39,ae_gi,NCT01106690,nb,sex,0.419,0.678,incident_event
39,ae_gi,NCT01106690,nb,age10:arm_f_2_uaa10582,2.034,0.483,incident_event
39,ae_gi,NCT01106690,nb,age10:arm_f_2_uaa10583,1.171,0.469,incident_event
39,ae_gi,NCT01106690,nb,arm_f_2_uaa10582:sex,-1.287,0.955,incident_event
39,ae_gi,NCT01106690,nb,arm_f_2_uaa10583:sex,-0.55,0.994,incident_event
39,ae_gi,NCT01137812,nb,(Intercept),-5.744,0.965,incident_event
39,ae_gi,NCT01137812,nb,age10,0.061,0.165,incident_event
39,ae_gi,NCT01137812,nb,arm_f_2_uaa10614,-1.019,1.331,incident_event
39,ae_gi,NCT01137812,nb,sex,-0.534,0.303,incident_event
39,ae_gi,NCT01137812,nb,age10:arm_f_2_uaa10614,0.107,0.228,incident_event
39,ae_gi,NCT01137812,nb,arm_f_2_uaa10614:sex,0.556,0.43,incident_event
39,ae_gi,NCT01381900,nb,(Intercept),-4.749,1.706,incident_event
39,ae_gi,NCT01381900,nb,age10,-0.22,0.332,incident_event
39,ae_gi,NCT01381900,nb,arm_f_2_uaa10741,-1.974,2.572,incident_event
39,ae_gi,NCT01381900,nb,arm_f_2_uaa10742,0.327,2.43,incident_event
39,ae_gi,NCT01381900,nb,sex,-0.977,0.687,incident_event
39,ae_gi,NCT01381900,nb,age10:arm_f_2_uaa10741,0.353,0.498,incident_event
39,ae_gi,NCT01381900,nb,age10:arm_f_2_uaa10742,-0.092,0.469,incident_event
39,ae_gi,NCT01381900,nb,arm_f_2_uaa10741:sex,0.213,0.978,incident_event
39,ae_gi,NCT01381900,nb,arm_f_2_uaa10742:sex,0.819,0.963,incident_event
39,ae_gi,NCT01809327,nb,(Intercept),-3.246,1.547,incident_event
39,ae_gi,NCT01809327,nb,age10,-0.456,0.282,incident_event
39,ae_gi,NCT01809327,nb,arm_f_2_uaa10933,-2.009,2.082,incident_event
39,ae_gi,NCT01809327,nb,arm_f_2_uaa10934,-2.069,2.25,incident_event
39,ae_gi,NCT01809327,nb,arm_f_2_uaa10935,-4.078,2.249,incident_event
39,ae_gi,NCT01809327,nb,arm_f_2_uaa10936,-3.528,2.229,incident_event
39,ae_gi,NCT01809327,nb,sex,-0.928,0.577,incident_event
39,ae_gi,NCT01809327,nb,age10:arm_f_2_uaa10933,0.217,0.388,incident_event
39,ae_gi,NCT01809327,nb,age10:arm_f_2_uaa10934,0.258,0.407,incident_event
39,ae_gi,NCT01809327,nb,age10:arm_f_2_uaa10935,0.658,0.414,incident_event
39,ae_gi,NCT01809327,nb,age10:arm_f_2_uaa10936,0.63,0.404,incident_event
39,ae_gi,NCT01809327,nb,arm_f_2_uaa10933:sex,0.956,0.821,incident_event
39,ae_gi,NCT01809327,nb,arm_f_2_uaa10934:sex,1.815,0.809,incident_event
39,ae_gi,NCT01809327,nb,arm_f_2_uaa10935:sex,1.243,0.81,incident_event
39,ae_gi,NCT01809327,nb,arm_f_2_uaa10936:sex,0.039,0.817,incident_event
39,ae_gi,NCT02025907,nb,(Intercept),-4.815,2.101,incident_event
39,ae_gi,NCT02025907,nb,age10,-0.185,0.355,incident_event
39,ae_gi,NCT02025907,nb,arm_f_2_uaa11013,0.553,3.312,incident_event
39,ae_gi,NCT02025907,nb,sex,-1.185,0.74,incident_event
39,ae_gi,NCT02025907,nb,age10:arm_f_2_uaa11013,-0.029,0.572,incident_event
39,ae_gi,NCT02025907,nb,arm_f_2_uaa11013:sex,-1.489,1.125,incident_event
39,ae_gi,NCT02065791,nb,(Intercept),-6.633,0.33,incident_event
39,ae_gi,NCT02065791,nb,age10,-0.019,0.057,incident_event
39,ae_gi,NCT02065791,nb,arm_f_2_uaa11038,-0.637,0.471,incident_event
39,ae_gi,NCT02065791,nb,sex,-0.623,0.119,incident_event
39,ae_gi,NCT02065791,nb,age10:arm_f_2_uaa11038,0.032,0.081,incident_event
39,ae_gi,NCT02065791,nb,arm_f_2_uaa11038:sex,0.475,0.17,incident_event
39,ae_gi,NCT00800683,nb,(Intercept),-3.44,2.309,incident_event
39,ae_gi,NCT00800683,nb,age10,-0.3,0.341,incident_event
39,ae_gi,NCT00800683,nb,arm_f_2_Placebo,0.551,2.927,incident_event
39,ae_gi,NCT00800683,nb,sex,-0.755,0.645,incident_event
39,ae_gi,NCT00800683,nb,age10:arm_f_2_Placebo,-0.056,0.436,incident_event
39,ae_gi,NCT00800683,nb,arm_f_2_Placebo:sex,0.377,0.888,incident_event
39,ae_gi,NCT00996658,nb,(Intercept),-15.574,3.788,incident_event
39,ae_gi,NCT00996658,nb,age10,1.207,0.616,incident_event
39,ae_gi,NCT00996658,nb,arm_f_2_Linagliptin,4.8,4.153,incident_event
39,ae_gi,NCT00996658,nb,sex,1.386,1.187,incident_event
39,ae_gi,NCT00996658,nb,age10:arm_f_2_Linagliptin,-0.708,0.68,incident_event
39,ae_gi,NCT00996658,nb,arm_f_2_Linagliptin:sex,0.634,1.326,incident_event
39,ae_gi,NCT01084005,nb,(Intercept),1.654,7.383,incident_event
39,ae_gi,NCT01084005,nb,age10,-0.957,0.992,incident_event
39,ae_gi,NCT01084005,nb,arm_f_2_Linagliptin,9,9.35,incident_event
39,ae_gi,NCT01084005,nb,sex,-0.278,0.803,incident_event
39,ae_gi,NCT01084005,nb,age10:arm_f_2_Linagliptin,-1.118,1.254,incident_event
39,ae_gi,NCT01084005,nb,arm_f_2_Linagliptin:sex,-0.485,1.003,incident_event
39,ae_gi,NCT01087502,nb,(Intercept),-6.359,1.686,incident_event
39,ae_gi,NCT01087502,nb,age10,0.098,0.244,incident_event
39,ae_gi,NCT01087502,nb,arm_f_2_Linagliptin,2.533,2.382,incident_event
39,ae_gi,NCT01087502,nb,sex,-0.512,0.458,incident_event
39,ae_gi,NCT01087502,nb,age10:arm_f_2_Linagliptin,-0.359,0.344,incident_event
39,ae_gi,NCT01087502,nb,arm_f_2_Linagliptin:sex,-0.383,0.65,incident_event
39,ae_gi,NCT01194830,nb,(Intercept),-2.544,1.862,incident_event
39,ae_gi,NCT01194830,nb,age10,-0.434,0.342,incident_event
39,ae_gi,NCT01194830,nb,arm_f_2_Linagliptin,-2.861,2.737,incident_event
39,ae_gi,NCT01194830,nb,sex,-1.879,0.696,incident_event
39,ae_gi,NCT01194830,nb,age10:arm_f_2_Linagliptin,0.273,0.501,incident_event
39,ae_gi,NCT01194830,nb,arm_f_2_Linagliptin:sex,1.571,1.029,incident_event
39,ae_gi,NCT02182830,nb,(Intercept),-9.159,2.802,incident_event
39,ae_gi,NCT02182830,nb,age10,0.488,0.471,incident_event
39,ae_gi,NCT02182830,nb,arm_f_2_Empagliflozin 10-25mg,4.387,3.536,incident_event
39,ae_gi,NCT02182830,nb,sex,-1.714,0.993,incident_event
39,ae_gi,NCT02182830,nb,age10:arm_f_2_Empagliflozin 10-25mg,-0.816,0.61,incident_event
39,ae_gi,NCT02182830,nb,arm_f_2_Empagliflozin 10-25mg:sex,2.535,1.255,incident_event
39,ae_gi,NCT02453555,nb,(Intercept),-5.817,1.607,incident_event
39,ae_gi,NCT02453555,nb,age10,-0.243,0.235,incident_event
39,ae_gi,NCT02453555,nb,arm_f_2_Empagliflozin 10mg + Linagliptin 5mg,-0.643,2.029,incident_event
39,ae_gi,NCT02453555,nb,sex,0.521,0.708,incident_event
39,ae_gi,NCT02453555,nb,age10:arm_f_2_Empagliflozin 10mg + Linagliptin 5mg,0.234,0.304,incident_event
39,ae_gi,NCT02453555,nb,arm_f_2_Empagliflozin 10mg + Linagliptin 5mg:sex,-1.272,0.825,incident_event
39,ae_gi,NCT00763451,nb,(Intercept),-3.423,1.221,incident_event
39,ae_gi,NCT00763451,nb,age10,-0.252,0.205,incident_event
39,ae_gi,NCT00763451,nb,arm_f_2_Lixisenatide 1-step titration,0.938,1.733,incident_event
39,ae_gi,NCT00763451,nb,arm_f_2_Lixisenatide 2-step titration,2.197,1.699,incident_event
39,ae_gi,NCT00763451,nb,sex,-1.527,0.4,incident_event
39,ae_gi,NCT00763451,nb,age10:arm_f_2_Lixisenatide 1-step titration,0.002,0.295,incident_event
39,ae_gi,NCT00763451,nb,age10:arm_f_2_Lixisenatide 2-step titration,-0.109,0.294,incident_event
39,ae_gi,NCT00763451,nb,arm_f_2_Lixisenatide 1-step titration:sex,0.699,0.555,incident_event
39,ae_gi,NCT00763451,nb,arm_f_2_Lixisenatide 2-step titration:sex,0.735,0.55,incident_event
39,ae_gi,NCT00976937,nb,(Intercept),-2.765,2.349,incident_event
39,ae_gi,NCT00976937,nb,age10,-0.335,0.531,incident_event
39,ae_gi,NCT00976937,nb,arm_f_2_Lixisenatide,2.619,3.153,incident_event
39,ae_gi,NCT00976937,nb,sex,-0.947,0.5,incident_event
39,ae_gi,NCT00976937,nb,age10:arm_f_2_Lixisenatide,-0.526,0.715,incident_event
39,ae_gi,NCT00976937,nb,arm_f_2_Lixisenatide:sex,-0.342,0.735,incident_event
39,ae_gi,NCT00866658,nb,(Intercept),-4.843,1.315,incident_event
39,ae_gi,NCT00866658,nb,age10,-0.199,0.222,incident_event
39,ae_gi,NCT00866658,nb,arm_f_2_Lixisenatide 2-step titration,0.185,1.622,incident_event
39,ae_gi,NCT00866658,nb,sex,-1.019,0.462,incident_event
39,ae_gi,NCT00866658,nb,age10:arm_f_2_Lixisenatide 2-step titration,0.478,0.271,incident_event
39,ae_gi,NCT00866658,nb,arm_f_2_Lixisenatide 2-step titration:sex,0.506,0.567,incident_event
39,ae_gi,NCT01169779,nb,(Intercept),-7.028,1.822,incident_event
39,ae_gi,NCT01169779,nb,age10,0.258,0.311,incident_event
39,ae_gi,NCT01169779,nb,arm_f_2_Lixisenatide,-0.818,2.318,incident_event
39,ae_gi,NCT01169779,nb,sex,-2.213,0.659,incident_event
39,ae_gi,NCT01169779,nb,age10:arm_f_2_Lixisenatide,0.452,0.396,incident_event
39,ae_gi,NCT01169779,nb,arm_f_2_Lixisenatide:sex,2.13,0.827,incident_event
39,ae_gi,NCT01632163,nb,(Intercept),-1.385,1.985,incident_event
39,ae_gi,NCT01632163,nb,age10,-0.727,0.34,incident_event
39,ae_gi,NCT01632163,nb,arm_f_2_Lixisenatide,-1.841,2.518,incident_event
39,ae_gi,NCT01632163,nb,sex,-1.345,0.626,incident_event
39,ae_gi,NCT01632163,nb,age10:arm_f_2_Lixisenatide,0.755,0.437,incident_event
39,ae_gi,NCT01632163,nb,arm_f_2_Lixisenatide:sex,0.749,0.821,incident_event
39,ae_gi,NCT01798706,nb,(Intercept),-14.257,4.254,incident_event
39,ae_gi,NCT01798706,nb,age10,1.265,0.571,incident_event
39,ae_gi,NCT01798706,nb,arm_f_2_Lixisenatide,13.262,5.863,incident_event
39,ae_gi,NCT01798706,nb,sex,-0.438,0.443,incident_event
39,ae_gi,NCT01798706,nb,age10:arm_f_2_Lixisenatide,-1.506,0.787,incident_event
39,ae_gi,NCT01798706,nb,arm_f_2_Lixisenatide:sex,-1.004,0.612,incident_event
39,ae_gi,NCT00712673,nb,(Intercept),-2.858,1.22,incident_event
39,ae_gi,NCT00712673,nb,age10,-0.277,0.22,incident_event
39,ae_gi,NCT00712673,nb,arm_f_2_Lixisenatide evening,-0.715,1.513,incident_event
39,ae_gi,NCT00712673,nb,arm_f_2_Lixisenatide morning,-1.894,1.56,incident_event
39,ae_gi,NCT00712673,nb,sex,-0.927,0.394,incident_event
39,ae_gi,NCT00712673,nb,age10:arm_f_2_Lixisenatide evening,0.387,0.271,incident_event
39,ae_gi,NCT00712673,nb,age10:arm_f_2_Lixisenatide morning,0.498,0.283,incident_event
39,ae_gi,NCT00712673,nb,arm_f_2_Lixisenatide evening:sex,-0.818,0.507,incident_event
39,ae_gi,NCT00712673,nb,arm_f_2_Lixisenatide morning:sex,-0.628,0.514,incident_event
39,ae_gi,NCT00713830,nb,(Intercept),-4.232,0.999,incident_event
39,ae_gi,NCT00713830,nb,age10,-0.122,0.165,incident_event
39,ae_gi,NCT00713830,nb,arm_f_2_Lixisenatide,0.525,1.214,incident_event
39,ae_gi,NCT00713830,nb,sex,-0.873,0.337,incident_event
39,ae_gi,NCT00713830,nb,age10:arm_f_2_Lixisenatide,0.132,0.202,incident_event
39,ae_gi,NCT00713830,nb,arm_f_2_Lixisenatide:sex,0.759,0.407,incident_event
39,ae_gi,NCT00715624,nb,(Intercept),-2.207,1.241,incident_event
39,ae_gi,NCT00715624,nb,age10,-0.406,0.214,incident_event
39,ae_gi,NCT00715624,nb,arm_f_2_Lixisenatide,-1.178,1.544,incident_event
39,ae_gi,NCT00715624,nb,sex,-1.338,0.429,incident_event
39,ae_gi,NCT00715624,nb,age10:arm_f_2_Lixisenatide,0.395,0.265,incident_event
39,ae_gi,NCT00715624,nb,arm_f_2_Lixisenatide:sex,0.622,0.522,incident_event
39,ae_gi,NCT00763815,nb,(Intercept),-4,1.298,incident_event
39,ae_gi,NCT00763815,nb,age10,-0.086,0.233,incident_event
39,ae_gi,NCT00763815,nb,arm_f_2_Lixisenatide,-1.075,1.592,incident_event
39,ae_gi,NCT00763815,nb,sex,-0.347,0.444,incident_event
39,ae_gi,NCT00763815,nb,age10:arm_f_2_Lixisenatide,0.36,0.283,incident_event
39,ae_gi,NCT00763815,nb,arm_f_2_Lixisenatide:sex,-0.031,0.541,incident_event
39,ae_gi,NCT00688701,nb,(Intercept),-4.948,1.292,incident_event
39,ae_gi,NCT00688701,nb,age10,0.014,0.238,incident_event
39,ae_gi,NCT00688701,nb,arm_f_2_Lixisenatide 1-step titration,-0.412,1.733,incident_event
39,ae_gi,NCT00688701,nb,arm_f_2_Lixisenatide 2-step titration,0.939,1.823,incident_event
39,ae_gi,NCT00688701,nb,sex,-1.466,0.551,incident_event
39,ae_gi,NCT00688701,nb,age10:arm_f_2_Lixisenatide 1-step titration,0.148,0.312,incident_event
39,ae_gi,NCT00688701,nb,age10:arm_f_2_Lixisenatide 2-step titration,0.006,0.33,incident_event
39,ae_gi,NCT00688701,nb,arm_f_2_Lixisenatide 1-step titration:sex,1.925,0.706,incident_event
39,ae_gi,NCT00688701,nb,arm_f_2_Lixisenatide 2-step titration:sex,1.079,0.703,incident_event
39,ae_gi,NCT00707031,nb,(Intercept),-2.645,0.857,incident_event
39,ae_gi,NCT00707031,nb,age10,0.078,0.143,incident_event
39,ae_gi,NCT00707031,nb,arm_f_2_Lixisenatide QD,-0.756,1.268,incident_event
39,ae_gi,NCT00707031,nb,sex,-0.725,0.3,incident_event
39,ae_gi,NCT00707031,nb,age10:arm_f_2_Lixisenatide QD,0.039,0.216,incident_event
39,ae_gi,NCT00707031,nb,arm_f_2_Lixisenatide QD:sex,-0.336,0.42,incident_event
39,ae_gi,NCT01648582,nb,(Intercept),-2.641,1.711,incident_event
39,ae_gi,NCT01648582,nb,age10,-0.584,0.303,incident_event
39,ae_gi,NCT01648582,nb,arm_f_2_Dulaglutide 0.75,0.008,2.187,incident_event
39,ae_gi,NCT01648582,nb,arm_f_2_Dulaglutide 1.5,0.341,2.235,incident_event
39,ae_gi,NCT01648582,nb,sex,-2.332,0.561,incident_event
39,ae_gi,NCT01648582,nb,age10:arm_f_2_Dulaglutide 0.75,0.455,0.384,incident_event
39,ae_gi,NCT01648582,nb,age10:arm_f_2_Dulaglutide 1.5,0.521,0.393,incident_event
39,ae_gi,NCT01648582,nb,arm_f_2_Dulaglutide 0.75:sex,2.043,0.737,incident_event
39,ae_gi,NCT01648582,nb,arm_f_2_Dulaglutide 1.5:sex,1.476,0.734,incident_event
39,ae_gi,NCT02750410,nb,(Intercept),-7.635,2.766,incident_event
39,ae_gi,NCT02750410,nb,age10,0.473,0.447,incident_event
39,ae_gi,NCT02750410,nb,arm_f_2_Dula 0.75mg,4.655,3.172,incident_event
39,ae_gi,NCT02750410,nb,sex,-0.231,0.904,incident_event
39,ae_gi,NCT02750410,nb,age10:arm_f_2_Dula 0.75mg,-0.373,0.513,incident_event
39,ae_gi,NCT02750410,nb,arm_f_2_Dula 0.75mg:sex,-2.652,1.049,incident_event
39,ae_gi,NCT01768559,nb,(Intercept),-4.644,0.983,incident_event
39,ae_gi,NCT01768559,nb,age10,-0.317,0.165,incident_event
39,ae_gi,NCT01768559,nb,arm_f_2_Lixisenatide,1.719,1.599,incident_event
39,ae_gi,NCT01768559,nb,sex,-0.185,0.302,incident_event
39,ae_gi,NCT01768559,nb,age10:arm_f_2_Lixisenatide,0.24,0.265,incident_event
39,ae_gi,NCT01768559,nb,arm_f_2_Lixisenatide:sex,0.065,0.466,incident_event
39,ae_gi,NCT00975286,nb,(Intercept),-3.624,1.201,incident_event
39,ae_gi,NCT00975286,nb,age10,-0.349,0.209,incident_event
39,ae_gi,NCT00975286,nb,arm_f_2_GLP1 PLUS INSULIN BASAL,2.5,1.656,incident_event
39,ae_gi,NCT00975286,nb,sex,-0.219,0.421,incident_event
39,ae_gi,NCT00975286,nb,age10:arm_f_2_GLP1 PLUS INSULIN BASAL,0.017,0.288,incident_event
39,ae_gi,NCT00975286,nb,arm_f_2_GLP1 PLUS INSULIN BASAL:sex,-0.471,0.57,incident_event
39,ae_gi,NCT01632007,nb,(Intercept),-9.575,3.446,incident_event
39,ae_gi,NCT01632007,nb,age10,0.399,0.475,incident_event
39,ae_gi,NCT01632007,nb,arm_f_2_Alogliptin,1.943,3.878,incident_event
39,ae_gi,NCT01632007,nb,arm_f_2_Trelagliptin,0.423,3.932,incident_event
39,ae_gi,NCT01632007,nb,sex,0.197,1.208,incident_event
39,ae_gi,NCT01632007,nb,age10:arm_f_2_Alogliptin,-0.242,0.557,incident_event
39,ae_gi,NCT01632007,nb,age10:arm_f_2_Trelagliptin,0.187,0.559,incident_event
39,ae_gi,NCT01632007,nb,arm_f_2_Alogliptin:sex,-0.278,1.379,incident_event
39,ae_gi,NCT01632007,nb,arm_f_2_Trelagliptin:sex,-2.018,1.348,incident_event
41,hba1c,NCT00968812,b1,(Intercept),8.063,0.332,baseline
41,hba1c,NCT00968812,b1,sex,0.632,0.438,baseline
41,hba1c,NCT00968812,b1,age10,-0.064,0.06,baseline
41,hba1c,NCT00968812,b1,arm_f_2_uaa10456,-0.031,0.449,baseline
41,hba1c,NCT00968812,b1,arm_f_2_uaa10457,-0.471,0.445,baseline
41,hba1c,NCT00968812,b1,sex:age10,-0.078,0.079,baseline
41,hba1c,NCT00968812,b1,sex:arm_f_2_uaa10456,-0.357,0.604,baseline
41,hba1c,NCT00968812,b1,sex:arm_f_2_uaa10457,0.004,0.607,baseline
41,hba1c,NCT00968812,b1,age10:arm_f_2_uaa10456,0.002,0.081,baseline
41,hba1c,NCT00968812,b1,age10:arm_f_2_uaa10457,0.089,0.08,baseline
41,hba1c,NCT00968812,b1,sex:age10:arm_f_2_uaa10456,0.06,0.109,baseline
41,hba1c,NCT00968812,b1,sex:age10:arm_f_2_uaa10457,-0.02,0.11,baseline
41,hba1c,NCT01032629,b1,(Intercept),8.582,0.326,baseline
41,hba1c,NCT01032629,b1,sex,0.572,0.396,baseline
41,hba1c,NCT01032629,b1,age10,-0.058,0.053,baseline
41,hba1c,NCT01032629,b1,arm_f_2_uaa10512,0.588,0.453,baseline
41,hba1c,NCT01032629,b1,arm_f_2_uaa10514,-0.007,0.454,baseline
41,hba1c,NCT01032629,b1,sex:age10,-0.111,0.065,baseline
41,hba1c,NCT01032629,b1,sex:arm_f_2_uaa10512,-0.661,0.553,baseline
41,hba1c,NCT01032629,b1,sex:arm_f_2_uaa10514,-0.247,0.554,baseline
41,hba1c,NCT01032629,b1,age10:arm_f_2_uaa10512,-0.083,0.074,baseline
41,hba1c,NCT01032629,b1,age10:arm_f_2_uaa10514,-0.004,0.073,baseline
41,hba1c,NCT01032629,b1,sex:age10:arm_f_2_uaa10512,0.099,0.09,baseline
41,hba1c,NCT01032629,b1,sex:age10:arm_f_2_uaa10514,0.048,0.09,baseline
41,hba1c,NCT01106625,b1,(Intercept),8.898,0.742,baseline
41,hba1c,NCT01106625,b1,sex,0.713,1.018,baseline
41,hba1c,NCT01106625,b1,age10,-0.139,0.13,baseline
41,hba1c,NCT01106625,b1,arm_f_2_uaa10569,-0.429,0.923,baseline
41,hba1c,NCT01106625,b1,arm_f_2_uaa10570,-0.613,1.007,baseline
41,hba1c,NCT01106625,b1,sex:age10,-0.115,0.178,baseline
41,hba1c,NCT01106625,b1,sex:arm_f_2_uaa10569,-0.639,1.31,baseline
41,hba1c,NCT01106625,b1,sex:arm_f_2_uaa10570,0.195,1.386,baseline
41,hba1c,NCT01106625,b1,age10:arm_f_2_uaa10569,0.059,0.162,baseline
41,hba1c,NCT01106625,b1,age10:arm_f_2_uaa10570,0.084,0.177,baseline
41,hba1c,NCT01106625,b1,sex:age10:arm_f_2_uaa10569,0.131,0.227,baseline
41,hba1c,NCT01106625,b1,sex:age10:arm_f_2_uaa10570,0.004,0.243,baseline
41,hba1c,NCT01081834,b1,(Intercept),9.03,0.466,baseline
41,hba1c,NCT01081834,b1,sex,-0.814,0.76,baseline
41,hba1c,NCT01081834,b1,age10,-0.166,0.082,baseline
41,hba1c,NCT01081834,b1,arm_f_2_uaa10548,-0.141,0.698,baseline
41,hba1c,NCT01081834,b1,arm_f_2_uaa10549,-1.228,0.684,baseline
41,hba1c,NCT01081834,b1,sex:age10,0.108,0.134,baseline
41,hba1c,NCT01081834,b1,sex:arm_f_2_uaa10548,1.074,1.052,baseline
41,hba1c,NCT01081834,b1,sex:arm_f_2_uaa10549,0.272,1.097,baseline
41,hba1c,NCT01081834,b1,age10:arm_f_2_uaa10548,0.009,0.124,baseline
41,hba1c,NCT01081834,b1,age10:arm_f_2_uaa10549,0.196,0.122,baseline
41,hba1c,NCT01081834,b1,sex:age10:arm_f_2_uaa10548,-0.148,0.187,baseline
41,hba1c,NCT01081834,b1,sex:age10:arm_f_2_uaa10549,0.007,0.195,baseline
41,hba1c,NCT01106651,b1,(Intercept),9.536,0.837,baseline
41,hba1c,NCT01106651,b1,sex,-0.773,1.054,baseline
41,hba1c,NCT01106651,b1,age10,-0.303,0.134,baseline
41,hba1c,NCT01106651,b1,arm_f_2_uaa10573,-0.875,1.109,baseline
41,hba1c,NCT01106651,b1,arm_f_2_uaa10574,-0.392,1.156,baseline
41,hba1c,NCT01106651,b1,sex:age10,0.156,0.167,baseline
41,hba1c,NCT01106651,b1,sex:arm_f_2_uaa10573,1.317,1.455,baseline
41,hba1c,NCT01106651,b1,sex:arm_f_2_uaa10574,-0.535,1.504,baseline
41,hba1c,NCT01106651,b1,age10:arm_f_2_uaa10573,0.152,0.175,baseline
41,hba1c,NCT01106651,b1,age10:arm_f_2_uaa10574,0.078,0.183,baseline
41,hba1c,NCT01106651,b1,sex:age10:arm_f_2_uaa10573,-0.216,0.228,baseline
41,hba1c,NCT01106651,b1,sex:age10:arm_f_2_uaa10574,0.041,0.237,baseline
41,hba1c,NCT01106677,b1,(Intercept),8.906,0.522,baseline
41,hba1c,NCT01106677,b1,sex,-0.392,0.74,baseline
41,hba1c,NCT01106677,b1,age10,-0.181,0.095,baseline
41,hba1c,NCT01106677,b1,arm_f_2_uaa10577,-1.005,0.646,baseline
41,hba1c,NCT01106677,b1,arm_f_2_uaa10578,-0.892,0.65,baseline
41,hba1c,NCT01106677,b1,arm_f_2_uaa10580,-0.035,0.631,baseline
41,hba1c,NCT01106677,b1,sex:age10,0.085,0.136,baseline
41,hba1c,NCT01106677,b1,sex:arm_f_2_uaa10577,0.642,0.913,baseline
41,hba1c,NCT01106677,b1,sex:arm_f_2_uaa10578,0.722,0.921,baseline
41,hba1c,NCT01106677,b1,sex:arm_f_2_uaa10580,-0.213,0.911,baseline
41,hba1c,NCT01106677,b1,age10:arm_f_2_uaa10577,0.169,0.117,baseline
41,hba1c,NCT01106677,b1,age10:arm_f_2_uaa10578,0.144,0.119,baseline
41,hba1c,NCT01106677,b1,age10:arm_f_2_uaa10580,-0.004,0.115,baseline
41,hba1c,NCT01106677,b1,sex:age10:arm_f_2_uaa10577,-0.087,0.167,baseline
41,hba1c,NCT01106677,b1,sex:age10:arm_f_2_uaa10578,-0.09,0.169,baseline
41,hba1c,NCT01106677,b1,sex:age10:arm_f_2_uaa10580,0.048,0.167,baseline
41,hba1c,NCT01106690,b1,(Intercept),11.232,0.953,baseline
41,hba1c,NCT01106690,b1,sex,-2.891,1.156,baseline
41,hba1c,NCT01106690,b1,age10,-0.568,0.163,baseline
41,hba1c,NCT01106690,b1,arm_f_2_uaa10582,-2.497,1.163,baseline
41,hba1c,NCT01106690,b1,arm_f_2_uaa10583,-3.173,1.258,baseline
41,hba1c,NCT01106690,b1,sex:age10,0.511,0.197,baseline
