trials,outcome,nct_id,nct_id2,models,row,col,r,outcome_method
39,ae_gi,NCT00975286,NCT00975286,pois,age10,arm_f_2_GLP1 PLUS INSULIN BASAL:sex,-0.019,incident_event
39,ae_gi,NCT00975286,NCT00975286,pois,arm_f_2_GLP1 PLUS INSULIN BASAL,arm_f_2_GLP1 PLUS INSULIN BASAL:sex,-0.176,incident_event
39,ae_gi,NCT00975286,NCT00975286,pois,sex,arm_f_2_GLP1 PLUS INSULIN BASAL:sex,-0.82,incident_event
39,ae_gi,NCT00975286,NCT00975286,pois,age10:arm_f_2_GLP1 PLUS INSULIN BASAL,arm_f_2_GLP1 PLUS INSULIN BASAL:sex,0.006,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,(Intercept),age10,-0.946,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,(Intercept),arm_f_2_Alogliptin,-0.887,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,age10,arm_f_2_Alogliptin,0.839,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,(Intercept),arm_f_2_Trelagliptin,-0.882,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,age10,arm_f_2_Trelagliptin,0.834,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,arm_f_2_Alogliptin,arm_f_2_Trelagliptin,0.782,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,(Intercept),sex,-0.488,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,age10,sex,0.206,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,arm_f_2_Alogliptin,sex,0.433,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,arm_f_2_Trelagliptin,sex,0.431,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,(Intercept),age10:arm_f_2_Alogliptin,0.801,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,age10,age10:arm_f_2_Alogliptin,-0.847,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,arm_f_2_Alogliptin,age10:arm_f_2_Alogliptin,-0.944,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,arm_f_2_Trelagliptin,age10:arm_f_2_Alogliptin,-0.707,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,sex,age10:arm_f_2_Alogliptin,-0.174,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,(Intercept),age10:arm_f_2_Trelagliptin,0.812,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,age10,age10:arm_f_2_Trelagliptin,-0.858,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,arm_f_2_Alogliptin,age10:arm_f_2_Trelagliptin,-0.72,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,arm_f_2_Trelagliptin,age10:arm_f_2_Trelagliptin,-0.953,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,sex,age10:arm_f_2_Trelagliptin,-0.177,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,age10:arm_f_2_Alogliptin,age10:arm_f_2_Trelagliptin,0.727,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,(Intercept),arm_f_2_Alogliptin:sex,0.43,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,age10,arm_f_2_Alogliptin:sex,-0.181,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,arm_f_2_Alogliptin,arm_f_2_Alogliptin:sex,-0.42,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,arm_f_2_Trelagliptin,arm_f_2_Alogliptin:sex,-0.379,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,sex,arm_f_2_Alogliptin:sex,-0.881,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,age10:arm_f_2_Alogliptin,arm_f_2_Alogliptin:sex,0.13,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,age10:arm_f_2_Trelagliptin,arm_f_2_Alogliptin:sex,0.155,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,(Intercept),arm_f_2_Trelagliptin:sex,0.44,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,age10,arm_f_2_Trelagliptin:sex,-0.185,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,arm_f_2_Alogliptin,arm_f_2_Trelagliptin:sex,-0.39,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,arm_f_2_Trelagliptin,arm_f_2_Trelagliptin:sex,-0.441,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,sex,arm_f_2_Trelagliptin:sex,-0.901,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,age10:arm_f_2_Alogliptin,arm_f_2_Trelagliptin:sex,0.157,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,age10:arm_f_2_Trelagliptin,arm_f_2_Trelagliptin:sex,0.189,incident_event
39,ae_gi,NCT01632007,NCT01632007,pois,arm_f_2_Alogliptin:sex,arm_f_2_Trelagliptin:sex,0.793,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,(Intercept),age10,-0.977,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,(Intercept),arm_f_2_uaa10512,-0.725,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,age10,arm_f_2_uaa10512,0.708,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,(Intercept),arm_f_2_uaa10514,-0.721,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,age10,arm_f_2_uaa10514,0.704,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,arm_f_2_uaa10512,arm_f_2_uaa10514,0.523,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,(Intercept),sex,-0.23,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,age10,sex,0.053,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,arm_f_2_uaa10512,sex,0.167,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,arm_f_2_uaa10514,sex,0.166,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,(Intercept),age10:arm_f_2_uaa10512,0.703,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,age10,age10:arm_f_2_uaa10512,-0.72,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,arm_f_2_uaa10512,age10:arm_f_2_uaa10512,-0.976,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,arm_f_2_uaa10514,age10:arm_f_2_uaa10512,-0.507,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,sex,age10:arm_f_2_uaa10512,-0.038,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,(Intercept),age10:arm_f_2_uaa10514,0.702,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,age10,age10:arm_f_2_uaa10514,-0.719,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,arm_f_2_uaa10512,age10:arm_f_2_uaa10514,-0.509,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,arm_f_2_uaa10514,age10:arm_f_2_uaa10514,-0.977,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,sex,age10:arm_f_2_uaa10514,-0.038,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,age10:arm_f_2_uaa10512,age10:arm_f_2_uaa10514,0.517,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,(Intercept),arm_f_2_uaa10512:sex,0.164,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,age10,arm_f_2_uaa10512:sex,-0.038,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,arm_f_2_uaa10512,arm_f_2_uaa10512:sex,-0.206,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,arm_f_2_uaa10514,arm_f_2_uaa10512:sex,-0.118,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,sex,arm_f_2_uaa10512:sex,-0.713,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,age10:arm_f_2_uaa10512,arm_f_2_uaa10512:sex,0.025,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,age10:arm_f_2_uaa10514,arm_f_2_uaa10512:sex,0.027,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,(Intercept),arm_f_2_uaa10514:sex,0.165,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,age10,arm_f_2_uaa10514:sex,-0.038,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,arm_f_2_uaa10512,arm_f_2_uaa10514:sex,-0.12,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,arm_f_2_uaa10514,arm_f_2_uaa10514:sex,-0.213,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,sex,arm_f_2_uaa10514:sex,-0.718,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,age10:arm_f_2_uaa10512,arm_f_2_uaa10514:sex,0.027,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,age10:arm_f_2_uaa10514,arm_f_2_uaa10514:sex,0.037,incident_event
39,ae_sae,NCT01032629,NCT01032629,nb,arm_f_2_uaa10512:sex,arm_f_2_uaa10514:sex,0.512,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,(Intercept),age10,-0.969,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,(Intercept),arm_f_2_uaa10573,-0.668,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,age10,arm_f_2_uaa10573,0.648,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,(Intercept),arm_f_2_uaa10574,-0.698,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,age10,arm_f_2_uaa10574,0.676,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,arm_f_2_uaa10573,arm_f_2_uaa10574,0.466,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,(Intercept),sex,-0.231,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,age10,sex,0.003,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,arm_f_2_uaa10573,sex,0.154,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,arm_f_2_uaa10574,sex,0.161,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,(Intercept),age10:arm_f_2_uaa10573,0.666,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,age10,age10:arm_f_2_uaa10573,-0.687,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,arm_f_2_uaa10573,age10:arm_f_2_uaa10573,-0.977,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,arm_f_2_uaa10574,age10:arm_f_2_uaa10573,-0.464,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,sex,age10:arm_f_2_uaa10573,-0.002,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,(Intercept),age10:arm_f_2_uaa10574,0.651,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,age10,age10:arm_f_2_uaa10574,-0.673,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,arm_f_2_uaa10573,age10:arm_f_2_uaa10574,-0.435,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,arm_f_2_uaa10574,age10:arm_f_2_uaa10574,-0.98,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,sex,age10:arm_f_2_uaa10574,-0.002,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,age10:arm_f_2_uaa10573,age10:arm_f_2_uaa10574,0.462,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,(Intercept),arm_f_2_uaa10573:sex,0.177,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,age10,arm_f_2_uaa10573:sex,-0.002,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,arm_f_2_uaa10573,arm_f_2_uaa10573:sex,-0.246,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,arm_f_2_uaa10574,arm_f_2_uaa10573:sex,-0.124,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,sex,arm_f_2_uaa10573:sex,-0.768,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,age10:arm_f_2_uaa10573,arm_f_2_uaa10573:sex,0.06,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,age10:arm_f_2_uaa10574,arm_f_2_uaa10573:sex,0.002,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,(Intercept),arm_f_2_uaa10574:sex,0.192,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,age10,arm_f_2_uaa10574:sex,-0.002,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,arm_f_2_uaa10573,arm_f_2_uaa10574:sex,-0.128,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,arm_f_2_uaa10574,arm_f_2_uaa10574:sex,-0.166,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,sex,arm_f_2_uaa10574:sex,-0.83,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,age10:arm_f_2_uaa10573,arm_f_2_uaa10574:sex,0.002,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,age10:arm_f_2_uaa10574,arm_f_2_uaa10574:sex,-0.01,incident_event
39,ae_sae,NCT01106651,NCT01106651,nb,arm_f_2_uaa10573:sex,arm_f_2_uaa10574:sex,0.637,incident_event
39,ae_sae,NCT01137812,NCT01137812,nb,(Intercept),age10,-0.981,incident_event
39,ae_sae,NCT01137812,NCT01137812,nb,(Intercept),arm_f_2_uaa10614,-0.798,incident_event
39,ae_sae,NCT01137812,NCT01137812,nb,age10,arm_f_2_uaa10614,0.783,incident_event
39,ae_sae,NCT01137812,NCT01137812,nb,(Intercept),sex,-0.106,incident_event
39,ae_sae,NCT01137812,NCT01137812,nb,age10,sex,-0.036,incident_event
39,ae_sae,NCT01137812,NCT01137812,nb,arm_f_2_uaa10614,sex,0.084,incident_event
39,ae_sae,NCT01137812,NCT01137812,nb,(Intercept),age10:arm_f_2_uaa10614,0.77,incident_event
39,ae_sae,NCT01137812,NCT01137812,nb,age10,age10:arm_f_2_uaa10614,-0.785,incident_event
39,ae_sae,NCT01137812,NCT01137812,nb,arm_f_2_uaa10614,age10:arm_f_2_uaa10614,-0.977,incident_event
39,ae_sae,NCT01137812,NCT01137812,nb,sex,age10:arm_f_2_uaa10614,0.028,incident_event
39,ae_sae,NCT01137812,NCT01137812,nb,(Intercept),arm_f_2_uaa10614:sex,0.078,incident_event
39,ae_sae,NCT01137812,NCT01137812,nb,age10,arm_f_2_uaa10614:sex,0.026,incident_event
39,ae_sae,NCT01137812,NCT01137812,nb,arm_f_2_uaa10614,arm_f_2_uaa10614:sex,-0.134,incident_event
39,ae_sae,NCT01137812,NCT01137812,nb,sex,arm_f_2_uaa10614:sex,-0.734,incident_event
39,ae_sae,NCT01137812,NCT01137812,nb,age10:arm_f_2_uaa10614,arm_f_2_uaa10614:sex,-0.021,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,(Intercept),age10,-0.957,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,(Intercept),arm_f_2_uaa10933,-0.552,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10,arm_f_2_uaa10933,0.528,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,(Intercept),arm_f_2_uaa10934,-0.678,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10,arm_f_2_uaa10934,0.649,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10933,arm_f_2_uaa10934,0.374,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,(Intercept),arm_f_2_uaa10935,-0.694,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10,arm_f_2_uaa10935,0.664,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10933,arm_f_2_uaa10935,0.383,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10934,arm_f_2_uaa10935,0.47,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,(Intercept),arm_f_2_uaa10936,-0.643,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10,arm_f_2_uaa10936,0.615,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10933,arm_f_2_uaa10936,0.355,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10934,arm_f_2_uaa10936,0.436,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10935,arm_f_2_uaa10936,0.446,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,(Intercept),sex,-0.355,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10,sex,0.125,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10933,sex,0.196,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10934,sex,0.241,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10935,sex,0.246,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10936,sex,0.228,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,(Intercept),age10:arm_f_2_uaa10933,0.535,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10,age10:arm_f_2_uaa10933,-0.559,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10933,age10:arm_f_2_uaa10933,-0.961,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10934,age10:arm_f_2_uaa10933,-0.363,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10935,age10:arm_f_2_uaa10933,-0.371,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10936,age10:arm_f_2_uaa10933,-0.344,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,sex,age10:arm_f_2_uaa10933,-0.07,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,(Intercept),age10:arm_f_2_uaa10934,0.662,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10,age10:arm_f_2_uaa10934,-0.692,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10933,age10:arm_f_2_uaa10934,-0.366,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10934,age10:arm_f_2_uaa10934,-0.967,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10935,age10:arm_f_2_uaa10934,-0.459,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10936,age10:arm_f_2_uaa10934,-0.426,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,sex,age10:arm_f_2_uaa10934,-0.087,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10:arm_f_2_uaa10933,age10:arm_f_2_uaa10934,0.387,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,(Intercept),age10:arm_f_2_uaa10935,0.661,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10,age10:arm_f_2_uaa10935,-0.691,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10933,age10:arm_f_2_uaa10935,-0.365,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10934,age10:arm_f_2_uaa10935,-0.448,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10935,age10:arm_f_2_uaa10935,-0.966,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10936,age10:arm_f_2_uaa10935,-0.425,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,sex,age10:arm_f_2_uaa10935,-0.087,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10:arm_f_2_uaa10933,age10:arm_f_2_uaa10935,0.386,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10:arm_f_2_uaa10934,age10:arm_f_2_uaa10935,0.478,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,(Intercept),age10:arm_f_2_uaa10936,0.602,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10,age10:arm_f_2_uaa10936,-0.629,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10933,age10:arm_f_2_uaa10936,-0.333,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10934,age10:arm_f_2_uaa10936,-0.408,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10935,age10:arm_f_2_uaa10936,-0.418,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10936,age10:arm_f_2_uaa10936,-0.971,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,sex,age10:arm_f_2_uaa10936,-0.079,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10:arm_f_2_uaa10933,age10:arm_f_2_uaa10936,0.352,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10:arm_f_2_uaa10934,age10:arm_f_2_uaa10936,0.436,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10:arm_f_2_uaa10935,age10:arm_f_2_uaa10936,0.435,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,(Intercept),arm_f_2_uaa10933:sex,0.206,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10,arm_f_2_uaa10933:sex,-0.073,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10933,arm_f_2_uaa10933:sex,-0.295,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10934,arm_f_2_uaa10933:sex,-0.14,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10935,arm_f_2_uaa10933:sex,-0.143,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10936,arm_f_2_uaa10933:sex,-0.132,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,sex,arm_f_2_uaa10933:sex,-0.581,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10:arm_f_2_uaa10933,arm_f_2_uaa10933:sex,0.073,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10:arm_f_2_uaa10934,arm_f_2_uaa10933:sex,0.05,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10:arm_f_2_uaa10935,arm_f_2_uaa10933:sex,0.05,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10:arm_f_2_uaa10936,arm_f_2_uaa10933:sex,0.046,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,(Intercept),arm_f_2_uaa10934:sex,0.265,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10,arm_f_2_uaa10934:sex,-0.094,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10933,arm_f_2_uaa10934:sex,-0.146,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10934,arm_f_2_uaa10934:sex,-0.339,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10935,arm_f_2_uaa10934:sex,-0.184,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10936,arm_f_2_uaa10934:sex,-0.17,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,sex,arm_f_2_uaa10934:sex,-0.747,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10:arm_f_2_uaa10933,arm_f_2_uaa10934:sex,0.052,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10:arm_f_2_uaa10934,arm_f_2_uaa10934:sex,0.145,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10:arm_f_2_uaa10935,arm_f_2_uaa10934:sex,0.065,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10:arm_f_2_uaa10936,arm_f_2_uaa10934:sex,0.059,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10933:sex,arm_f_2_uaa10934:sex,0.434,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,(Intercept),arm_f_2_uaa10935:sex,0.265,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10,arm_f_2_uaa10935:sex,-0.094,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10933,arm_f_2_uaa10935:sex,-0.146,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10934,arm_f_2_uaa10935:sex,-0.18,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10935,arm_f_2_uaa10935:sex,-0.351,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10936,arm_f_2_uaa10935:sex,-0.17,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,sex,arm_f_2_uaa10935:sex,-0.746,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10:arm_f_2_uaa10933,arm_f_2_uaa10935:sex,0.052,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10:arm_f_2_uaa10934,arm_f_2_uaa10935:sex,0.065,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10:arm_f_2_uaa10935,arm_f_2_uaa10935:sex,0.153,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10:arm_f_2_uaa10936,arm_f_2_uaa10935:sex,0.059,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10933:sex,arm_f_2_uaa10935:sex,0.433,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10934:sex,arm_f_2_uaa10935:sex,0.558,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,(Intercept),arm_f_2_uaa10936:sex,0.214,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10,arm_f_2_uaa10936:sex,-0.076,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10933,arm_f_2_uaa10936:sex,-0.118,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10934,arm_f_2_uaa10936:sex,-0.145,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10935,arm_f_2_uaa10936:sex,-0.148,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10936,arm_f_2_uaa10936:sex,-0.246,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,sex,arm_f_2_uaa10936:sex,-0.602,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10:arm_f_2_uaa10933,arm_f_2_uaa10936:sex,0.042,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10:arm_f_2_uaa10934,arm_f_2_uaa10936:sex,0.052,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10:arm_f_2_uaa10935,arm_f_2_uaa10936:sex,0.052,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,age10:arm_f_2_uaa10936,arm_f_2_uaa10936:sex,0.097,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10933:sex,arm_f_2_uaa10936:sex,0.35,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10934:sex,arm_f_2_uaa10936:sex,0.45,incident_event
39,ae_sae,NCT01809327,NCT01809327,nb,arm_f_2_uaa10935:sex,arm_f_2_uaa10936:sex,0.449,incident_event
39,ae_sae,NCT01989754,NCT01989754,nb,(Intercept),age10,-0.977,incident_event
39,ae_sae,NCT01989754,NCT01989754,nb,(Intercept),arm_f_2_uaa10994,-0.704,incident_event
39,ae_sae,NCT01989754,NCT01989754,nb,age10,arm_f_2_uaa10994,0.688,incident_event
39,ae_sae,NCT01989754,NCT01989754,nb,(Intercept),sex,-0.203,incident_event
39,ae_sae,NCT01989754,NCT01989754,nb,age10,sex,0.029,incident_event
39,ae_sae,NCT01989754,NCT01989754,nb,arm_f_2_uaa10994,sex,0.143,incident_event
